tr|M0U2F0|M0U2F0_MUSAM	TM_PBP2|GT-A	TM_PBP2(8-65)|Branch(53-326)
tr|A0A166EQY4|A0A166EQY4_DAUCA	TMhelix|GT-A	TMhelix(23-45)|Branch(114-340)
tr|A0A175YJR2|A0A175YJR2_DAUCA	TMhelix|GT-A	TMhelix(7-29)|Branch(73-311)
tr|A0A175YQ28|A0A175YQ28_DAUCA	TMhelix|GT-A	TMhelix(21-43)|Branch(137-364)
tr|A0A175YQW0|A0A175YQW0_DAUCA	TMhelix|GT-A	TMhelix(12-34)|Branch(49-399)
tr|A0A177B6W2|A0A177B6W2_9METZ	TMhelix|GT-A	TMhelix(12-29)|Branch(139-418)
tr|A0A199UDR1|A0A199UDR1_ANACO	TMhelix|GT-A	TMhelix(19-41)|Branch(60-315)
tr|A0A199UMN5|A0A199UMN5_ANACO	TMhelix|GT-A	TMhelix(25-47)|Branch(20-437)
tr|A0A199UNQ5|A0A199UNQ5_ANACO	TMhelix|GT-A	TMhelix(26-48)|Branch(47-423)
tr|A0A199V2P2|A0A199V2P2_ANACO	TMhelix|GT-A	TMhelix(13-30)|Branch(54-310)
tr|A0A199V4L3|A0A199V4L3_ANACO	TMhelix|GT-A	TMhelix(25-47)|Branch(52-434)
tr|A0A199V8M2|A0A199V8M2_ANACO	TMhelix|GT-A	TMhelix(13-30)|Branch(54-310)
tr|A0A199W2E4|A0A199W2E4_ANACO	TMhelix|GT-A	TMhelix(25-47)|Branch(20-435)
tr|A0A1A6HY61|A0A1A6HY61_NEOLE	TMhelix|GT-A	TMhelix(7-29)|Branch(95-301)
tr|A0A1B6QIR5|A0A1B6QIR5_SORBI	TMhelix|GT-A	TMhelix(53-75)|Branch(125-488)
tr|A0A1D5S454|A0A1D5S454_WHEAT	TMhelix|GT-A	TMhelix(21-43)|Branch(70-423)
tr|A0A1D5SJF1|A0A1D5SJF1_WHEAT	TMhelix|GT-A	TMhelix(20-42)|Branch(129-352)
tr|A0A1D5T140|A0A1D5T140_WHEAT	TMhelix|GT-A	TMhelix(13-35)|Branch(65-439)
tr|A0A1D6BHZ9|A0A1D6BHZ9_WHEAT	TMhelix|GT-A	TMhelix(48-70)|Branch(85-447)
tr|A0A1D6C2Y3|A0A1D6C2Y3_WHEAT	TMhelix|GT-A	TMhelix(89-111)|Branch(88-490)
tr|A0A1D6C9I9|A0A1D6C9I9_WHEAT	TMhelix|GT-A	TMhelix(21-43)|Branch(17-439)
tr|A0A1D6CPP3|A0A1D6CPP3_WHEAT	TMhelix|GT-A	TMhelix(48-70)|Branch(85-447)
tr|A0A1D6FUE1|A0A1D6FUE1_MAIZE	TMhelix|GT-A	TMhelix(21-43)|Branch(44-409)
tr|A0A1D6RCV3|A0A1D6RCV3_WHEAT	TMhelix|GT-A	TMhelix(13-35)|Branch(65-469)
tr|A0A1D6RGZ9|A0A1D6RGZ9_WHEAT	TMhelix|GT-A	TMhelix(20-42)|Branch(126-349)
tr|A0A1D6SDA5|A0A1D6SDA5_WHEAT	TMhelix|GT-A	TMhelix(48-70)|Branch(85-447)
tr|A0A1E5UMQ1|A0A1E5UMQ1_9POAL	TMhelix|GT-A	TMhelix(23-45)|Branch(69-377)
tr|A0A1E5V0P9|A0A1E5V0P9_9POAL	TMhelix|GT-A	TMhelix(30-49)|Branch(104-280)
tr|A0A1E5V7F3|A0A1E5V7F3_9POAL	TMhelix|GT-A	TMhelix(17-39)|Branch(147-381)
tr|A0A1E5W6E2|A0A1E5W6E2_9POAL	TMhelix|GT-A	TMhelix(19-41)|Branch(66-440)
tr|A0A1I7RVG6|A0A1I7RVG6_BURXY	TMhelix|GT-A	TMhelix(13-35)|Branch(113-325)
tr|A0A1I7S1N8|A0A1I7S1N8_BURXY	TMhelix|GT-A	TMhelix(34-56)|Branch(145-411)
tr|A0A1I7S5S1|A0A1I7S5S1_BURXY	TMhelix|GT-A	TMhelix(32-54)|Branch(164-427)
tr|A0A1I7SAQ6|A0A1I7SAQ6_BURXY	TMhelix|GT-A	TMhelix(37-59)|Branch(135-398)
tr|A0A1I7SFV7|A0A1I7SFV7_BURXY	TMhelix|GT-A	TMhelix(46-68)|Branch(165-406)
tr|A0A1I7VQD0|A0A1I7VQD0_LOALO	TMhelix|GT-A	TMhelix(5-22)|Branch(107-364)
tr|A0A1I8A4C8|A0A1I8A4C8_9BILA	TMhelix|GT-A	TMhelix(7-26)|Branch(148-336)
tr|A0A1I8A4F7|A0A1I8A4F7_9BILA	TMhelix|GT-A	TMhelix(35-52)|Branch(175-363)
tr|A0A1I8A514|A0A1I8A514_9BILA	TMhelix|GT-A	TMhelix(13-35)|Branch(183-371)
tr|A0A1I8AG73|A0A1I8AG73_9BILA	TMhelix|GT-A	TMhelix(5-27)|Branch(139-351)
tr|A0A1I8BIC4|A0A1I8BIC4_MELHA	TMhelix|GT-A	TMhelix(7-26)|Branch(209-478)
tr|A0A1I8C0W5|A0A1I8C0W5_MELHA	TMhelix|GT-A	TMhelix(20-42)|Branch(138-411)
tr|A0A1I8CB48|A0A1I8CB48_9BILA	TMhelix|GT-A	TMhelix(13-35)|Branch(123-352)
tr|A0A1J4JHH6|A0A1J4JHH6_9EUKA	TMhelix|GT-A	TMhelix(7-29)|Branch(101-304)
tr|A0A1J4K7P3|A0A1J4K7P3_9EUKA	TMhelix|GT-A	TMhelix(5-24)|Branch(229-461)
tr|A0A1J6HXV2|A0A1J6HXV2_NICAT	TMhelix|GT-A	TMhelix(7-29)|Branch(5-408)
tr|A0A1J6HYU2|A0A1J6HYU2_NICAT	TMhelix|GT-A	TMhelix(33-55)|Branch(23-445)
tr|A0A1J6ID19|A0A1J6ID19_NICAT	TMhelix|GT-A	TMhelix(21-43)|Branch(16-419)
tr|A0A1J6IMW3|A0A1J6IMW3_NICAT	TMhelix|GT-A	TMhelix(12-34)|Branch(1-431)
tr|A0A1J6IRP4|A0A1J6IRP4_NICAT	TMhelix|GT-A	TMhelix(12-34)|Branch(1-420)
tr|A0A1J6KH28|A0A1J6KH28_NICAT	TMhelix|GT-A	TMhelix(5-27)|Branch(82-323)
tr|A0A1J7G7C1|A0A1J7G7C1_LUPAN	TMhelix|GT-A	TMhelix(25-47)|Branch(20-428)
tr|A0A1J7GRY9|A0A1J7GRY9_LUPAN	TMhelix|GT-A	TMhelix(13-35)|Branch(3-426)
tr|A0A1J7H3C8|A0A1J7H3C8_LUPAN	TMhelix|GT-A	TMhelix(13-35)|Branch(127-353)
tr|A0A1J7H9Z6|A0A1J7H9Z6_LUPAN	TMhelix|GT-A	TMhelix(7-29)|Branch(82-330)
tr|A0A1J7HNP5|A0A1J7HNP5_LUPAN	TMhelix|GT-A	TMhelix(7-26)|Branch(69-325)
tr|A0A1J7HS99|A0A1J7HS99_LUPAN	TMhelix|GT-A	TMhelix(13-35)|Branch(3-421)
tr|A0A1L8FS42|A0A1L8FS42_XENLA	TMhelix|GT-A	TMhelix(7-24)|Branch(97-354)
tr|A0A1L8FXY1|A0A1L8FXY1_XENLA	TMhelix|GT-A	TMhelix(5-27)|Branch(98-355)
tr|A0A1L8GT72|A0A1L8GT72_XENLA	TMhelix|GT-A	TMhelix(13-35)|Branch(136-403)
tr|A0A1L8H080|A0A1L8H080_XENLA	TMhelix|GT-A	TMhelix(12-31)|Branch(138-405)
tr|A0A1L8I1Z3|A0A1L8I1Z3_XENLA	TMhelix|GT-A	TMhelix(83-105)|Branch(200-468)
tr|A0A1Q3B572|A0A1Q3B572_CEPFO	TMhelix|GT-A	TMhelix(31-50)|Branch(108-337)
tr|A0A1Q3BD85|A0A1Q3BD85_CEPFO	TMhelix|GT-A	TMhelix(26-48)|Branch(145-381)
tr|A0A1Q3BKI1|A0A1Q3BKI1_CEPFO	TMhelix|GT-A	TMhelix(16-38)|Branch(68-421)
tr|A0A1Q3BLJ2|A0A1Q3BLJ2_CEPFO	TMhelix|GT-A	TMhelix(21-43)|Branch(12-435)
tr|A0A1Q3C4L4|A0A1Q3C4L4_CEPFO	TMhelix|GT-A	TMhelix(41-63)|Branch(35-452)
tr|A0A1Q3C8Q2|A0A1Q3C8Q2_CEPFO	TMhelix|GT-A	TMhelix(26-48)|Branch(14-432)
tr|A0A1Q3CJ82|A0A1Q3CJ82_CEPFO	TMhelix|GT-A	TMhelix(34-56)|Branch(122-348)
tr|A0A1Q3CR90|A0A1Q3CR90_CEPFO	TMhelix|GT-A	TMhelix(5-24)|Branch(54-397)
tr|A0A1Q3CZ65|A0A1Q3CZ65_CEPFO	TMhelix|GT-A	TMhelix(5-27)|Branch(71-329)
tr|A0A1Q3CZ91|A0A1Q3CZ91_CEPFO	TMhelix|GT-A	TMhelix(29-51)|Branch(139-365)
tr|A0A1R3FWD0|A0A1R3FWD0_9ROSI	TMhelix|GT-A	TMhelix(29-51)|Branch(162-388)
tr|A0A1R3GTJ6|A0A1R3GTJ6_COCAP	TMhelix|GT-A	TMhelix(24-46)|Branch(61-422)
tr|A0A1R3JNI8|A0A1R3JNI8_COCAP	TMhelix|GT-A	TMhelix(35-57)|Branch(31-449)
tr|A0A1R3JR51|A0A1R3JR51_9ROSI	TMhelix|GT-A	TMhelix(13-35)|Branch(11-418)
tr|A0A1R3JVB1|A0A1R3JVB1_9ROSI	TMhelix|GT-A	TMhelix(25-47)|Branch(21-439)
tr|A0A1R3JWW7|A0A1R3JWW7_COCAP	TMhelix|GT-A	TMhelix(32-54)|Branch(76-432)
tr|A0A1R3KJG0|A0A1R3KJG0_9ROSI	TMhelix|GT-A	TMhelix(26-48)|Branch(62-423)
tr|A0A1R3KQ52|A0A1R3KQ52_9ROSI	TMhelix|GT-A	TMhelix(32-54)|Branch(77-462)
tr|A0A1S2XH04|A0A1S2XH04_CICAR	TMhelix|GT-A	TMhelix(20-42)|Branch(63-330)
tr|A0A1S2XHZ8|A0A1S2XHZ8_CICAR	TMhelix|GT-A	TMhelix(5-22)|Branch(16-401)
tr|A0A1S2XJY9|A0A1S2XJY9_CICAR	TMhelix|GT-A	TMhelix(23-45)|Branch(20-430)
tr|A0A1S2Y333|A0A1S2Y333_CICAR	TMhelix|GT-A	TMhelix(30-52)|Branch(64-429)
tr|A0A1S2YAJ8|A0A1S2YAJ8_CICAR	TMhelix|GT-A	TMhelix(15-37)|Branch(98-328)
tr|A0A1S2YLQ4|A0A1S2YLQ4_CICAR	TMhelix|GT-A	TMhelix(19-41)|Branch(60-411)
tr|A0A1S2YQX1|A0A1S2YQX1_CICAR	TMhelix|GT-A	TMhelix(12-34)|Branch(7-419)
tr|A0A1S2ZTJ9|A0A1S2ZTJ9_ERIEU	TMhelix|GT-A	TMhelix(7-26)|Branch(95-302)
tr|A0A1S3AEI9|A0A1S3AEI9_ERIEU	TMhelix|GT-A	TMhelix(12-31)|Branch(133-400)
tr|A0A1S3AWX6|A0A1S3AWX6_CUCME	TMhelix|GT-A	TMhelix(57-79)|Branch(98-467)
tr|A0A1S3B7K1|A0A1S3B7K1_CUCME	TMhelix|GT-A	TMhelix(21-43)|Branch(16-428)
tr|A0A1S3BTT9|A0A1S3BTT9_CUCME	TMhelix|GT-A	TMhelix(12-34)|Branch(1-427)
tr|A0A1S3BXR9|A0A1S3BXR9_CUCME	TMhelix|GT-A	TMhelix(27-49)|Branch(105-334)
tr|A0A1S3C3I6|A0A1S3C3I6_CUCME	TMhelix|GT-A	TMhelix(12-34)|Branch(1-420)
tr|A0A1S3C7A3|A0A1S3C7A3_CUCME	TMhelix|GT-A	TMhelix(13-35)|Branch(10-420)
tr|A0A1S3CA11|A0A1S3CA11_CUCME	TMhelix|GT-A	TMhelix(13-35)|Branch(131-359)
tr|A0A1S3F7Z7|A0A1S3F7Z7_DIPOR	TMhelix|GT-A	TMhelix(7-29)|Branch(95-302)
tr|A0A1S3F8K4|A0A1S3F8K4_DIPOR	TMhelix|GT-A	TMhelix(5-27)|Branch(97-357)
tr|A0A1S3H254|A0A1S3H254_LINUN	TMhelix|GT-A	TMhelix(7-29)|Branch(126-391)
tr|A0A1S3H993|A0A1S3H993_LINUN	TMhelix|GT-A	TMhelix(13-30)|Branch(208-456)
tr|A0A1S3HGK0|A0A1S3HGK0_LINUN	TMhelix|GT-A	TMhelix(7-29)|Branch(126-391)
tr|A0A1S3HJ32|A0A1S3HJ32_LINUN	TMhelix|GT-A	TMhelix(21-40)|Branch(146-400)
tr|A0A1S3HKY4|A0A1S3HKY4_LINUN	TMhelix|GT-A	TMhelix(9-28)|Branch(135-389)
tr|A0A1S3HM68|A0A1S3HM68_LINUN	TMhelix|GT-A	TMhelix(7-29)|Branch(125-378)
tr|A0A1S3J1Z0|A0A1S3J1Z0_LINUN	TMhelix|GT-A	TMhelix(13-35)|Branch(392-647)
tr|A0A1S3J731|A0A1S3J731_LINUN	TMhelix|GT-A	TMhelix(20-42)|Branch(156-401)
tr|A0A1S3JJV3|A0A1S3JJV3_LINUN	TMhelix|GT-A	TMhelix(50-72)|Branch(174-375)
tr|A0A1S3KE20|A0A1S3KE20_LINUN	TMhelix|GT-A	TMhelix(7-29)|Branch(126-391)
tr|A0A1S3KSB6|A0A1S3KSB6_SALSA	TMhelix|GT-A	TMhelix(12-34)|Branch(123-390)
tr|A0A1S3KUH6|A0A1S3KUH6_SALSA	TMhelix|GT-A	TMhelix(16-38)|Branch(126-394)
tr|A0A1S3L7R1|A0A1S3L7R1_SALSA	TMhelix|GT-A	TMhelix(12-34)|Branch(126-394)
tr|A0A1S3L9Q6|A0A1S3L9Q6_SALSA	TMhelix|GT-A	TMhelix(9-31)|Branch(129-372)
tr|A0A1S3P7Q9|A0A1S3P7Q9_SALSA	TMhelix|GT-A	TMhelix(20-37)|Branch(138-381)
tr|A0A1S3PE92|A0A1S3PE92_SALSA	TMhelix|GT-A	TMhelix(12-34)|Branch(125-392)
tr|A0A1S3QMR3|A0A1S3QMR3_SALSA	TMhelix|GT-A	TMhelix(12-34)|Branch(125-393)
tr|A0A1S3QWT0|A0A1S3QWT0_SALSA	TMhelix|GT-A	TMhelix(38-60)|Branch(152-420)
tr|A0A1S3QXW5|A0A1S3QXW5_SALSA	TMhelix|GT-A	TMhelix(12-34)|Branch(123-390)
tr|A0A1S3QYE7|A0A1S3QYE7_SALSA	TMhelix|GT-A	TMhelix(12-34)|Branch(125-393)
tr|A0A1S3T7U7|A0A1S3T7U7_VIGRR	TMhelix|GT-A	TMhelix(13-30)|Branch(21-424)
tr|A0A1S3TB78|A0A1S3TB78_VIGRR	TMhelix|GT-A	TMhelix(5-27)|Branch(53-399)
tr|A0A1S3TFK6|A0A1S3TFK6_VIGRR	TMhelix|GT-A	TMhelix(12-34)|Branch(1-422)
tr|A0A1S3TG69|A0A1S3TG69_VIGRR	TMhelix|GT-A	TMhelix(13-35)|Branch(2-423)
tr|A0A1S3TK80|A0A1S3TK80_VIGRR	TMhelix|GT-A	TMhelix(20-42)|Branch(10-431)
tr|A0A1S3TRT6|A0A1S3TRT6_VIGRR	TMhelix|GT-A	TMhelix(20-42)|Branch(17-431)
tr|A0A1S3UVJ4|A0A1S3UVJ4_VIGRR	TMhelix|GT-A	TMhelix(32-51)|Branch(108-337)
tr|A0A1S3UXD7|A0A1S3UXD7_VIGRR	TMhelix|GT-A	TMhelix(12-34)|Branch(52-418)
tr|A0A1S3UYL8|A0A1S3UYL8_VIGRR	TMhelix|GT-A	TMhelix(32-54)|Branch(93-434)
tr|A0A1S3XHZ8|A0A1S3XHZ8_TOBAC	TMhelix|GT-A	TMhelix(20-42)|Branch(121-350)
tr|A0A1S3XRU8|A0A1S3XRU8_TOBAC	TMhelix|GT-A	TMhelix(12-34)|Branch(1-420)
tr|A0A1S3XZQ1|A0A1S3XZQ1_TOBAC	TMhelix|GT-A	TMhelix(7-29)|Branch(5-408)
tr|A0A1S3Y1P0|A0A1S3Y1P0_TOBAC	TMhelix|GT-A	TMhelix(24-46)|Branch(134-361)
tr|A0A1S3YIH0|A0A1S3YIH0_TOBAC	TMhelix|GT-A	TMhelix(33-55)|Branch(23-445)
tr|A0A1S3YJQ6|A0A1S3YJQ6_TOBAC	TMhelix|GT-A	TMhelix(7-29)|Branch(5-408)
tr|A0A1S3Z456|A0A1S3Z456_TOBAC	TMhelix|GT-A	TMhelix(5-27)|Branch(82-323)
tr|A0A1S4A1S8|A0A1S4A1S8_TOBAC	TMhelix|GT-A	TMhelix(21-43)|Branch(16-419)
tr|A0A1S4AHM1|A0A1S4AHM1_TOBAC	TMhelix|GT-A	TMhelix(12-34)|Branch(1-419)
tr|A0A1S4AYK2|A0A1S4AYK2_TOBAC	TMhelix|GT-A	TMhelix(12-29)|Branch(34-410)
tr|A0A1S4B007|A0A1S4B007_TOBAC	TMhelix|GT-A	TMhelix(33-55)|Branch(23-445)
tr|A0A1S4B722|A0A1S4B722_TOBAC	TMhelix|GT-A	TMhelix(21-43)|Branch(17-430)
tr|A0A1S4BBP7|A0A1S4BBP7_TOBAC	TMhelix|GT-A	TMhelix(24-46)|Branch(133-360)
tr|A0A1S4BKG3|A0A1S4BKG3_TOBAC	TMhelix|GT-A	TMhelix(21-43)|Branch(16-419)
tr|A0A1S4BKT3|A0A1S4BKT3_TOBAC	TMhelix|GT-A	TMhelix(2-24)|Branch(77-319)
tr|A0A1S4BPQ7|A0A1S4BPQ7_TOBAC	TMhelix|GT-A	TMhelix(12-29)|Branch(34-410)
tr|A0A1S4CAN2|A0A1S4CAN2_TOBAC	TMhelix|GT-A	TMhelix(12-34)|Branch(1-420)
tr|A0A1S4CCA6|A0A1S4CCA6_TOBAC	TMhelix|GT-A	TMhelix(12-34)|Branch(1-423)
tr|A0A1S4CJJ1|A0A1S4CJJ1_TOBAC	TMhelix|GT-A	TMhelix(2-24)|Branch(77-319)
tr|A0A1S4D6B8|A0A1S4D6B8_TOBAC	TMhelix|GT-A	TMhelix(21-43)|Branch(17-430)
tr|A0A1U7QJY7|A0A1U7QJY7_MESAU	TMhelix|GT-A	TMhelix(7-26)|Branch(133-400)
tr|A0A1U7RHN9|A0A1U7RHN9_ALLSI	TMhelix|GT-A	TMhelix(9-27)|Branch(112-374)
tr|A0A1U7RKT1|A0A1U7RKT1_ALLSI	TMhelix|GT-A	TMhelix(7-26)|Branch(99-315)
tr|A0A1U7T9P4|A0A1U7T9P4_TARSY	TMhelix|GT-A	TMhelix(7-29)|Branch(96-303)
tr|A0A1U7TPW1|A0A1U7TPW1_TARSY	TMhelix|GT-A	TMhelix(19-41)|Branch(128-335)
tr|A0A1U7TY45|A0A1U7TY45_TARSY	TMhelix|GT-A	TMhelix(7-29)|Branch(95-302)
tr|A0A1U7ULK0|A0A1U7ULK0_TARSY	TMhelix|GT-A	TMhelix(13-32)|Branch(133-401)
tr|A0A1U7V039|A0A1U7V039_NICSY	TMhelix|GT-A	TMhelix(33-55)|Branch(23-445)
tr|A0A1U7VDQ4|A0A1U7VDQ4_NICSY	TMhelix|GT-A	TMhelix(12-34)|Branch(1-419)
tr|A0A1U7W2C8|A0A1U7W2C8_NICSY	TMhelix|GT-A	TMhelix(21-43)|Branch(16-419)
tr|A0A1U7WAL4|A0A1U7WAL4_NICSY	TMhelix|GT-A	TMhelix(21-43)|Branch(83-430)
tr|A0A1U7XDR0|A0A1U7XDR0_NICSY	TMhelix|GT-A	TMhelix(12-34)|Branch(1-420)
tr|A0A1U7XGR9|A0A1U7XGR9_NICSY	TMhelix|GT-A	TMhelix(2-24)|Branch(77-319)
tr|A0A1U7XIT9|A0A1U7XIT9_NICSY	TMhelix|GT-A	TMhelix(24-46)|Branch(134-361)
tr|A0A1U7Y8H3|A0A1U7Y8H3_NICSY	TMhelix|GT-A	TMhelix(7-29)|Branch(5-408)
tr|A0A1U7YB07|A0A1U7YB07_NICSY	TMhelix|GT-A	TMhelix(21-43)|Branch(17-430)
tr|A0A1U7YNA3|A0A1U7YNA3_NICSY	TMhelix|GT-A	TMhelix(20-42)|Branch(121-350)
tr|A0A1U7YWL8|A0A1U7YWL8_NICSY	TMhelix|GT-A	TMhelix(12-29)|Branch(34-410)
tr|A0A1U7ZNG5|A0A1U7ZNG5_NELNU	TMhelix|GT-A	TMhelix(38-55)|Branch(45-427)
tr|A0A1U8AEH4|A0A1U8AEH4_NELNU	TMhelix|GT-A	TMhelix(12-34)|Branch(1-421)
tr|A0A1U8AMP0|A0A1U8AMP0_NELNU	TMhelix|GT-A	TMhelix(21-43)|Branch(65-422)
tr|A0A1U8AVL3|A0A1U8AVL3_NELNU	TMhelix|GT-A	TMhelix(20-42)|Branch(11-427)
tr|A0A1U8AW89|A0A1U8AW89_NELNU	TMhelix|GT-A	TMhelix(12-34)|Branch(1-421)
tr|A0A1U8AZ83|A0A1U8AZ83_NELNU	TMhelix|GT-A	TMhelix(20-42)|Branch(15-432)
tr|A0A1U8B808|A0A1U8B808_NELNU	TMhelix|GT-A	TMhelix(31-50)|Branch(107-336)
tr|A0A1U8BBL3|A0A1U8BBL3_NELNU	TMhelix|GT-A	TMhelix(7-29)|Branch(20-455)
tr|A0A1U8BM10|A0A1U8BM10_NELNU	TMhelix|GT-A	TMhelix(21-43)|Branch(15-432)
tr|A0A1U8C8C3|A0A1U8C8C3_MESAU	TMhelix|GT-A	TMhelix(7-24)|Branch(111-373)
tr|A0A1U8CZR5|A0A1U8CZR5_ALLSI	TMhelix|GT-A	TMhelix(5-27)|Branch(96-303)
tr|A0A1U8DSG5|A0A1U8DSG5_ALLSI	TMhelix|GT-A	TMhelix(12-34)|Branch(134-402)
tr|A0A1U8F9X1|A0A1U8F9X1_CAPAN	TMhelix|GT-A	TMhelix(20-42)|Branch(10-431)
tr|A0A1U8GFN7|A0A1U8GFN7_CAPAN	TMhelix|GT-A	TMhelix(19-41)|Branch(15-431)
tr|A0A1U8H3D2|A0A1U8H3D2_CAPAN	TMhelix|GT-A	TMhelix(7-29)|Branch(84-325)
tr|A0A1U8IJJ2|A0A1U8IJJ2_GOSHI	TMhelix|GT-A	TMhelix(13-35)|Branch(5-423)
tr|A0A1U8IK40|A0A1U8IK40_GOSHI	TMhelix|GT-A	TMhelix(9-31)|Branch(3-423)
tr|A0A1U8IM41|A0A1U8IM41_GOSHI	TMhelix|GT-A	TMhelix(7-29)|Branch(83-328)
tr|A0A1U8IP20|A0A1U8IP20_GOSHI	TMhelix|GT-A	TMhelix(13-35)|Branch(29-416)
tr|A0A1U8JIR9|A0A1U8JIR9_GOSHI	TMhelix|GT-A	TMhelix(21-43)|Branch(98-327)
tr|A0A1U8JJF8|A0A1U8JJF8_GOSHI	TMhelix|GT-A	TMhelix(21-43)|Branch(98-327)
tr|A0A1U8JKA7|A0A1U8JKA7_GOSHI	TMhelix|GT-A	TMhelix(58-80)|Branch(99-447)
tr|A0A1U8JPG4|A0A1U8JPG4_GOSHI	TMhelix|GT-A	TMhelix(32-54)|Branch(74-441)
tr|A0A1U8KCV1|A0A1U8KCV1_GOSHI	TMhelix|GT-A	TMhelix(7-29)|Branch(83-328)
tr|A0A1U8KG29|A0A1U8KG29_GOSHI	TMhelix|GT-A	TMhelix(30-52)|Branch(54-458)
tr|A0A1U8KS99|A0A1U8KS99_GOSHI	TMhelix|GT-A	TMhelix(30-52)|Branch(107-335)
tr|A0A1U8KTC8|A0A1U8KTC8_GOSHI	TMhelix|GT-A	TMhelix(20-42)|Branch(126-352)
tr|A0A1U8L0X6|A0A1U8L0X6_GOSHI	TMhelix|GT-A	TMhelix(30-52)|Branch(107-325)
tr|A0A1U8L3K1|A0A1U8L3K1_GOSHI	TMhelix|GT-A	TMhelix(7-29)|Branch(4-395)
tr|A0A1U8L945|A0A1U8L945_GOSHI	TMhelix|GT-A	TMhelix(7-29)|Branch(26-407)
tr|A0A1U8LHF5|A0A1U8LHF5_GOSHI	TMhelix|GT-A	TMhelix(30-52)|Branch(107-335)
tr|A0A1U8LLP1|A0A1U8LLP1_GOSHI	TMhelix|GT-A	TMhelix(31-53)|Branch(33-432)
tr|A0A1U8LRA1|A0A1U8LRA1_GOSHI	TMhelix|GT-A	TMhelix(28-50)|Branch(25-443)
tr|A0A1U8LS52|A0A1U8LS52_GOSHI	TMhelix|GT-A	TMhelix(7-29)|Branch(26-360)
tr|A0A1U8M3E9|A0A1U8M3E9_GOSHI	TMhelix|GT-A	TMhelix(32-54)|Branch(24-446)
tr|A0A1U8N2J0|A0A1U8N2J0_GOSHI	TMhelix|GT-A	TMhelix(13-35)|Branch(29-416)
tr|A0A1U8N916|A0A1U8N916_GOSHI	TMhelix|GT-A	TMhelix(30-52)|Branch(107-330)
tr|A0A1U8NA59|A0A1U8NA59_GOSHI	TMhelix|GT-A	TMhelix(35-57)|Branch(27-449)
tr|A0A1U8NC56|A0A1U8NC56_GOSHI	TMhelix|GT-A	TMhelix(30-52)|Branch(107-330)
tr|A0A1U8PTV9|A0A1U8PTV9_GOSHI	TMhelix|GT-A	TMhelix(20-42)|Branch(72-326)
tr|A0A1V4KEA6|A0A1V4KEA6_PATFA	TMhelix|GT-A	TMhelix(9-26)|Branch(113-393)
tr|A0A1Y2AQ23|A0A1Y2AQ23_9FUNG	TMhelix|GT-A	TMhelix(20-42)|Branch(223-411)
tr|A0A1Y2BFP1|A0A1Y2BFP1_9FUNG	TMhelix|GT-A	TMhelix(21-43)|Branch(222-435)
tr|A0A1Z5KH39|A0A1Z5KH39_FISSO	TMhelix|GT-A	TMhelix(13-32)|Branch(203-432)
tr|A0A200PLX3|A0A200PLX3_9MAGN	TMhelix|GT-A	TMhelix(7-29)|Branch(25-416)
tr|A0A200Q705|A0A200Q705_9MAGN	TMhelix|GT-A	TMhelix(15-37)|Branch(67-418)
tr|A0A200QBA2|A0A200QBA2_9MAGN	TMhelix|GT-A	TMhelix(12-34)|Branch(1-406)
tr|A0A218UZF7|A0A218UZF7_9PASE	TMhelix|GT-A	TMhelix(9-26)|Branch(113-375)
tr|A0A218WM94|A0A218WM94_PUNGR	TMhelix|GT-A	TMhelix(7-29)|Branch(74-327)
tr|A0A218X1K5|A0A218X1K5_PUNGR	TMhelix|GT-A	TMhelix(20-42)|Branch(14-414)
tr|A0A218XHV2|A0A218XHV2_PUNGR	TMhelix|GT-A	TMhelix(20-42)|Branch(98-327)
tr|A0A218XPV3|A0A218XPV3_PUNGR	TMhelix|GT-A	TMhelix(21-43)|Branch(117-343)
tr|A0A218XQ87|A0A218XQ87_PUNGR	TMhelix|GT-A	TMhelix(20-39)|Branch(97-326)
tr|A0A218XTF9|A0A218XTF9_PUNGR	TMhelix|GT-A	TMhelix(21-43)|Branch(18-452)
tr|A0A226MHL9|A0A226MHL9_CALSU	TMhelix|GT-A	TMhelix(9-26)|Branch(113-343)
tr|A0A226PH48|A0A226PH48_COLVI	TMhelix|GT-A	TMhelix(9-26)|Branch(113-343)
tr|A0A251RQX3|A0A251RQX3_HELAN	TMhelix|GT-A	TMhelix(26-48)|Branch(21-437)
tr|A0A251RTY3|A0A251RTY3_HELAN	TMhelix|GT-A	TMhelix(7-26)|Branch(109-336)
tr|A0A251RUE3|A0A251RUE3_HELAN	TMhelix|GT-A	TMhelix(13-35)|Branch(125-351)
tr|A0A251SSS9|A0A251SSS9_HELAN	TMhelix|GT-A	TMhelix(21-43)|Branch(10-425)
tr|A0A251T046|A0A251T046_HELAN	TMhelix|GT-A	TMhelix(21-43)|Branch(7-420)
tr|A0A251T1S4|A0A251T1S4_HELAN	TMhelix|GT-A	TMhelix(21-43)|Branch(7-425)
tr|A0A251T2E1|A0A251T2E1_HELAN	TMhelix|GT-A	TMhelix(82-104)|Branch(149-435)
tr|A0A251T3U3|A0A251T3U3_HELAN	TMhelix|GT-A	TMhelix(7-29)|Branch(53-400)
tr|A0A251TCN3|A0A251TCN3_HELAN	TMhelix|GT-A	TMhelix(21-43)|Branch(17-429)
