tr|U6PXS4|U6PXS4_HAECO	Vps35|TMhelix|GT-A|TMhelix|TMhelix	Vps35(14-750)|TMhelix(840-862)|Glucosylceramide_synthase(880-1109)|TMhelix(1135-1157)|TMhelix(1177-1199)
tr|K5WBE5|K5WBE5_AGABU	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(15-37)|Glucosylceramide_synthase(58-312)|TMhelix(353-372)|TMhelix(397-419)
tr|K7DHP1|K7DHP1_PANTR	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(51-280)|TMhelix(283-305)|TMhelix(310-329)
tr|K7H9Y3|K7H9Y3_CAEJA	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(160-182)|Glucosylceramide_synthase(198-429)|TMhelix(454-476)|TMhelix(496-518)
tr|K9PR73|K9PR73_9CYAN	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(11-30)|BcsA(4-316)|TMhelix(279-301)|TMhelix(311-333)
tr|K9RU36|K9RU36_SYNP3	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(7-29)|HpnI(13-381)|TMhelix(295-317)|TMhelix(337-359)
tr|L0DJG6|L0DJG6_SINAD	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(43-273)|TMhelix(276-298)|TMhelix(302-319)
tr|L5L3Q6|L5L3Q6_PTEAL	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(51-353)|TMhelix(356-378)|TMhelix(383-402)
tr|L8X2Q5|L8X2Q5_THACA	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(24-46)|Glyco_tranf_GTA_type(74-339)|TMhelix(341-363)|TMhelix(373-395)
tr|L9L6S0|L9L6S0_TUPCH	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(51-294)|TMhelix(297-319)|TMhelix(324-343)
tr|M2UFF5|M2UFF5_COCH5	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(18-40)|Glyco_tranf_GTA_type(65-392)|TMhelix(395-417)|TMhelix(437-459)
tr|M3X3K9|M3X3K9_FELCA	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(51-280)|TMhelix(283-305)|TMhelix(310-329)
tr|M3Y8H7|M3Y8H7_MUSPF	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(51-280)|TMhelix(283-305)|TMhelix(310-329)
tr|M5E7S7|M5E7S7_MALS4	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(4-26)|Glyco_tranf_GTA_type(60-309)|TMhelix(353-375)|TMhelix(385-407)
tr|M5EG41|M5EG41_9RHIZ	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(5-27)|Glucosylceramide_synthase(43-272)|TMhelix(278-300)|TMhelix(310-332)
tr|M5TJ48|M5TJ48_9PLAN	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(17-39)|Glyco_tranf_GTA_type(63-292)|TMhelix(296-318)|TMhelix(328-350)
tr|M7PIB7|M7PIB7_PNEMU	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(7-29)|Glucosylceramide_synthase(49-285)|TMhelix(321-343)|TMhelix(364-386)
tr|M7XPU0|M7XPU0_9RHIZ	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(4-26)|BcsA(3-277)|TMhelix(265-287)|TMhelix(302-324)
tr|M7Y3F1|M7Y3F1_9RHIZ	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|HpnI(17-389)|TMhelix(292-314)|TMhelix(318-335)
tr|M9M899|M9M899_PSEA3	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(20-42)|Glyco_tranf_GTA_type(98-403)|TMhelix(416-438)|TMhelix(453-475)
tr|N0B6W0|N0B6W0_9RHIZ	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(5-27)|Glucosylceramide_synthase(43-271)|TMhelix(275-297)|TMhelix(307-329)
tr|N1QK65|N1QK65_SPHMS	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(20-42)|Glyco_tranf_GTA_type(67-368)|TMhelix(411-433)|TMhelix(464-486)
tr|P74046|P74046_SYNY3	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(15-37)|HpnI(9-383)|TMhelix(279-301)|TMhelix(311-330)
tr|Q028Z9|Q028Z9_SOLUE	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(5-22)|HpnI(35-377)|TMhelix(273-295)|TMhelix(341-363)
tr|Q08DR4|Q08DR4_BOVIN	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(51-280)|TMhelix(283-305)|TMhelix(310-329)
tr|Q13K27|Q13K27_PARXL	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(11-33)|HpnI(6-392)|TMhelix(289-311)|TMhelix(321-343)
tr|Q13YD9|Q13YD9_PARXL	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|HpnI(6-401)|TMhelix(298-320)|TMhelix(330-352)
tr|Q1ITS2|Q1ITS2_KORVE	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|HpnI(7-382)|TMhelix(287-309)|TMhelix(313-335)
tr|Q1K769|Q1K769_NEUCR	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(5-27)|Glyco_tranf_GTA_type(53-372)|TMhelix(376-398)|TMhelix(413-432)
tr|Q28XN6|Q28XN6_DROPS	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(52-281)|TMhelix(282-304)|TMhelix(319-338)
tr|Q2GWU2|Q2GWU2_CHAGB	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-29)|Glyco_tranf_GTA_type(59-369)|TMhelix(373-395)|TMhelix(410-429)
tr|Q4JC59|Q4JC59_SULAC	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(4-23)|BcsA(1-340)|TMhelix(260-291)|TMhelix(306-328)
tr|Q5NNW4|Q5NNW4_ZYMMO	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(15-37)|HpnI(9-384)|TMhelix(284-306)|TMhelix(311-328)
tr|Q63SC5|Q63SC5_BURPS	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|HpnI(5-386)|TMhelix(284-306)|TMhelix(311-330)
tr|Q6CPS4|Q6CPS4_KLULA	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(55-77)|Glyco_tranf_GTA_type(98-413)|TMhelix(415-437)|TMhelix(447-464)
tr|Q74FB2|Q74FB2_GEOSL	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(5-24)|HpnI(18-379)|TMhelix(295-317)|TMhelix(337-359)
tr|Q8DMP7|Q8DMP7_THEEB	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(7-29)|HpnI(6-380)|TMhelix(291-313)|TMhelix(320-342)
tr|Q8ZVC3|Q8ZVC3_PYRAE	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(5-24)|BcsA(5-347)|TMhelix(258-280)|TMhelix(320-342)
tr|Q97WK7|Q97WK7_SULSO	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(4-21)|BcsA(3-352)|TMhelix(273-295)|TMhelix(310-332)
tr|S2J9I4|S2J9I4_MUCC1	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(57-288)|TMhelix(291-313)|TMhelix(318-337)
tr|S4YD29|S4YD29_SORCE	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(5-27)|Glyco_tranf_GTA_type(49-280)|TMhelix(283-305)|TMhelix(315-334)
tr|S8EE27|S8EE27_FOMPI	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(15-34)|Glucosylceramide_synthase(57-315)|TMhelix(353-375)|TMhelix(395-417)
tr|T0LH03|T0LH03_9EURY	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(4-26)|BcsA(1-350)|TMhelix(272-303)|TMhelix(323-342)
tr|T0MXM8|T0MXM8_9EURY	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-29)|BcsA(8-281)|TMhelix(290-312)|TMhelix(327-349)
tr|T0N0X7|T0N0X7_9EURY	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|BcsA(1-339)|TMhelix(279-310)|TMhelix(325-344)
tr|T0NAF3|T0NAF3_9EURY	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(7-29)|BcsA(1-356)|TMhelix(282-304)|TMhelix(324-341)
tr|T1EEA1|T1EEA1_HELRO	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(49-284)|TMhelix(285-307)|TMhelix(317-339)
tr|T1HNB3|T1HNB3_RHOPR	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(51-280)|TMhelix(279-301)|TMhelix(316-338)
tr|T1KRP3|T1KRP3_TETUR	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(50-279)|TMhelix(280-302)|TMhelix(317-336)
tr|T1PI23|T1PI23_MUSDO	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(51-280)|TMhelix(288-310)|TMhelix(315-337)
tr|U3ENT4|U3ENT4_CALJA	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(51-280)|TMhelix(283-305)|TMhelix(310-329)
tr|U3JBL5|U3JBL5_FICAL	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(51-280)|TMhelix(315-334)|TMhelix(349-369)
tr|U5H2X5|U5H2X5_USTV1	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(4-26)|Glyco_tranf_GTA_type(68-313)|TMhelix(328-350)|TMhelix(360-382)
tr|V2XFQ3|V2XFQ3_MONRO	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(57-304)|TMhelix(344-366)|TMhelix(386-405)
tr|V7FI27|V7FI27_9RHIZ	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(5-27)|Glucosylceramide_synthase(43-272)|TMhelix(276-298)|TMhelix(308-330)
tr|W4XG71|W4XG71_STRPU	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(15-37)|Glucosylceramide_synthase(56-285)|TMhelix(286-308)|TMhelix(312-334)
tr|W5JFU9|W5JFU9_ANODA	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(12-34)|Glucosylceramide_synthase(52-281)|TMhelix(289-311)|TMhelix(316-338)
tr|W5P9E0|W5P9E0_SHEEP	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(51-280)|TMhelix(283-305)|TMhelix(310-329)
tr|W6RTY3|W6RTY3_9RHIZ	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(4-26)|Glyco_tranf_GTA_type(40-269)|TMhelix(276-298)|TMhelix(303-322)
tr|W7DTT9|W7DTT9_9PROT	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(15-37)|HpnI(14-378)|TMhelix(284-303)|TMhelix(313-335)
tr|W7I386|W7I386_9PEZI	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(15-37)|Glyco_tranf_GTA_type(67-355)|TMhelix(357-379)|TMhelix(394-413)
tr|W7L7K1|W7L7K1_9CREN	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(5-22)|BcsA(39-246)|TMhelix(262-284)|TMhelix(304-326)
tr|W9WRL8|W9WRL8_9EURO	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glyco_tranf_GTA_type(51-389)|TMhelix(391-413)|TMhelix(433-455)
tr|W9XH55|W9XH55_9EURO	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glyco_tranf_GTA_type(51-396)|TMhelix(398-420)|TMhelix(440-462)
tr|W9YM90|W9YM90_9EURO	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(7-29)|Glyco_tranf_GTA_type(58-375)|TMhelix(411-433)|TMhelix(476-498)
tr|X6F1Y0|X6F1Y0_9RHIZ	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(4-26)|Glucosylceramide_synthase(43-272)|TMhelix(277-299)|TMhelix(304-326)
tr|A0A1W0X1H0|A0A1W0X1H0_HYPDU	TMhelix|GT-A|TMhelix|PRK12678	TMhelix(52-74)|Glucosylceramide_synthase(179-436)|TMhelix(463-485)|PRK12678(800-880)
tr|J4H3E2|J4H3E2_9APHY	TMhelix|GT-A|TMhelix|Localization|Atrophin-1|Sec3_C	TMhelix(15-34)|Glucosylceramide_synthase(57-309)|TMhelix(324-346)|PH_Sec3(409-536)|Atrophin-1(525-781)|Sec3_C(860-1540)
tr|A0A0K1E8X3|A0A0K1E8X3_CHOCO	TMhelix|GT-A|TMhelix|GT-A|TMhelix	TMhelix(5-27)|Glyco_tranf_GTA_type(50-290)|TMhelix(296-318)|HpnI(224-399)|TMhelix(323-345)
tr|A0A2G5T421|A0A2G5T421_9PELO	TMhelix|GT-A|TMhelix|GT-A|TMhelix	TMhelix(30-52)|Glucosylceramide_synthase(70-301)|TMhelix(328-350)|Glucosylceramide_synthase(368-599)|TMhelix(626-648)
sp|C4R4B3|CEGT_KOMPG	TMhelix|GT-A|TMhelix	TMhelix(42-63)|Glucosylceramide_synthase(82-369)|TMhelix(471-493)
tr|A0A021X810|A0A021X810_9RHIZ	TMhelix|GT-A|TMhelix	TMhelix(7-26)|Glucosylceramide_synthase(43-272)|TMhelix(296-318)
tr|A0A063BGH2|A0A063BGH2_9BURK	TMhelix|GT-A|TMhelix	TMhelix(12-34)|HpnI(27-387)|TMhelix(349-371)
tr|A0A069PUJ0|A0A069PUJ0_9BURK	TMhelix|GT-A|TMhelix	TMhelix(11-30)|HpnI(11-395)|TMhelix(284-306)
tr|A0A098TMR4|A0A098TMR4_9CYAN	TMhelix|GT-A|TMhelix	TMhelix(10-32)|HpnI(14-379)|TMhelix(282-304)
tr|A0A0A0D4R8|A0A0A0D4R8_9PROT	TMhelix|GT-A|TMhelix	TMhelix(4-26)|HpnI(7-375)|TMhelix(336-358)
tr|A0A0A6Q9I6|A0A0A6Q9I6_9BURK	TMhelix|GT-A|TMhelix	TMhelix(13-35)|HpnI(11-386)|TMhelix(304-326)
tr|A0A0D5V629|A0A0D5V629_9BURK	TMhelix|GT-A|TMhelix	TMhelix(7-29)|HpnI(15-383)|TMhelix(342-364)
tr|A0A0G9H4V4|A0A0G9H4V4_9GAMM	TMhelix|GT-A|TMhelix	TMhelix(10-32)|HpnI(8-380)|TMhelix(286-308)
tr|A0A0J1CK91|A0A0J1CK91_9BURK	TMhelix|GT-A|TMhelix	TMhelix(11-30)|HpnI(11-392)|TMhelix(288-310)
tr|A0A0L0MA07|A0A0L0MA07_9BURK	TMhelix|GT-A|TMhelix	TMhelix(10-32)|HpnI(8-401)|TMhelix(285-307)
tr|A0A0M2Q337|A0A0M2Q337_PROHO	TMhelix|GT-A|TMhelix	TMhelix(10-32)|HpnI(17-380)|TMhelix(286-308)
tr|A0A0N0KBM3|A0A0N0KBM3_9SPHN	TMhelix|GT-A|TMhelix	TMhelix(10-32)|HpnI(8-378)|TMhelix(340-362)
tr|A0A0Q5QPW2|A0A0Q5QPW2_9SPHN	TMhelix|GT-A|TMhelix	TMhelix(9-31)|HpnI(7-378)|TMhelix(298-320)
tr|A0A0V0XK29|A0A0V0XK29_TRIPS	TMhelix|GT-A|TMhelix	TMhelix(15-37)|Glucosylceramide_synthase(58-287)|TMhelix(288-310)
tr|A0A0V0ZM34|A0A0V0ZM34_9BILA	TMhelix|GT-A|TMhelix	TMhelix(43-65)|Glucosylceramide_synthase(84-313)|TMhelix(340-362)
tr|A0A0V1D0J3|A0A0V1D0J3_TRIBR	TMhelix|GT-A|TMhelix	TMhelix(40-62)|Glucosylceramide_synthase(81-310)|TMhelix(337-359)
tr|A0A0V1HJN3|A0A0V1HJN3_9BILA	TMhelix|GT-A|TMhelix	TMhelix(28-50)|Glucosylceramide_synthase(69-298)|TMhelix(299-321)
tr|A0A0V1KWS5|A0A0V1KWS5_9BILA	TMhelix|GT-A|TMhelix	TMhelix(43-65)|Glucosylceramide_synthase(84-313)|TMhelix(314-336)
tr|A0A0V1N7V4|A0A0V1N7V4_9BILA	TMhelix|GT-A|TMhelix	TMhelix(7-29)|Glucosylceramide_synthase(98-327)|TMhelix(354-376)
tr|A0A0V1NWC5|A0A0V1NWC5_9BILA	TMhelix|GT-A|TMhelix	TMhelix(42-59)|Glucosylceramide_synthase(89-318)|TMhelix(345-367)
tr|A0A102DCJ8|A0A102DCJ8_9SPHN	TMhelix|GT-A|TMhelix	TMhelix(12-34)|HpnI(12-381)|TMhelix(300-322)
tr|A0A158EPR4|A0A158EPR4_9BURK	TMhelix|GT-A|TMhelix	TMhelix(10-32)|HpnI(11-391)|TMhelix(282-304)
tr|A0A158H3A1|A0A158H3A1_9BURK	TMhelix|GT-A|TMhelix	TMhelix(10-32)|HpnI(6-390)|TMhelix(287-309)
tr|A0A158HSB9|A0A158HSB9_9BURK	TMhelix|GT-A|TMhelix	TMhelix(11-30)|HpnI(11-393)|TMhelix(277-299)
tr|A0A158IX98|A0A158IX98_9BURK	TMhelix|GT-A|TMhelix	TMhelix(10-29)|HpnI(10-388)|TMhelix(279-301)
tr|A0A158K7N8|A0A158K7N8_9BURK	TMhelix|GT-A|TMhelix	TMhelix(7-29)|HpnI(14-385)|TMhelix(304-326)
tr|A0A160FJY3|A0A160FJY3_9BURK	TMhelix|GT-A|TMhelix	TMhelix(7-29)|HpnI(15-382)|TMhelix(342-361)
tr|A0A165W611|A0A165W611_9HOMO	TMhelix|GT-A|TMhelix	TMhelix(15-37)|Glyco_tranf_GTA_type(63-316)|TMhelix(330-352)
tr|A0A175YJL8|A0A175YJL8_DAUCA	TMhelix|GT-A|TMhelix	TMhelix(20-42)|Glyco_tranf_GTA_type(77-276)|TMhelix(300-322)
tr|A0A178MSV4|A0A178MSV4_9PROT	TMhelix|GT-A|TMhelix	TMhelix(4-26)|HpnI(23-376)|TMhelix(341-363)
tr|A0A182IVY9|A0A182IVY9_9DIPT	TMhelix|GT-A|TMhelix	TMhelix(5-27)|Glucosylceramide_synthase(52-281)|TMhelix(316-338)
tr|A0A182QAP4|A0A182QAP4_9DIPT	TMhelix|GT-A|TMhelix	TMhelix(5-27)|Glucosylceramide_synthase(52-281)|TMhelix(316-338)
tr|A0A1A9NBF6|A0A1A9NBF6_9BURK	TMhelix|GT-A|TMhelix	TMhelix(7-29)|HpnI(15-383)|TMhelix(342-360)
tr|A0A1B3ZFA9|A0A1B3ZFA9_9SPHN	TMhelix|GT-A|TMhelix	TMhelix(4-26)|HpnI(24-378)|TMhelix(282-304)
tr|A0A1B7NHJ7|A0A1B7NHJ7_9HOMO	TMhelix|GT-A|TMhelix	TMhelix(15-37)|Glucosylceramide_synthase(60-309)|TMhelix(347-369)
tr|A0A1E1KY41|A0A1E1KY41_9HELO	TMhelix|GT-A|TMhelix	TMhelix(19-41)|Glyco_tranf_GTA_type(68-366)|TMhelix(409-431)
tr|A0A1E3IFB8|A0A1E3IFB8_9TREE	TMhelix|GT-A|TMhelix	TMhelix(4-26)|Glucosylceramide_synthase(52-312)|TMhelix(342-361)
tr|A0A1E3X7I3|A0A1E3X7I3_9BACT	TMhelix|GT-A|TMhelix	TMhelix(4-26)|HpnI(2-380)|TMhelix(337-359)
tr|A0A1I7NGG9|A0A1I7NGG9_9RHIZ	TMhelix|GT-A|TMhelix	TMhelix(10-32)|HpnI(33-388)|TMhelix(288-310)
tr|A0A1I7VX76|A0A1I7VX76_LOALO	TMhelix|GT-A|TMhelix	TMhelix(41-63)|Glucosylceramide_synthase(82-322)|TMhelix(339-361)
tr|A0A1I8C9P2|A0A1I8C9P2_9BILA	TMhelix|GT-A|TMhelix	TMhelix(36-58)|Glucosylceramide_synthase(74-303)|TMhelix(330-352)
tr|A0A1J1JA77|A0A1J1JA77_9DIPT	TMhelix|GT-A|TMhelix	TMhelix(5-27)|Glucosylceramide_synthase(50-279)|TMhelix(314-336)
tr|A0A1J7I527|A0A1J7I527_9PEZI	TMhelix|GT-A|TMhelix	TMhelix(15-37)|Glyco_tranf_GTA_type(63-349)|TMhelix(388-407)
tr|A0A1L9SMU5|A0A1L9SMU5_9EURO	TMhelix|GT-A|TMhelix	TMhelix(27-49)|Glyco_tranf_GTA_type(70-383)|TMhelix(427-449)
tr|A0A1N6F5K7|A0A1N6F5K7_9BURK	TMhelix|GT-A|TMhelix	TMhelix(31-53)|HpnI(40-408)|TMhelix(369-391)
tr|A0A1R3GJV7|A0A1R3GJV7_9ROSI	TMhelix|GT-A|TMhelix	TMhelix(65-87)|Glyco_tranf_GTA_type(124-334)|TMhelix(416-438)
tr|A0A1U7CU18|A0A1U7CU18_9BACT	TMhelix|GT-A|TMhelix	TMhelix(13-35)|Glucosylceramide_synthase(48-278)|TMhelix(283-305)
tr|A0A1W9HBR4|A0A1W9HBR4_9PROT	TMhelix|GT-A|TMhelix	TMhelix(2-24)|HpnI(5-370)|TMhelix(291-313)
tr|A0A1W9JLL2|A0A1W9JLL2_9PROT	TMhelix|GT-A|TMhelix	TMhelix(13-35)|HpnI(12-386)|TMhelix(304-326)
tr|A0A1W9JPD7|A0A1W9JPD7_9PROT	TMhelix|GT-A|TMhelix	TMhelix(5-27)|HpnI(3-373)|TMhelix(333-355)
tr|A0A1X7J0X7|A0A1X7J0X7_9BURK	TMhelix|GT-A|TMhelix	TMhelix(7-29)|HpnI(20-383)|TMhelix(342-360)
tr|A0A1Y1UEL3|A0A1Y1UEL3_9TREE	TMhelix|GT-A|TMhelix	TMhelix(5-27)|Glucosylceramide_synthase(47-306)|TMhelix(312-334)
tr|A0A1Y2BSA8|A0A1Y2BSA8_9FUNG	TMhelix|GT-A|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(57-278)|TMhelix(395-414)
tr|A0A1Y2EMQ0|A0A1Y2EMQ0_9BASI	TMhelix|GT-A|TMhelix	TMhelix(5-27)|Glyco_tranf_GTA_type(55-300)|TMhelix(346-368)
tr|A0A1Y2G9Q3|A0A1Y2G9Q3_9FUNG	TMhelix|GT-A|TMhelix	TMhelix(15-37)|Glucosylceramide_synthase(62-293)|TMhelix(328-350)
tr|A0A1Y9IWB2|A0A1Y9IWB2_9DIPT	TMhelix|GT-A|TMhelix	TMhelix(5-27)|Glucosylceramide_synthase(52-281)|TMhelix(316-338)
tr|A0A1Z4JAB0|A0A1Z4JAB0_LEPBY	TMhelix|GT-A|TMhelix	TMhelix(7-29)|HpnI(3-373)|TMhelix(329-351)
tr|A0A212QXD9|A0A212QXD9_RHOAC	TMhelix|GT-A|TMhelix	TMhelix(15-37)|HpnI(27-398)|TMhelix(312-334)
tr|A0A248JYY1|A0A248JYY1_9PROT	TMhelix|GT-A|TMhelix	TMhelix(15-34)|HpnI(16-406)|TMhelix(329-351)
tr|A0A250X8X7|A0A250X8X7_9CHLO	TMhelix|GT-A|TMhelix	TMhelix(5-27)|Glyco_tranf_GTA_type(79-320)|TMhelix(443-465)
tr|A0A2C5WVC2|A0A2C5WVC2_9PEZI	TMhelix|GT-A|TMhelix	TMhelix(7-29)|Glyco_tranf_GTA_type(53-369)|TMhelix(407-429)
tr|A0A2C5YAA2|A0A2C5YAA2_9HYPO	TMhelix|GT-A|TMhelix	TMhelix(7-29)|Glyco_tranf_GTA_type(51-367)|TMhelix(410-432)
tr|A0A2C9GQZ1|A0A2C9GQZ1_ANOAR	TMhelix|GT-A|TMhelix	TMhelix(5-27)|Glucosylceramide_synthase(52-281)|TMhelix(316-338)
tr|A0A2G5T439|A0A2G5T439_9PELO	TMhelix|GT-A|TMhelix	TMhelix(54-76)|Glucosylceramide_synthase(95-326)|TMhelix(353-375)
tr|A0A2G5T483|A0A2G5T483_9PELO	TMhelix|GT-A|TMhelix	TMhelix(54-76)|Glucosylceramide_synthase(95-326)|TMhelix(353-375)
tr|A0A2G5V4Z5|A0A2G5V4Z5_9PELO	TMhelix|GT-A|TMhelix	TMhelix(82-104)|Glucosylceramide_synthase(123-354)|TMhelix(383-402)
tr|A0A2H3HE56|A0A2H3HE56_FUSOX	TMhelix|GT-A|TMhelix	TMhelix(7-29)|Glyco_tranf_GTA_type(49-358)|TMhelix(400-419)
tr|A0A2H3T9J1|A0A2H3T9J1_FUSOX	TMhelix|GT-A|TMhelix	TMhelix(7-29)|Glyco_tranf_GTA_type(49-359)|TMhelix(401-420)
tr|A0A2H5S2W3|A0A2H5S2W3_RHIID	TMhelix|GT-A|TMhelix	TMhelix(15-37)|Glucosylceramide_synthase(61-292)|TMhelix(319-341)
tr|A0A2N7QN73|A0A2N7QN73_9GAMM	TMhelix|GT-A|TMhelix	TMhelix(15-34)|HpnI(9-381)|TMhelix(288-310)
tr|A0A2N7WIV5|A0A2N7WIV5_9BURK	TMhelix|GT-A|TMhelix	TMhelix(10-32)|HpnI(20-383)|TMhelix(340-362)
tr|A0A2N7WRS0|A0A2N7WRS0_9BURK	TMhelix|GT-A|TMhelix	TMhelix(30-52)|HpnI(45-406)|TMhelix(368-390)
tr|A0A2R6NU36|A0A2R6NU36_9APHY	TMhelix|GT-A|TMhelix	TMhelix(15-37)|Glucosylceramide_synthase(62-312)|TMhelix(325-347)
tr|A0A2S4LT54|A0A2S4LT54_9BURK	TMhelix|GT-A|TMhelix	TMhelix(45-67)|HpnI(43-418)|TMhelix(344-366)
tr|A0A2S6N7X9|A0A2S6N7X9_9RHIZ	TMhelix|GT-A|TMhelix	TMhelix(44-66)|HpnI(45-426)|TMhelix(342-364)
tr|A0A2U1ZS76|A0A2U1ZS76_9MICO	TMhelix|GT-A|TMhelix	TMhelix(5-27)|Glyco_transf_21(100-267)|TMhelix(335-357)
tr|A0A2Y9D2X6|A0A2Y9D2X6_ANOME	TMhelix|GT-A|TMhelix	TMhelix(5-27)|Glucosylceramide_synthase(52-281)|TMhelix(316-338)
tr|A0NGK2|A0NGK2_ANOGA	TMhelix|GT-A|TMhelix	TMhelix(5-27)|Glucosylceramide_synthase(52-281)|TMhelix(316-338)
tr|A8WU34|A8WU34_CAEBR	TMhelix|GT-A|TMhelix	TMhelix(82-104)|Glucosylceramide_synthase(123-354)|TMhelix(383-402)
tr|A8X7L9|A8X7L9_CAEBR	TMhelix|GT-A|TMhelix	TMhelix(55-77)|Glucosylceramide_synthase(96-327)|TMhelix(354-376)
tr|B1WR44|B1WR44_CYAA5	TMhelix|GT-A|TMhelix	TMhelix(12-34)|HpnI(12-381)|TMhelix(302-324)
tr|B5WPR8|B5WPR8_9BURK	TMhelix|GT-A|TMhelix	TMhelix(7-29)|HpnI(15-383)|TMhelix(342-360)
tr|B8HQI2|B8HQI2_CYAP4	TMhelix|GT-A|TMhelix	TMhelix(4-26)|HpnI(3-377)|TMhelix(278-300)
tr|C3KKG7|C3KKG7_SINFN	TMhelix|GT-A|TMhelix	TMhelix(2-24)|Glucosylceramide_synthase(40-269)|TMhelix(294-316)
tr|C6HUN4|C6HUN4_9BACT	TMhelix|GT-A|TMhelix	TMhelix(10-32)|HpnI(46-389)|TMhelix(352-374)
tr|E1T8N0|E1T8N0_BURSG	TMhelix|GT-A|TMhelix	TMhelix(15-37)|HpnI(57-431)|TMhelix(347-369)
tr|E3RZK6|E3RZK6_PYRTT	TMhelix|GT-A|TMhelix	TMhelix(4-26)|Glyco_tranf_GTA_type(51-378)|TMhelix(381-403)
tr|E8X299|E8X299_GRATM	TMhelix|GT-A|TMhelix	TMhelix(7-29)|HpnI(11-390)|TMhelix(309-331)
