tr|A0A2P6TT09|A0A2P6TT09_CHLSO	WD40|WD40|GH43_62_32_68_117_130|GH43_62_32_68_117_130|TMhelix|TMhelix|GT-A	WD40(14-197)|WD40(8-418)|GH43_62_32_68_117_130(771-941)|GH43_62_32_68_117_130(1156-1349)|TMhelix(1435-1452)|TMhelix(1542-1564)|Glyco_transf_64(1581-1822)
tr|A0A0V0UV85|A0A0V0UV85_9BILA	TMhelix|Exotosin	TMhelix(13-35)|Exostosin(150-360)
tr|A0A0V1LLU6|A0A0V1LLU6_9BILA	TMhelix|Exotosin	TMhelix(13-35)|Exostosin(150-360)
tr|A0A0V1PMH3|A0A0V1PMH3_9BILA	TMhelix|Exotosin	TMhelix(13-35)|Exostosin(150-360)
tr|A8XSF0|A8XSF0_CAEBR	TMhelix|EnvC|Exotosin|GT-A	TMhelix(45-67)|EnvC(106-166)|Exostosin(368-434)|Glyco_transf_64(599-858)
tr|A0A182R8V7|A0A182R8V7_ANOFN	TMhelix|DUF724|Exotosin|GT-A	TMhelix(29-51)|DUF724(75-150)|Exostosin(201-544)|Glyco_transf_64(705-943)
tr|B4JVM9|B4JVM9_DROGR	TMhelix|DUF724|Exotosin|GT-A	TMhelix(53-72)|DUF724(111-176)|Exostosin(227-563)|Glyco_transf_64(726-964)
tr|Q17P41|Q17P41_AEDAE	TMhelix|DUF724|Exotosin|GT-A	TMhelix(26-48)|DUF724(21-156)|Exostosin(198-528)|Glyco_transf_64(689-927)
tr|A0A1I7SX21|A0A1I7SX21_BURXY	TMhelix|DUF4200|Exotosin|GT-A	TMhelix(13-35)|DUF4200(46-123)|Exostosin(190-427)|Glyco_transf_64(586-823)
tr|A0A182GUR4|A0A182GUR4_AEDAL	TMhelix|DUF3552|Exotosin|GT-A	TMhelix(27-49)|DUF3552(60-157)|Exostosin(199-529)|Glyco_transf_64(690-928)
tr|A0A1W4WTE2|A0A1W4WTE2_AGRPL	TMhelix|DUF3552|Exotosin|GT-A	TMhelix(21-43)|DUF3552(24-148)|Exostosin(192-513)|Glyco_transf_64(674-875)
tr|A0A1J1HQB4|A0A1J1HQB4_9DIPT	TMhelix|CwlO1|Exotosin|GT-A	TMhelix(20-39)|CwlO1(68-149)|Exostosin(192-520)|Glyco_transf_64(682-918)
tr|F7APA8|F7APA8_CIOIN	TMhelix|COG1579|Exotosin|GT-A	TMhelix(29-46)|COG1579(66-155)|Exostosin(189-497)|Glyco_transf_64(659-896)
tr|A0A132A8P1|A0A132A8P1_SARSC	TMhelix|APG6|Exotosin|GT-A	TMhelix(21-43)|APG6(71-144)|Exostosin(204-472)|Glyco_transf_64(658-895)
tr|F0YQ46|F0YQ46_AURAN	Thioredoxin_like|Thioredoxin_like|ERp29|GT-A	Thioredoxin_like(22-100)|Thioredoxin_like(123-226)|ERp29(271-332)|Glyco_transf_64(384-657)
tr|A0A1I8D634|A0A1I8D634_9BILA	STYKc|GT-A	STYKc(1-88)|Glyco_transf_64(354-595)
tr|A0A182EEJ2|A0A182EEJ2_ONCOC	Spc7|Exotosin|GT-A	Spc7(4-66)|Exostosin(117-362)|Glyco_transf_64(523-757)
tr|A0A1X7UY07|A0A1X7UY07_AMPQE	Spc7|Exotosin|GT-A	Spc7(48-130)|Exostosin(263-428)|Glyco_transf_64(573-810)
tr|A0A212EQT1|A0A212EQT1_DANPL	SMC_prok_A|Exotosin|GT-A	SMC_prok_A(47-120)|Exostosin(167-477)|Glyco_transf_64(639-877)
tr|H9JE29|H9JE29_BOMMO	SMC_prok_A|Exotosin|GT-A	SMC_prok_A(8-124)|Exostosin(145-458)|Glyco_transf_64(620-822)
tr|Q28WJ7|Q28WJ7_DROPS	SMC_prok_A|Exotosin|GT-A	SMC_prok_A(100-187)|Exostosin(218-547)|Glyco_transf_64(710-948)
tr|T1G529|T1G529_HELRO	SMC_prok_A|Exotosin|GT-A	SMC_prok_A(19-122)|Exostosin(182-460)|Glyco_transf_64(620-857)
tr|T1J3I4|T1J3I4_STRMM	SMC_prok_A|Exotosin|GT-A	SMC_prok_A(23-120)|Exostosin(149-461)|Glyco_transf_64(623-860)
tr|A0A1D2MFI1|A0A1D2MFI1_ORCCI	Smc|Exotosin|GT-A	Smc(59-140)|Exostosin(184-508)|Glyco_transf_64(670-907)
tr|A0A1D5Y7U5|A0A1D5Y7U5_WHEAT	Sialidase|TMhelix|TMhelix|GT-A	Sialidase(82-171)|TMhelix(369-391)|TMhelix(450-472)|Glyco_transf_64(489-717)
tr|G4VBK0|G4VBK0_SCHMA	SacC|N6-adenineMlase|Exotosin|GT-A	SacC(78-112)|N6-adenineMlase(149-258)|Exostosin(431-697)|Glyco_transf_64(777-940)
tr|A0A1R3GP69|A0A1R3GP69_COCAP	Protein_Kinase|TMhelix|TMhelix|GT-A|PLN00103	ADCK1-like(127-378)|TMhelix(490-512)|TMhelix(533-555)|Glyco_transf_64(581-848)|PLN00103(1010-1419)
tr|B4N5Y4|B4N5Y4_DROWI	PRK11091|Exotosin|GT-A	PRK11091(63-148)|Exostosin(187-518)|Glyco_transf_64(681-919)
tr|D7KX73|D7KX73_ARALL	PRK10153|GT-A	PRK10153(6-80)|Glyco_transf_64(101-363)
tr|A0A2I3SQC4|A0A2I3SQC4_PANTR	PLN02450|TMhelix|Exotosin|GT-A	PLN02450(53-150)|TMhelix(197-219)|Exostosin(273-553)|Glyco_transf_64(629-870)
tr|A0A2R9C8L9|A0A2R9C8L9_PANPA	PLN02450|TMhelix|Exotosin|GT-A	PLN02450(53-150)|TMhelix(197-219)|Exostosin(273-553)|Glyco_transf_64(629-870)
tr|E4WYR4|E4WYR4_OIKDI	PKK|Exotosin|GT-A	PKK(29-100)|Exostosin(178-393)|Glyco_transf_64(557-794)
tr|E2AEX0|E2AEX0_CAMFO	Peptidases_S8_Tripeptidyl_Aminopeptidase_II|TPPII|TPPII_N|SMC_prok_A|Exotosin|GT-A	Peptidases_S8_Tripeptidyl_Aminopeptidase_II(13-489)|TPPII(785-967)|TPPII_N(1010-1084)|SMC_prok_A(1385-1479)|Exostosin(1499-1817)|Glyco_transf_64(1915-2153)
tr|W7T0B1|W7T0B1_9STRA	MT|MT|GT-A	Methyltransf_12(77-178)|Methyltransf_24(304-409)|Glyco_transf_64(463-672)
tr|A0A0E0LFE4|A0A0E0LFE4_ORYPU	MT|GT-A	RlmE(5-233)|Glyco_transf_64(394-596)
tr|A0A088ARI6|A0A088ARI6_APIME	MscS_porin|Exotosin|GT-A	MscS_porin(82-155)|Exostosin(199-528)|Glyco_transf_64(690-928)
tr|M7YPL8|M7YPL8_TRIUA	Mrs2_Mfm1p-like|GH43_62_32_68_117_130|TMhelix|TMhelix|GT-A	Mrs2_Mfm1p-like(5-279)|GH43_62_32_68_117_130(357-524)|TMhelix(537-559)|TMhelix(618-640)|Glyco_transf_64(657-885)
tr|A0A151WZA1|A0A151WZA1_9HYME	Mnd1|Exotosin|GT-A	Mnd1(347-424)|Exostosin(463-792)|Glyco_transf_64(954-1192)
tr|A0A195CVJ8|A0A195CVJ8_9HYME	Mnd1|Exotosin|GT-A	Mnd1(386-463)|Exostosin(502-831)|Glyco_transf_64(993-1231)
tr|A0A195DF87|A0A195DF87_9HYME	Mnd1|Exotosin|GT-A	Mnd1(123-200)|Exostosin(239-568)|Glyco_transf_64(730-968)
tr|A0A261BWC2|A0A261BWC2_9PELO	HemX|Exotosin|GT-A	HemX(41-113)|Exostosin(204-381)|Glyco_transf_64(546-780)
tr|E3LZH2|E3LZH2_CAERE	HemX|Exotosin|GT-A	HemX(41-113)|Exostosin(203-381)|Glyco_transf_64(546-743)
tr|A0A1X7TI08|A0A1X7TI08_AMPQE	GT-A|RFA1|Calx-beta|caca|caca|Calx-beta|caca|caca	Glyco_transf_64(83-298)|RFA1(545-764)|Calx-beta(720-770)|caca(831-944)|caca(1249-1410)|Calx-beta(1383-1473)|caca(1494-1636)|caca(1604-1688)
tr|A0A1F3C1T5|A0A1F3C1T5_9DELT	GT-A|PRK10246	Glyco_transf_64(239-447)|PRK10246(430-478)
tr|A0A2P6VM67|A0A2P6VM67_9CHLO	GT-A|PLN02344	Glyco_transf_64(569-831)|PLN02344(1162-1425)
tr|G7E0R7|G7E0R7_MIXOS	GT-A|GT-A|GT-A|GT-A	Glyco_tranf_GTA_type(69-344)|Glyco_transf_64(383-608)|Glyco_tranf_GTA_type(751-1011)|Glyco_transf_64(1064-1240)
tr|A0A176VLT8|A0A176VLT8_MARPO	GT-A|GT-A|GT-A	Glyco_transf_64(152-400)|Glyco_tranf_GTA_type(444-637)|Glyco_tranf_GTA_type(735-930)
tr|A0A2R6XAZ0|A0A2R6XAZ0_MARPO	GT-A|GT-A|GT-A	Glyco_transf_64(152-400)|Glyco_tranf_GTA_type(444-637)|Glyco_tranf_GTA_type(735-930)
tr|A0A0L0FEI6|A0A0L0FEI6_9EUKA	GT-A|GT-A	RfaJ(50-188)|Glyco_transf_64(293-477)
tr|A0A162TNU0|A0A162TNU0_MUCCL	GT-A|GT-A	Glyco_tranf_GTA_type(56-267)|Glyco_transf_64(314-555)
tr|A0A168KTX9|A0A168KTX9_MUCCL	GT-A|GT-A	Glyco_tranf_GTA_type(73-304)|Glyco_transf_64(355-592)
tr|A0A1C7N6N7|A0A1C7N6N7_9FUNG	GT-A|GT-A	Glyco_tranf_GTA_type(10-200)|Glyco_transf_64(248-486)
tr|A0A1C7NQJ7|A0A1C7NQJ7_9FUNG	GT-A|GT-A	Glyco_tranf_GTA_type(27-259)|Glyco_transf_64(322-518)
tr|A0A1E3Q6H9|A0A1E3Q6H9_LIPST	GT-A|GT-A	Glyco_tranf_GTA_type(67-309)|Glyco_transf_64(382-598)
tr|A0A1J5WK32|A0A1J5WK32_9MICR	GT-A|GT-A	Glyco_tranf_GTA_type(65-301)|Glyco_transf_64(336-569)
tr|A0A1Y2ED03|A0A1Y2ED03_9BASI	GT-A|GT-A	Glyco_tranf_GTA_type(80-360)|Glyco_transf_64(409-648)
tr|G7E0R8|G7E0R8_MIXOS	GT-A|GT-A	Glyco_tranf_GTA_type(56-315)|Glyco_transf_64(368-593)
tr|S2IXE3|S2IXE3_MUCC1	GT-A|GT-A	Glyco_tranf_GTA_type(56-267)|Glyco_transf_64(314-555)
tr|S2JY00|S2JY00_MUCC1	GT-A|GT-A	Glyco_tranf_GTA_type(16-231)|Glyco_transf_64(282-513)
sp|Q9C975|GT643_ARATH	GT-A	Glyco_transf_64(48-307)
sp|Q9ES89|EXTL2_MOUSE	GT-A	Glyco_transf_64(67-317)
tr|A0A016T5N2|A0A016T5N2_9BILA	GT-A	Glyco_transf_64(25-253)
tr|A0A061FKK8|A0A061FKK8_THECC	GT-A	Glyco_transf_64(73-323)
tr|A0A061GJ33|A0A061GJ33_THECC	GT-A	Glyco_transf_64(53-318)
tr|A0A067FSA3|A0A067FSA3_CITSI	GT-A	Glyco_transf_64(73-323)
tr|A0A067LH68|A0A067LH68_JATCU	GT-A	Glyco_transf_64(50-319)
tr|A0A067LJJ0|A0A067LJJ0_JATCU	GT-A	Glyco_transf_64(70-321)
tr|A0A072UET9|A0A072UET9_MEDTR	GT-A	Glyco_transf_64(103-354)
tr|A0A087VYK9|A0A087VYK9_ECHMU	GT-A	Glyco_transf_64(398-631)
tr|A0A096P813|A0A096P813_OSTTA	GT-A	Glyco_transf_64(6-260)
tr|A0A0D2XL77|A0A0D2XL77_FUSO4	GT-A	Glyco_transf_64(19-202)
tr|A0A0D2YBZ8|A0A0D2YBZ8_FUSO4	GT-A	Glyco_transf_64(110-352)
tr|A0A0D3GKK1|A0A0D3GKK1_9ORYZ	GT-A	Glyco_transf_64(91-327)
tr|A0A0D3H291|A0A0D3H291_9ORYZ	GT-A	Glyco_transf_64(49-309)
tr|A0A0D3JN31|A0A0D3JN31_EMIHU	GT-A	Glyco_transf_64(2-251)
tr|A0A0E0AE31|A0A0E0AE31_9ORYZ	GT-A	Glyco_transf_64(88-329)
tr|A0A0E0AXS8|A0A0E0AXS8_9ORYZ	GT-A	Glyco_transf_64(49-309)
tr|A0A0E0E630|A0A0E0E630_9ORYZ	GT-A	Glyco_transf_64(85-331)
tr|A0A0E0HV32|A0A0E0HV32_ORYNI	GT-A	Glyco_transf_64(84-343)
tr|A0A0E0IEP9|A0A0E0IEP9_ORYNI	GT-A	Glyco_transf_64(51-311)
tr|A0A0E0LWZ6|A0A0E0LWZ6_ORYPU	GT-A	Glyco_transf_64(46-303)
tr|A0A0E0Q2C6|A0A0E0Q2C6_ORYRU	GT-A	Glyco_transf_64(85-331)
tr|A0A0E0QLC3|A0A0E0QLC3_ORYRU	GT-A	Glyco_transf_64(49-309)
tr|A0A0G0U1G9|A0A0G0U1G9_9BACT	GT-A	Glyco_transf_64(7-211)
tr|A0A0K3C8W7|A0A0K3C8W7_RHOTO	GT-A	Glyco_transf_64(56-280)
tr|A0A0K3CU26|A0A0K3CU26_RHOTO	GT-A	Glyco_transf_64(38-229)
tr|A0A0L0FTW2|A0A0L0FTW2_9EUKA	GT-A	Glyco_transf_64(3-162)
tr|A0A0L0FU82|A0A0L0FU82_9EUKA	GT-A	Glyco_transf_64(53-309)
tr|A0A0M5J2R4|A0A0M5J2R4_DROBS	GT-A	Glyco_transf_64(52-312)
tr|A0A0Q9WR88|A0A0Q9WR88_DROWI	GT-A	Glyco_transf_64(16-285)
tr|A0A0R0GDK3|A0A0R0GDK3_SOYBN	GT-A	Glyco_transf_64(46-296)
tr|A0A109FKB9|A0A109FKB9_9BASI	GT-A	Glyco_transf_64(3-236)
tr|A0A118JWG5|A0A118JWG5_CYNCS	GT-A	Glyco_transf_64(49-319)
tr|A0A118K610|A0A118K610_CYNCS	GT-A	Glyco_transf_64(70-304)
tr|A0A120E8E7|A0A120E8E7_9BASI	GT-A	Glyco_transf_64(22-255)
tr|A0A120E8W1|A0A120E8W1_9BASI	GT-A	Glyco_transf_64(4-262)
tr|A0A124SG03|A0A124SG03_CYNCS	GT-A	Glyco_transf_64(70-321)
tr|A0A150H2C6|A0A150H2C6_GONPE	GT-A	Glyco_transf_64(63-308)
tr|A0A151S1I4|A0A151S1I4_CAJCA	GT-A	Glyco_transf_64(69-320)
tr|A0A151S1M2|A0A151S1M2_CAJCA	GT-A	Glyco_transf_64(21-228)
tr|A0A162TMP1|A0A162TMP1_PHYB8	GT-A	Glyco_transf_64(319-562)
tr|A0A164W6I8|A0A164W6I8_9CRUS	GT-A	Glyco_transf_64(102-310)
tr|A0A166BY37|A0A166BY37_DAUCA	GT-A	Glyco_transf_64(71-322)
tr|A0A166J964|A0A166J964_DAUCA	GT-A	Glyco_transf_64(44-301)
tr|A0A175YN48|A0A175YN48_DAUCA	GT-A	Glyco_transf_64(28-218)
tr|A0A176WTH7|A0A176WTH7_MARPO	GT-A	Glyco_transf_64(94-344)
tr|A0A177AXC9|A0A177AXC9_9METZ	GT-A	Glyco_transf_64(474-659)
tr|A0A179H7D9|A0A179H7D9_9HYPO	GT-A	Glyco_transf_64(84-328)
tr|A0A182SQF3|A0A182SQF3_9DIPT	GT-A	Glyco_transf_64(55-254)
tr|A0A199UQV4|A0A199UQV4_ANACO	GT-A	Glyco_transf_64(73-336)
tr|A0A199US09|A0A199US09_ANACO	GT-A	Glyco_transf_64(56-331)
tr|A0A1A9VDJ2|A0A1A9VDJ2_GLOAU	GT-A	Glyco_transf_64(66-360)
tr|A0A1A9WHX9|A0A1A9WHX9_9MUSC	GT-A	Glyco_transf_64(62-359)
tr|A0A1A9YCU6|A0A1A9YCU6_GLOFF	GT-A	Glyco_transf_64(9-295)
tr|A0A1A9ZXD6|A0A1A9ZXD6_GLOPL	GT-A	Glyco_transf_64(16-301)
tr|A0A1B0BR34|A0A1B0BR34_9MUSC	GT-A	Glyco_transf_64(122-407)
tr|A0A1B0EXI9|A0A1B0EXI9_PHLPP	GT-A	Glyco_transf_64(52-263)
tr|A0A1B0G7F6|A0A1B0G7F6_GLOMM	GT-A	Glyco_transf_64(53-331)
tr|A0A1D6BVP2|A0A1D6BVP2_WHEAT	GT-A	Glyco_transf_64(52-310)
tr|A0A1D6GVM9|A0A1D6GVM9_MAIZE	GT-A	Glyco_transf_64(84-329)
tr|A0A1E7ETS6|A0A1E7ETS6_9STRA	GT-A	Glyco_transf_64(48-230)
tr|A0A1E7F4H1|A0A1E7F4H1_9STRA	GT-A	Glyco_transf_64(90-312)
tr|A0A1E7F9A4|A0A1E7F9A4_9STRA	GT-A	Glyco_transf_64(126-407)
tr|A0A1E7FRS8|A0A1E7FRS8_9STRA	GT-A	Glyco_transf_64(1-238)
tr|A0A1I7SL72|A0A1I7SL72_BURXY	GT-A	Glyco_transf_64(118-355)
tr|A0A1I7TM77|A0A1I7TM77_9PELO	GT-A	Glyco_transf_64(67-301)
tr|A0A1I8NF83|A0A1I8NF83_MUSDO	GT-A	Glyco_transf_64(16-346)
tr|A0A1I8Q5P1|A0A1I8Q5P1_STOCA	GT-A	Glyco_transf_64(55-392)
tr|A0A1J4JJR2|A0A1J4JJR2_9EUKA	GT-A	Glyco_transf_64(66-291)
tr|A0A1J4KUH4|A0A1J4KUH4_9EUKA	GT-A	Glyco_transf_64(45-277)
tr|A0A1Q3AM02|A0A1Q3AM02_CEPFO	GT-A	Glyco_transf_64(70-321)
tr|A0A1Q3B6K1|A0A1Q3B6K1_CEPFO	GT-A	Glyco_transf_64(44-307)
tr|A0A1R3I0Z4|A0A1R3I0Z4_9ROSI	GT-A	Glyco_transf_64(71-277)
tr|A0A1S2XL38|A0A1S2XL38_CICAR	GT-A	Glyco_transf_64(70-321)
tr|A0A1S2Y300|A0A1S2Y300_CICAR	GT-A	Glyco_transf_64(46-300)
tr|A0A1S3CIU1|A0A1S3CIU1_CUCME	GT-A	Glyco_transf_64(67-317)
tr|A0A1S3CR30|A0A1S3CR30_CUCME	GT-A	Glyco_transf_64(64-325)
tr|A0A1S3DTV5|A0A1S3DTV5_DIACI	GT-A	Glyco_transf_64(4-164)
tr|A0A1S3GFW0|A0A1S3GFW0_DIPOR	GT-A	Glyco_transf_64(72-322)
tr|A0A1S3QIX5|A0A1S3QIX5_SALSA	GT-A	Glyco_transf_64(7-220)
tr|A0A1S3S003|A0A1S3S003_SALSA	GT-A	Glyco_transf_64(1-180)
tr|A0A1S3UGQ9|A0A1S3UGQ9_VIGRR	GT-A	Glyco_transf_64(71-322)
tr|A0A1S3UQL5|A0A1S3UQL5_VIGRR	GT-A	Glyco_transf_64(74-330)
tr|A0A1U7T9B2|A0A1U7T9B2_TARSY	GT-A	Glyco_transf_64(21-262)
tr|A0A1U8A5H3|A0A1U8A5H3_NELNU	GT-A	Glyco_transf_64(69-324)
tr|A0A1U8ACX7|A0A1U8ACX7_NELNU	GT-A	Glyco_transf_64(47-304)
tr|A0A1U8C313|A0A1U8C313_MESAU	GT-A	Glyco_transf_64(53-303)
tr|A0A1U8L258|A0A1U8L258_GOSHI	GT-A	Glyco_transf_64(83-346)
tr|A0A1U8NCL5|A0A1U8NCL5_GOSHI	GT-A	Glyco_transf_64(55-318)
tr|A0A1U8P5J8|A0A1U8P5J8_GOSHI	GT-A	Glyco_transf_64(70-320)
tr|A0A1U8PPK3|A0A1U8PPK3_GOSHI	GT-A	Glyco_transf_64(70-338)
tr|A0A1V4JYF8|A0A1V4JYF8_PATFA	GT-A	Glyco_transf_64(2-208)
tr|A0A1X7RHR9|A0A1X7RHR9_ZYMTR	GT-A	Glyco_transf_64(73-311)
tr|A0A1X7U442|A0A1X7U442_AMPQE	GT-A	Glyco_transf_64(2-188)
tr|A0A1X7UFW7|A0A1X7UFW7_AMPQE	GT-A	Glyco_transf_64(75-332)
tr|A0A1X7UGQ9|A0A1X7UGQ9_AMPQE	GT-A	Glyco_transf_64(137-394)
tr|A0A1Y1I4C2|A0A1Y1I4C2_KLENI	GT-A	Glyco_transf_64(68-317)
tr|A0A1Y2CQL7|A0A1Y2CQL7_9FUNG	GT-A	Glyco_transf_64(378-612)
tr|A0A1Y2CQM2|A0A1Y2CQM2_9FUNG	GT-A	Glyco_transf_64(42-294)
tr|A0A1Y2FCC3|A0A1Y2FCC3_9BASI	GT-A	Glyco_transf_64(72-287)
tr|A0A1Y2FCW4|A0A1Y2FCW4_9BASI	GT-A	Glyco_transf_64(684-927)
tr|A0A1Y2G3I0|A0A1Y2G3I0_9BASI	GT-A	Glyco_transf_64(46-254)
tr|A0A1Z5J6B1|A0A1Z5J6B1_FISSO	GT-A	Glyco_transf_64(124-355)
tr|A0A1Z5JSU2|A0A1Z5JSU2_FISSO	GT-A	Glyco_transf_64(10-185)
tr|A0A1Z5K575|A0A1Z5K575_FISSO	GT-A	Glyco_transf_64(95-371)
tr|A0A1Z5KGH0|A0A1Z5KGH0_FISSO	GT-A	Glyco_transf_64(10-185)
tr|A0A200R4I4|A0A200R4I4_9MAGN	GT-A	Glyco_transf_64(88-339)
tr|A0A200R963|A0A200R963_9MAGN	GT-A	Glyco_transf_64(47-334)
tr|A0A218WX05|A0A218WX05_PUNGR	GT-A	Glyco_transf_64(43-303)
tr|A0A226N1R1|A0A226N1R1_CALSU	GT-A	Glyco_transf_64(1-173)
tr|A0A226NF65|A0A226NF65_CALSU	GT-A	Glyco_transf_64(2-212)
tr|A0A226PPA2|A0A226PPA2_COLVI	GT-A	Glyco_transf_64(2-212)
tr|A0A226PRA5|A0A226PRA5_COLVI	GT-A	Glyco_transf_64(2-176)
tr|A0A238F9Q3|A0A238F9Q3_9BASI	GT-A	Glyco_transf_64(56-345)
tr|A0A250WV21|A0A250WV21_9CHLO	GT-A	Glyco_transf_64(37-152)
tr|A0A251T6Q6|A0A251T6Q6_HELAN	GT-A	Glyco_transf_64(48-311)
tr|A0A251UD58|A0A251UD58_HELAN	GT-A	Glyco_transf_64(70-321)
tr|A0A2A2M082|A0A2A2M082_9BILA	GT-A	Glyco_transf_64(407-641)
tr|A0A2C6AD48|A0A2C6AD48_9HYPO	GT-A	Glyco_transf_64(84-322)
tr|A0A2C9KRR2|A0A2C9KRR2_BIOGL	GT-A	Glyco_transf_64(30-215)
tr|A0A2G5HE73|A0A2G5HE73_CERBT	GT-A	Glyco_transf_64(68-304)
tr|A0A2G8KBE2|A0A2G8KBE2_STIJA	GT-A	Glyco_transf_64(2-212)
tr|A0A2G8L696|A0A2G8L696_STIJA	GT-A	Glyco_transf_64(116-354)
tr|A0A2G8LCY4|A0A2G8LCY4_STIJA	GT-A	Glyco_transf_64(94-269)
tr|A0A2G9GBA6|A0A2G9GBA6_9LAMI	GT-A	Glyco_transf_64(2-230)
tr|A0A2H2ZJQ4|A0A2H2ZJQ4_9HYPO	GT-A	Glyco_transf_64(91-335)
tr|A0A2H3A489|A0A2H3A489_9HYPO	GT-A	Glyco_transf_64(106-346)
tr|A0A2H3TFN2|A0A2H3TFN2_FUSOX	GT-A	Glyco_transf_64(92-286)
tr|A0A2H3XL16|A0A2H3XL16_PHODC	GT-A	Glyco_transf_64(76-327)
tr|A0A2H3YP79|A0A2H3YP79_PHODC	GT-A	Glyco_transf_64(48-326)
tr|A0A2H3YX67|A0A2H3YX67_PHODC	GT-A	Glyco_transf_64(114-364)
tr|A0A2H5NJZ6|A0A2H5NJZ6_CITUN	GT-A	Glyco_transf_64(73-323)
tr|A0A2H5NWN0|A0A2H5NWN0_CITUN	GT-A	Glyco_transf_64(51-317)
tr|A0A2I0AM32|A0A2I0AM32_9ASPA	GT-A	Glyco_transf_64(46-301)
tr|A0A2I0BAS3|A0A2I0BAS3_9ASPA	GT-A	Glyco_transf_64(88-338)
tr|A0A2I4D4Z0|A0A2I4D4Z0_9TELE	GT-A	Glyco_transf_64(71-331)
tr|A0A2I4DJB2|A0A2I4DJB2_9ROSI	GT-A	Glyco_transf_64(69-320)
tr|A0A2I4EQT1|A0A2I4EQT1_9ROSI	GT-A	Glyco_transf_64(69-320)
tr|A0A2I4GG95|A0A2I4GG95_9ROSI	GT-A	Glyco_transf_64(95-346)
tr|A0A2I4GMF3|A0A2I4GMF3_9ROSI	GT-A	Glyco_transf_64(56-322)
tr|A0A2J6M2C8|A0A2J6M2C8_LACSA	GT-A	Glyco_transf_64(70-321)
tr|A0A2K1YWQ2|A0A2K1YWQ2_POPTR	GT-A	Glyco_transf_64(70-321)
tr|A0A2K2A9F7|A0A2K2A9F7_POPTR	GT-A	Glyco_transf_64(42-310)
tr|A0A2K3MTA7|A0A2K3MTA7_TRIPR	GT-A	Glyco_transf_64(48-205)
tr|A0A2K3PRV3|A0A2K3PRV3_TRIPR	GT-A	Glyco_transf_64(98-349)
tr|A0A2N6P0Q8|A0A2N6P0Q8_BEABA	GT-A	Glyco_transf_64(74-246)
tr|A0A2P4ID74|A0A2P4ID74_QUESU	GT-A	Glyco_transf_64(69-320)
tr|A0A2P4ILD2|A0A2P4ILD2_QUESU	GT-A	Glyco_transf_64(46-314)
tr|A0A2P4ILF4|A0A2P4ILF4_QUESU	GT-A	Glyco_transf_64(46-314)
tr|A0A2P5D6X9|A0A2P5D6X9_PARAD	GT-A	Glyco_transf_64(69-320)
tr|A0A2P5DT44|A0A2P5DT44_PARAD	GT-A	Glyco_transf_64(47-318)
tr|A0A2P5FHX5|A0A2P5FHX5_9ROSA	GT-A	Glyco_transf_64(69-320)
tr|A0A2P5G1H8|A0A2P5G1H8_9ROSA	GT-A	Glyco_transf_64(51-324)
tr|A0A2P6PZU2|A0A2P6PZU2_ROSCH	GT-A	Glyco_transf_64(51-320)
tr|A0A2R6QPC1|A0A2R6QPC1_ACTCH	GT-A	Glyco_transf_64(51-309)
tr|A0A2R6XPG1|A0A2R6XPG1_MARPO	GT-A	Glyco_transf_64(95-345)
tr|A2G5Z8|A2G5Z8_TRIVA	GT-A	Glyco_transf_64(2-216)
tr|A2YGS7|A2YGS7_ORYSI	GT-A	Glyco_transf_64(83-342)
tr|A2YX53|A2YX53_ORYSI	GT-A	Glyco_transf_64(49-309)
tr|A4S6M1|A4S6M1_OSTLU	GT-A	Glyco_transf_64(6-262)
tr|A8IKC6|A8IKC6_CHLRE	GT-A	Glyco_transf_64(28-268)
tr|A9UYJ4|A9UYJ4_MONBE	GT-A	Glyco_transf_64(353-620)
tr|B3S7R7|B3S7R7_TRIAD	GT-A	Glyco_transf_64(35-272)
tr|B7F9C5|B7F9C5_ORYSJ	GT-A	Glyco_transf_64(92-334)
tr|B7FVW6|B7FVW6_PHATC	GT-A	Glyco_transf_64(4-232)
tr|B7G3Y5|B7G3Y5_PHATC	GT-A	Glyco_transf_64(113-367)
tr|B7Q691|B7Q691_IXOSC	GT-A	Glyco_transf_64(58-301)
tr|B8C6Y4|B8C6Y4_THAPS	GT-A	Glyco_transf_64(1-233)
tr|B8CG22|B8CG22_THAPS	GT-A	Glyco_transf_64(57-296)
tr|B9HHM0|B9HHM0_POPTR	GT-A	Glyco_transf_64(70-315)
tr|B9SCN4|B9SCN4_RICCO	GT-A	Glyco_transf_64(57-326)
tr|B9SLJ9|B9SLJ9_RICCO	GT-A	Glyco_transf_64(69-320)
tr|C0HAP2|C0HAP2_SALSA	GT-A	Glyco_transf_64(75-333)
tr|C1E8N5|C1E8N5_MICCC	GT-A	Glyco_transf_64(1-241)
tr|C1MT97|C1MT97_MICPC	GT-A	Glyco_transf_64(51-303)
tr|C3ZSN3|C3ZSN3_BRAFL	GT-A	Glyco_transf_64(5-250)
tr|C5YIL6|C5YIL6_SORBI	GT-A	Glyco_transf_64(49-320)
tr|C7YXQ1|C7YXQ1_NECH7	GT-A	Glyco_transf_64(60-295)
tr|D8QTG3|D8QTG3_SELML	GT-A	Glyco_transf_64(52-305)
tr|D8QZ13|D8QZ13_SELML	GT-A	Glyco_transf_64(13-264)
tr|D8RA48|D8RA48_SELML	GT-A	Glyco_transf_64(13-264)
