tr|A0A1J8QIW8|A0A1J8QIW8_9HOMO	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A|GT-A	TMhelix(287-309)|TMhelix(337-359)|TMhelix(372-394)|TMhelix(426-448)|TMhelix(458-477)|UDP-g_GGTase(526-1754)|GT8_HUGT1_C_like(1806-2053)
tr|M1WA97|M1WA97_CLAP2	GT-A|GT-A	UDP-g_GGTase(29-1121)|GT8_HUGT1_C_like(1166-1413)
tr|M2LNN8|M2LNN8_BAUPA	GT-A|GT-A	UDP-g_GGTase(24-1160)|GT8_HUGT1_C_like(1227-1474)
tr|M2Q5U6|M2Q5U6_CERS8	GT-A|GT-A	UDP-g_GGTase(24-1226)|GT8_HUGT1_C_like(1280-1527)
tr|M2SVK3|M2SVK3_COCSN	GT-A|GT-A	UDP-g_GGTase(28-1140)|GT8_HUGT1_C_like(1202-1449)
tr|M2TBY9|M2TBY9_COCH5	GT-A|GT-A	UDP-g_GGTase(141-1253)|GT8_HUGT1_C_like(1315-1562)
tr|M2YT21|M2YT21_PSEFD	GT-A|GT-A	UDP-g_GGTase(23-1120)|GT8_HUGT1_C_like(1165-1412)
tr|M3CFF7|M3CFF7_SPHMS	GT-A|GT-A	UDP-g_GGTase(24-1166)|GT8_HUGT1_C_like(1230-1477)
tr|M3J5B4|M3J5B4_CANMX	GT-A|GT-A	UDP-g_GGTase(22-1121)|Glyco_tranf_GTA_type(1138-1387)
tr|M3VWB5|M3VWB5_FELCA	GT-A|GT-A	UDP-g_GGTase(38-1195)|GT8_HUGT1_C_like(1250-1497)
tr|M3VYQ5|M3VYQ5_FELCA	GT-A|GT-A	UDP-g_GGTase(31-1187)|GT8_HUGT1_C_like(1225-1472)
tr|M3YK08|M3YK08_MUSPF	GT-A|GT-A	UDP-g_GGTase(31-1186)|GT8_HUGT1_C_like(1226-1473)
tr|M3YZ13|M3YZ13_MUSPF	GT-A|GT-A	UDP-g_GGTase(45-1202)|GT8_HUGT1_C_like(1257-1504)
tr|M3ZR56|M3ZR56_XIPMA	GT-A|GT-A	UDP-g_GGTase(22-1177)|GT8_HUGT1_C_like(1228-1475)
tr|M4A691|M4A691_XIPMA	GT-A|GT-A	UDP-g_GGTase(37-1205)|GT8_HUGT1_C_like(1248-1495)
tr|M4C6E5|M4C6E5_HYAAE	GT-A|GT-A	UDP-g_GGTase(85-518)|GT8_HUGT1_C_like(605-850)
tr|M4DI27|M4DI27_BRARP	GT-A|GT-A	UDP-g_GGTase(30-1205)|GT8_HUGT1_C_like(1267-1524)
tr|M5E7V5|M5E7V5_MALS4	GT-A|GT-A	UDP-g_GGTase(25-1202)|Glyco_tranf_GTA_type(1245-1447)
tr|M7P3H4|M7P3H4_PNEMU	GT-A|GT-A	UDP-g_GGTase(29-1167)|GT8_HUGT1_C_like(1214-1461)
tr|M7SGC0|M7SGC0_EUTLA	GT-A|GT-A	UDP-g_GGTase(1-689)|GT8_HUGT1_C_like(737-984)
tr|M7TH93|M7TH93_BOTF1	GT-A|GT-A	UDP-g_GGTase(29-1141)|GT8_HUGT1_C_like(1186-1433)
tr|M7YV58|M7YV58_TRIUA	GT-A|GT-A	UDP-g_GGTase(40-1285)|Glyco_tranf_GTA_type(1366-1579)
tr|M9MFT1|M9MFT1_PSEA3	GT-A|GT-A	UDP-g_GGTase(35-1316)|GT8_HUGT1_C_like(1385-1632)
tr|N1JJ64|N1JJ64_BLUG1	GT-A|GT-A	UDP-g_GGTase(33-1114)|GT8_HUGT1_C_like(1157-1404)
tr|N1PIM2|N1PIM2_DOTSN	GT-A|GT-A	UDP-g_GGTase(21-1160)|GT8_HUGT1_C_like(1226-1473)
tr|N1RX95|N1RX95_FUSC4	GT-A|GT-A	UDP-g_GGTase(22-1121)|GT8_HUGT1_C_like(1167-1414)
tr|N4U569|N4U569_FUSC1	GT-A|GT-A	UDP-g_GGTase(22-1121)|GT8_HUGT1_C_like(1167-1414)
tr|N4V8N7|N4V8N7_COLOR	GT-A|GT-A	UDP-g_GGTase(25-1123)|GT8_HUGT1_C_like(1166-1413)
tr|Q17PC9|Q17PC9_AEDAE	GT-A|GT-A	UDP-g_GGTase(26-1192)|GT8_HUGT1_C_like(1228-1475)
tr|Q2HHC6|Q2HHC6_CHAGB	GT-A|GT-A	UDP-g_GGTase(37-1067)|GT8_HUGT1_C_like(1125-1339)
tr|Q2M0E2|Q2M0E2_DROPS	GT-A|GT-A	UDP-g_GGTase(28-1195)|GT8_HUGT1_C_like(1239-1486)
tr|Q2U0A7|Q2U0A7_ASPOR	GT-A|GT-A	UDP-g_GGTase(29-1139)|GT8_HUGT1_C_like(1188-1435)
tr|Q4E3K0|Q4E3K0_TRYCC	GT-A|GT-A	UDP-g_GGTase(60-1345)|GT8_HUGT1_C_like(1379-1635)
tr|Q4WIC2|Q4WIC2_ASPFU	GT-A|GT-A	UDP-g_GGTase(29-1139)|GT8_HUGT1_C_like(1188-1435)
tr|Q582S2|Q582S2_TRYB2	GT-A|GT-A	UDP-g_GGTase(33-1328)|GT8_HUGT1_C_like(1364-1620)
tr|Q5B4A7|Q5B4A7_EMENI	GT-A|GT-A	UDP-g_GGTase(30-1131)|GT8_HUGT1_C_like(1178-1425)
tr|Q5KMJ4|Q5KMJ4_CRYNJ	GT-A|GT-A	UDP-g_GGTase(21-1222)|GT8_HUGT1_C_like(1267-1514)
tr|Q6BJN0|Q6BJN0_DEBHA	GT-A|GT-A	UDP-g_GGTase(34-1179)|GT8_HUGT1_C_like(1221-1469)
tr|Q6CC41|Q6CC41_YARLI	GT-A|GT-A	UDP-g_GGTase(19-1131)|GT8_HUGT1_C_like(1164-1412)
tr|Q6CLK0|Q6CLK0_KLULA	GT-A|GT-A	UDP-g_GGTase(111-887)|Glyco_tranf_GTA_type(1080-1236)
tr|Q6FV20|Q6FV20_CANGA	GT-A|GT-A	UDP-g_GGTase(104-911)|Glyco_tranf_GTA_type(1064-1311)
tr|Q759B3|Q759B3_ASHGO	GT-A|GT-A	UDP-g_GGTase(72-966)|Glyco_tranf_GTA_type(1101-1270)
tr|Q7QAS6|Q7QAS6_ANOGA	GT-A|GT-A	UDP-g_GGTase(25-1197)|GT8_HUGT1_C_like(1243-1490)
tr|Q7S407|Q7S407_NEUCR	GT-A|GT-A	UDP-g_GGTase(30-1144)|GT8_HUGT1_C_like(1192-1439)
tr|Q9GPA0|Q9GPA0_CAEEL	GT-A|GT-A	UDP-g_GGTase(22-1170)|GT8_HUGT1_C_like(1202-1449)
tr|R0K690|R0K690_SETT2	GT-A|GT-A	UDP-g_GGTase(28-1139)|GT8_HUGT1_C_like(1202-1449)
tr|R1GFA7|R1GFA7_BOTPV	GT-A|GT-A	UDP-g_GGTase(28-1135)|GT8_HUGT1_C_like(1182-1429)
tr|R7YP96|R7YP96_CONA1	GT-A|GT-A	UDP-g_GGTase(28-1137)|GT8_HUGT1_C_like(1209-1456)
tr|R8BQG7|R8BQG7_TOGMI	GT-A|GT-A	UDP-g_GGTase(2-1032)|GT8_HUGT1_C_like(1086-1333)
tr|R9AMU8|R9AMU8_WALI9	GT-A|GT-A	UDP-g_GGTase(23-1121)|GT8_HUGT1_C_like(1162-1409)
tr|R9P529|R9P529_PSEHS	GT-A|GT-A	UDP-g_GGTase(66-1322)|GT8_HUGT1_C_like(1396-1643)
tr|S0E1C1|S0E1C1_GIBF5	GT-A|GT-A	UDP-g_GGTase(13-1112)|GT8_HUGT1_C_like(1158-1405)
tr|S3BPX0|S3BPX0_OPHP1	GT-A|GT-A	UDP-g_GGTase(30-1137)|GT8_HUGT1_C_like(1203-1450)
tr|S3DBA8|S3DBA8_GLAL2	GT-A|GT-A	UDP-g_GGTase(29-1141)|GT8_HUGT1_C_like(1186-1433)
tr|S6E9Z6|S6E9Z6_ZYGB2	GT-A|GT-A	UDP-g_GGTase(122-1012)|Glyco_tranf_GTA_type(1073-1288)
tr|S7ZJI4|S7ZJI4_PENO1	GT-A|GT-A	UDP-g_GGTase(30-1139)|GT8_HUGT1_C_like(1186-1433)
tr|S8ASF2|S8ASF2_DACHA	GT-A|GT-A	UDP-g_GGTase(51-1224)|GT8_HUGT1_C_like(1274-1521)
tr|S8DZ58|S8DZ58_FOMPI	GT-A|GT-A	UDP-g_GGTase(24-1227)|GT8_HUGT1_C_like(1277-1524)
tr|S8E9S4|S8E9S4_9LAMI	GT-A|GT-A	UDP-g_GGTase(10-1212)|GT8_HUGT1_C_like(1277-1524)
tr|S9TRF2|S9TRF2_9TRYP	GT-A|GT-A	UDP-g_GGTase(15-756)|Glyco_tranf_GTA_type(803-1059)
tr|S9VTR3|S9VTR3_SCHCR	GT-A|GT-A	UDP-g_GGTase(20-1084)|GT8_HUGT1_C_like(1120-1367)
tr|T1EGA2|T1EGA2_HELRO	GT-A|GT-A	UDP-g_GGTase(5-1150)|GT8_HUGT1_C_like(1194-1443)
tr|T1HRF6|T1HRF6_RHOPR	GT-A|GT-A	UDP-g_GGTase(25-1149)|GT8_HUGT1_C_like(1190-1437)
tr|T1J9H3|T1J9H3_STRMM	GT-A|GT-A	UDP-g_GGTase(34-1199)|GT8_HUGT1_C_like(1238-1485)
tr|T1KNA5|T1KNA5_TETUR	GT-A|GT-A	UDP-g_GGTase(43-1234)|GT8_HUGT1_C_like(1279-1526)
tr|T1PM16|T1PM16_MUSDO	GT-A|GT-A	UDP-g_GGTase(39-1207)|GT8_HUGT1_C_like(1249-1496)
tr|T5A9I0|T5A9I0_OPHSC	GT-A|GT-A	UDP-g_GGTase(26-1122)|GT8_HUGT1_C_like(1165-1412)
tr|U1HZR7|U1HZR7_ENDPU	GT-A|GT-A	UDP-g_GGTase(3-1106)|GT8_HUGT1_C_like(1153-1400)
tr|U3IHV3|U3IHV3_ANAPL	GT-A|GT-A	UDP-g_GGTase(22-1181)|GT8_HUGT1_C_like(1236-1483)
tr|U3IV44|U3IV44_ANAPL	GT-A|GT-A	UDP-g_GGTase(1-1139)|GT8_HUGT1_C_like(1178-1425)
tr|U3JLP1|U3JLP1_FICAL	GT-A|GT-A	UDP-g_GGTase(22-1179)|GT8_HUGT1_C_like(1234-1481)
tr|U3JPD2|U3JPD2_FICAL	GT-A|GT-A	UDP-g_GGTase(33-1194)|GT8_HUGT1_C_like(1234-1481)
tr|U4LAN4|U4LAN4_PYROM	GT-A|GT-A	UDP-g_GGTase(23-1152)|GT8_HUGT1_C_like(1200-1447)
tr|U5DHL9|U5DHL9_AMBTC	GT-A|GT-A	UDP-g_GGTase(36-1274)|GT8_HUGT1_C_like(1338-1585)
tr|U5H247|U5H247_USTV1	GT-A|GT-A	UDP-g_GGTase(54-1331)|GT8_HUGT1_C_like(1378-1625)
tr|U7Q7C7|U7Q7C7_SPOS1	GT-A|GT-A	UDP-g_GGTase(29-1135)|GT8_HUGT1_C_like(1188-1435)
tr|V2X938|V2X938_MONRO	GT-A|GT-A	UDP-g_GGTase(18-1263)|GT8_HUGT1_C_like(1312-1559)
tr|V5DCN2|V5DCN2_TRYCR	GT-A|GT-A	UDP-g_GGTase(60-1345)|GT8_HUGT1_C_like(1379-1635)
tr|V5EY01|V5EY01_KALBG	GT-A|GT-A	UDP-g_GGTase(35-1038)|GT8_HUGT1_C_like(1108-1355)
tr|V5FR69|V5FR69_BYSSN	GT-A|GT-A	UDP-g_GGTase(30-1147)|GT8_HUGT1_C_like(1194-1441)
tr|V7BU07|V7BU07_PHAVU	GT-A|GT-A	UDP-g_GGTase(29-1273)|GT8_HUGT1_C_like(1334-1581)
tr|V8NYF2|V8NYF2_OPHHA	GT-A|GT-A	UDP-g_GGTase(58-1173)|GT8_HUGT1_C_like(1192-1439)
tr|V8P8K9|V8P8K9_OPHHA	GT-A|GT-A	UDP-g_GGTase(92-996)|GT8_HUGT1_C_like(1033-1280)
tr|W0TAU5|W0TAU5_KLUMD	GT-A|GT-A	UDP-g_GGTase(153-886)|Glyco_tranf_GTA_type(1048-1233)
tr|W1QB37|W1QB37_OGAPD	GT-A|GT-A	UDP-g_GGTase(21-1041)|GT8_HUGT1_C_like(1065-1313)
tr|W2R1X6|W2R1X6_PHYPN	GT-A|GT-A	UDP-g_GGTase(27-1300)|GT8_HUGT1_C_like(1377-1622)
tr|W4FI22|W4FI22_9STRA	GT-A|GT-A	UDP-g_GGTase(26-1214)|GT8_HUGT1_C_like(1261-1506)
tr|W4XXV1|W4XXV1_STRPU	GT-A|GT-A	UDP-g_GGTase(42-764)|GT8_HUGT1_C_like(811-1058)
tr|W5JE34|W5JE34_ANODA	GT-A|GT-A	UDP-g_GGTase(32-1203)|GT8_HUGT1_C_like(1253-1500)
tr|W5KUJ0|W5KUJ0_ASTMX	GT-A|GT-A	UDP-g_GGTase(30-1192)|GT8_HUGT1_C_like(1240-1487)
tr|W5LBU9|W5LBU9_ASTMX	GT-A|GT-A	UDP-g_GGTase(24-1166)|GT8_HUGT1_C_like(1221-1468)
tr|W5MD03|W5MD03_LEPOC	GT-A|GT-A	UDP-g_GGTase(22-1189)|GT8_HUGT1_C_like(1230-1477)
tr|W5MIJ3|W5MIJ3_LEPOC	GT-A|GT-A	UDP-g_GGTase(38-1195)|GT8_HUGT1_C_like(1250-1497)
tr|W5NWJ7|W5NWJ7_SHEEP	GT-A|GT-A	UDP-g_GGTase(1-1136)|GT8_HUGT1_C_like(1176-1423)
tr|W5Q329|W5Q329_SHEEP	GT-A|GT-A	UDP-g_GGTase(11-978)|GT8_HUGT1_C_like(1033-1280)
tr|W6MMU6|W6MMU6_9ASCO	GT-A|GT-A	UDP-g_GGTase(24-1105)|GT8_HUGT1_C_like(1148-1396)
tr|W7MQM6|W7MQM6_GIBM7	GT-A|GT-A	UDP-g_GGTase(22-1121)|GT8_HUGT1_C_like(1167-1414)
tr|W7T4Y1|W7T4Y1_9STRA	GT-A|GT-A	UDP-g_GGTase(44-1433)|GT8_HUGT1_C_like(1490-1737)
tr|W9CM90|W9CM90_9HELO	GT-A|GT-A	UDP-g_GGTase(29-1141)|GT8_HUGT1_C_like(1186-1433)
tr|W9W4Y7|W9W4Y7_9EURO	GT-A|GT-A	UDP-g_GGTase(29-1141)|GT8_HUGT1_C_like(1185-1432)
tr|W9WZ86|W9WZ86_9EURO	GT-A|GT-A	UDP-g_GGTase(8-1120)|GT8_HUGT1_C_like(1164-1411)
tr|W9YL30|W9YL30_9EURO	GT-A|GT-A	UDP-g_GGTase(29-1142)|GT8_HUGT1_C_like(1187-1434)
tr|W9YNS6|W9YNS6_9EURO	GT-A|GT-A	UDP-g_GGTase(29-1142)|GT8_HUGT1_C_like(1187-1434)
tr|A0A016W6H3|A0A016W6H3_9BILA	GT-A	GT8_HUGT1_C_like(46-293)
tr|A0A059LIW6|A0A059LIW6_9CHLO	GT-A	GT8_HUGT1_C_like(62-309)
tr|A0A150G9P5|A0A150G9P5_GONPE	GT-A	GT8_HUGT1_C_like(59-306)
tr|A0A182E966|A0A182E966_ONCOC	GT-A	GT8_HUGT1_C_like(25-249)
tr|A0A1B0DJK6|A0A1B0DJK6_PHLPP	GT-A	Glyco_tranf_GTA_type(60-259)
tr|A0A1D5P4T4|A0A1D5P4T4_CHICK	GT-A	GT8_HUGT1_C_like(2-221)
tr|A0A1J4JIH8|A0A1J4JIH8_9EUKA	GT-A	Glyco_tranf_GTA_type(826-1051)
tr|A0A1J4K565|A0A1J4K565_9EUKA	GT-A	Glyco_tranf_GTA_type(794-1005)
tr|A0A1X7SRD5|A0A1X7SRD5_AMPQE	GT-A	Glyco_tranf_GTA_type(23-209)
tr|A0A1X7T8D6|A0A1X7T8D6_AMPQE	GT-A	Glyco_tranf_GTA_type(58-273)
tr|A0A226ME65|A0A226ME65_COLVI	GT-A	Glyco_tranf_GTA_type(3-186)
tr|A0A2G8KLX6|A0A2G8KLX6_STIJA	GT-A	GT8_HUGT1_C_like(84-331)
tr|A0A2G9PSQ1|A0A2G9PSQ1_LITCT	GT-A	GT8_HUGT1_C_like(24-260)
tr|A0A2P5SUE3|A0A2P5SUE3_GOSBA	GT-A	GT8_HUGT1_C_like(22-269)
tr|A0A2P6L279|A0A2P6L279_NEPCL	GT-A	GT8_HUGT1_C_like(78-306)
tr|A2FP73|A2FP73_TRIVA	GT-A	Glyco_tranf_GTA_type(798-1029)
tr|A7SWY0|A7SWY0_NEMVE	GT-A	Glyco_tranf_GTA_type(1-191)
tr|A7SWY1|A7SWY1_NEMVE	GT-A	GT8_HUGT1_C_like(16-263)
tr|A7T308|A7T308_NEMVE	GT-A	Glyco_tranf_GTA_type(1-167)
tr|E2LH29|E2LH29_MONPE	GT-A	Glyco_tranf_GTA_type(49-207)
tr|F0XZZ6|F0XZZ6_AURAN	GT-A	Glyco_tranf_GTA_type(5-263)
tr|F0YD87|F0YD87_AURAN	GT-A	Glyco_tranf_GTA_type(40-287)
tr|H0ZZC4|H0ZZC4_TAEGU	GT-A	GT8_HUGT1_C_like(1-234)
tr|J9ESL1|J9ESL1_9SPIT	GT-A	Glyco_tranf_GTA_type(1136-1385)
tr|J9FR42|J9FR42_9SPIT	GT-A	Glyco_tranf_GTA_type(1136-1385)
tr|J9I846|J9I846_9SPIT	GT-A	Glyco_tranf_GTA_type(36-286)
tr|J9JCF4|J9JCF4_9SPIT	GT-A	Glyco_tranf_GTA_type(1-222)
tr|Q0DYW4|Q0DYW4_ORYSJ	GT-A	Glyco_tranf_GTA_type(1-188)
tr|X6NQ55|X6NQ55_RETFI	GT-A	Glyco_tranf_GTA_type(1-248)
tr|S2JKK1|S2JKK1_MUCC1	FBOX|GT-A|GT-A	FBOX(10-38)|UDP-g_GGTase(610-1781)|GT8_HUGT1_C_like(1829-2076)
tr|A0A1Z5SRS6|A0A1Z5SRS6_HORWE	DEAD-like_helicase_N|YlbD_coat|rad3|GT-A|GT-A	DEAD-like_helicase_N(31-55)|YlbD_coat(137-218)|rad3(189-784)|UDP-g_GGTase(786-1914)|GT8_HUGT1_C_like(1982-2229)
tr|A0A1Z5TUM9|A0A1Z5TUM9_HORWE	DEAD-like_helicase_N|rad3|GT-A|GT-A	DEAD-like_helicase_N(12-36)|rad3(170-687)|UDP-g_GGTase(680-1709)|GT8_HUGT1_C_like(1777-2024)
tr|A0A1Q9C256|A0A1Q9C256_SYMMI	crotonase-like|crotonase-like|GT-A|GT-A	crotonase-like(106-218)|crotonase-like(182-255)|UDP-g_GGTase(413-1490)|Glyco_tranf_GTA_type(1557-1827)
tr|A0A1B7NWC3|A0A1B7NWC3_9EURO	CaiA|GT-A|GT-A	CaiA(1-201)|UDP-g_GGTase(247-1364)|GT8_HUGT1_C_like(1409-1656)
tr|A6R6Y4|A6R6Y4_AJECN	CaiA|GT-A|GT-A	CaiA(1-230)|UDP-g_GGTase(302-1394)|GT8_HUGT1_C_like(1440-1687)
tr|C6H742|C6H742_AJECH	CaiA|GT-A|GT-A	CaiA(34-390)|UDP-g_GGTase(444-1371)|GT8_HUGT1_C_like(1417-1664)
tr|F0U6X7|F0U6X7_AJEC8	CaiA|GT-A|GT-A	CaiA(46-309)|UDP-g_GGTase(386-1274)|GT8_HUGT1_C_like(1320-1567)
tr|W6UWA0|W6UWA0_ECHGR	Arv1|TMhelix|TMhelix|GT-A|GT-A	Arv1(3-76)|TMhelix(70-87)|TMhelix(100-122)|UDP-g_GGTase(128-1443)|GT8_HUGT1_C_like(1503-1750)
tr|A0A2B7ZSE6|A0A2B7ZSE6_9EURO	ACAD|GT-A|GT-A	ACAD(29-400)|UDP-g_GGTase(469-1586)|GT8_HUGT1_C_like(1631-1878)
