tr|A0A199UHN5|A0A199UHN5_ANACO	zf-Dof|GT	zf-Dof(87-137)|PLN02829(204-685)
tr|A0A2K3PLJ1|A0A2K3PLJ1_TRIPR	PLN02867	PLN02867(1-424)
tr|B8A8Z6|B8A8Z6_ORYSI	PLN02867	PLN02867(15-514)
tr|I1HR52|I1HR52_BRADI	PLN02867	PLN02867(1-536)
tr|I1NRE1|I1NRE1_ORYGL	PLN02867	PLN02867(1-534)
tr|J3L3P2|J3L3P2_ORYBR	PLN02867	PLN02867(42-567)
tr|K3XHN0|K3XHN0_SETIT	PLN02867	PLN02867(20-436)
tr|M0TU74|M0TU74_MUSAM	PLN02867	PLN02867(14-328)
tr|M7Z3P7|M7Z3P7_TRIUA	PLN02867	PLN02867(1-469)
tr|Q5JM51|Q5JM51_ORYSJ	PLN02867	PLN02867(1-532)
tr|S8CR83|S8CR83_9LAMI	PLN02867	PLN02867(2-409)
tr|A0A0R0FMZ9|A0A0R0FMZ9_SOYBN	PLN02748|GT	PLN02748(9-137)|PLN02769(150-450)
tr|A0A2K3NPF7|A0A2K3NPF7_TRIPR	PLN02718|PLN00092|TMhelix	PLN02718(5-446)|PLN00092(452-587)|TMhelix(555-577)
sp|Q8RXE1|GAUT5_ARATH	PLN02718	PLN02718(1-610)
sp|Q9M9Y5|GAUT6_ARATH	PLN02718	PLN02718(1-589)
tr|A0A061DP15|A0A061DP15_THECC	PLN02718	PLN02718(1-600)
tr|A0A067FM88|A0A067FM88_CITSI	PLN02718	PLN02718(1-596)
tr|A0A067JMW7|A0A067JMW7_JATCU	PLN02718	PLN02718(1-610)
tr|A0A072U2E1|A0A072U2E1_MEDTR	PLN02718	PLN02718(1-654)
tr|A0A072VKQ7|A0A072VKQ7_MEDTR	PLN02718	PLN02718(1-578)
tr|A0A0E0RAD7|A0A0E0RAD7_ORYRU	PLN02718	PLN02718(14-503)
tr|A0A0R0EN86|A0A0R0EN86_SOYBN	PLN02718	PLN02718(1-625)
tr|A0A0R0HNR3|A0A0R0HNR3_SOYBN	PLN02718	PLN02718(1-587)
tr|A0A103XP35|A0A103XP35_CYNCS	PLN02718	PLN02718(8-459)
tr|A0A151S387|A0A151S387_CAJCA	PLN02718	PLN02718(1-592)
tr|A0A151SJ59|A0A151SJ59_CAJCA	PLN02718	PLN02718(1-625)
tr|A0A166DB71|A0A166DB71_DAUCA	PLN02718	PLN02718(29-580)
tr|A0A199UJI8|A0A199UJI8_ANACO	PLN02718	PLN02718(70-587)
tr|A0A1J6HY42|A0A1J6HY42_NICAT	PLN02718	PLN02718(1-596)
tr|A0A1J6ILX4|A0A1J6ILX4_NICAT	PLN02718	PLN02718(1-577)
tr|A0A1J7GX41|A0A1J7GX41_LUPAN	PLN02718	PLN02718(1-651)
tr|A0A1Q3BVZ0|A0A1Q3BVZ0_CEPFO	PLN02718	PLN02718(1-599)
tr|A0A1R3I755|A0A1R3I755_COCAP	PLN02718	PLN02718(1-608)
tr|A0A1R3KS18|A0A1R3KS18_9ROSI	PLN02718	PLN02718(1-600)
tr|A0A1S2XS76|A0A1S2XS76_CICAR	PLN02718	PLN02718(1-627)
tr|A0A1S2XVJ7|A0A1S2XVJ7_CICAR	PLN02718	PLN02718(1-608)
tr|A0A1S3BS75|A0A1S3BS75_CUCME	PLN02718	PLN02718(1-602)
tr|A0A1S3TQ36|A0A1S3TQ36_VIGRR	PLN02718	PLN02718(1-626)
tr|A0A1S3V968|A0A1S3V968_VIGRR	PLN02718	PLN02718(1-585)
tr|A0A1S3Z062|A0A1S3Z062_TOBAC	PLN02718	PLN02718(1-574)
tr|A0A1S4C333|A0A1S4C333_TOBAC	PLN02718	PLN02718(1-601)
tr|A0A1S4CWN1|A0A1S4CWN1_TOBAC	PLN02718	PLN02718(1-596)
tr|A0A1S4DA82|A0A1S4DA82_TOBAC	PLN02718	PLN02718(1-575)
tr|A0A1U7VJJ0|A0A1U7VJJ0_NICSY	PLN02718	PLN02718(1-574)
tr|A0A1U7WME7|A0A1U7WME7_NICSY	PLN02718	PLN02718(1-605)
tr|A0A1U8BC81|A0A1U8BC81_NELNU	PLN02718	PLN02718(1-603)
tr|A0A1U8FP12|A0A1U8FP12_CAPAN	PLN02718	PLN02718(1-640)
tr|A0A1U8HR02|A0A1U8HR02_GOSHI	PLN02718	PLN02718(2-434)
tr|A0A1U8JQI0|A0A1U8JQI0_GOSHI	PLN02718	PLN02718(1-377)
tr|A0A1U8L9W1|A0A1U8L9W1_GOSHI	PLN02718	PLN02718(1-597)
tr|A0A1U8LA97|A0A1U8LA97_GOSHI	PLN02718	PLN02718(1-598)
tr|A0A1U8MCW5|A0A1U8MCW5_GOSHI	PLN02718	PLN02718(1-578)
tr|A0A1U8MDX0|A0A1U8MDX0_GOSHI	PLN02718	PLN02718(1-599)
tr|A0A1U8P2R4|A0A1U8P2R4_GOSHI	PLN02718	PLN02718(3-470)
tr|A0A1U8P926|A0A1U8P926_GOSHI	PLN02718	PLN02718(1-599)
tr|A0A1Y3BWL9|A0A1Y3BWL9_HELAN	PLN02718	PLN02718(1-563)
tr|A0A200Q4E6|A0A200Q4E6_9MAGN	PLN02718	PLN02718(9-548)
tr|A0A200R0P9|A0A200R0P9_9MAGN	PLN02718	PLN02718(4-520)
tr|A0A218VRA8|A0A218VRA8_PUNGR	PLN02718	PLN02718(1-598)
tr|A0A251N274|A0A251N274_PRUPE	PLN02718	PLN02718(1-627)
tr|A0A251TH37|A0A251TH37_HELAN	PLN02718	PLN02718(1-582)
tr|A0A2G2WAT3|A0A2G2WAT3_CAPBA	PLN02718	PLN02718(1-640)
tr|A0A2G2X4E3|A0A2G2X4E3_CAPBA	PLN02718	PLN02718(1-607)
tr|A0A2G2YVH2|A0A2G2YVH2_CAPAN	PLN02718	PLN02718(1-607)
tr|A0A2G3BWL1|A0A2G3BWL1_CAPCH	PLN02718	PLN02718(1-640)
tr|A0A2G3CCZ7|A0A2G3CCZ7_CAPCH	PLN02718	PLN02718(1-607)
tr|A0A2G9I7R9|A0A2G9I7R9_9LAMI	PLN02718	PLN02718(1-599)
tr|A0A2H3Z6B7|A0A2H3Z6B7_PHODC	PLN02718	PLN02718(16-613)
tr|A0A2H5PTU6|A0A2H5PTU6_CITUN	PLN02718	PLN02718(1-636)
tr|A0A2I0B0K4|A0A2I0B0K4_9ASPA	PLN02718	PLN02718(72-518)
tr|A0A2I4F654|A0A2I4F654_9ROSI	PLN02718	PLN02718(1-634)
tr|A0A2J6KGA9|A0A2J6KGA9_LACSA	PLN02718	PLN02718(30-577)
tr|A0A2K3NQF3|A0A2K3NQF3_TRIPR	PLN02718	PLN02718(1-354)
tr|A0A2P4HLD9|A0A2P4HLD9_QUESU	PLN02718	PLN02718(23-626)
tr|A0A2P5AN60|A0A2P5AN60_PARAD	PLN02718	PLN02718(1-622)
tr|A0A2P5FB74|A0A2P5FB74_9ROSA	PLN02718	PLN02718(1-623)
tr|A0A2P5Q0T2|A0A2P5Q0T2_GOSBA	PLN02718	PLN02718(1-599)
tr|A0A2P5Q0W5|A0A2P5Q0W5_GOSBA	PLN02718	PLN02718(1-580)
tr|A0A2P5S8K8|A0A2P5S8K8_GOSBA	PLN02718	PLN02718(1-377)
tr|A0A2P5SES6|A0A2P5SES6_GOSBA	PLN02718	PLN02718(27-586)
tr|A0A2P6PVK7|A0A2P6PVK7_ROSCH	PLN02718	PLN02718(1-626)
tr|A0A2R6QDY3|A0A2R6QDY3_ACTCH	PLN02718	PLN02718(1-598)
tr|B9H8H7|B9H8H7_POPTR	PLN02718	PLN02718(1-605)
tr|B9S4T2|B9S4T2_RICCO	PLN02718	PLN02718(4-633)
tr|D7KG65|D7KG65_ARALL	PLN02718	PLN02718(1-595)
tr|D7LC66|D7LC66_ARALL	PLN02718	PLN02718(1-610)
tr|D7SQL4|D7SQL4_VITVI	PLN02718	PLN02718(1-588)
tr|I1JF40|I1JF40_SOYBN	PLN02718	PLN02718(1-585)
tr|I1JNZ9|I1JNZ9_SOYBN	PLN02718	PLN02718(1-625)
tr|K3ZIJ1|K3ZIJ1_SETIT	PLN02718	PLN02718(2-433)
tr|K4DCA7|K4DCA7_SOLLC	PLN02718	PLN02718(1-593)
tr|M0RZ43|M0RZ43_MUSAM	PLN02718	PLN02718(6-532)
tr|M0T391|M0T391_MUSAM	PLN02718	PLN02718(1-433)
tr|M1ADG7|M1ADG7_SOLTU	PLN02718	PLN02718(1-579)
tr|M4DGA6|M4DGA6_BRARP	PLN02718	PLN02718(1-601)
tr|M4ERW0|M4ERW0_BRARP	PLN02718	PLN02718(1-601)
tr|Q0IRW1|Q0IRW1_ORYSJ	PLN02718	PLN02718(1-403)
tr|V7BGP4|V7BGP4_PHAVU	PLN02718	PLN02718(1-585)
tr|V7CYY6|V7CYY6_PHAVU	PLN02718	PLN02718(1-626)
tr|A0A103Y4F4|A0A103Y4F4_CYNCS	PLN02659	PLN02659(10-363)
tr|A0A1Q3DER7|A0A1Q3DER7_CEPFO	PLN02659	PLN02659(3-452)
tr|A0A1R3KBR9|A0A1R3KBR9_9ROSI	PLN02659	PLN02659(1-471)
tr|A0A2J6M9M4|A0A2J6M9M4_LACSA	PLN02659	PLN02659(1-518)
tr|A0A2P5RSZ7|A0A2P5RSZ7_GOSBA	PLN02659	PLN02659(3-448)
tr|M0T8C6|M0T8C6_MUSAM	GT|TMhelix|TMhelix|TIC20|TMhelix	PLN02742(1-408)|TMhelix(419-441)|TMhelix(448-470)|TIC20(399-528)|TMhelix(483-500)
tr|M0TDJ9|M0TDJ9_MUSAM	GT|TMhelix	PLN02870(1-479)|TMhelix(493-515)
tr|A0A2P5QJS5|A0A2P5QJS5_GOSBA	GT|PLN03077	PLN02829(5-562)|PLN03077(563-916)
tr|A0A251SYS2|A0A251SYS2_HELAN	GT|PLN02910	PLN02829(1-390)|PLN02910(403-916)
sp|Q28I33|GL8D1_XENTR	GT-A	GT8_like_1(67-351)
sp|Q5E9E7|GL8D1_BOVIN	GT-A	GT8_like_1(66-351)
sp|Q5U3H3|GL8D1_DANRE	GT-A	GT8_like_1(65-348)
sp|Q640P4|GL8D2_MOUSE	GT-A	Glyco_tranf_GTA_type(69-336)
sp|Q68CQ7|GL8D1_HUMAN	GT-A	GT8_like_1(66-351)
sp|Q6AYF6|GL8D1_RAT	GT-A	GT8_like_1(66-351)
sp|Q6NSU3|GL8D1_MOUSE	GT-A	GT8_like_1(66-351)
tr|A0A067GPV5|A0A067GPV5_CITSI	GT-A	Glyco_tranf_GTA_type(125-383)
tr|A0A0D2ULU3|A0A0D2ULU3_CAPO3	GT-A	Glyco_tranf_GTA_type(28-308)
tr|A0A0D2VWU4|A0A0D2VWU4_CAPO3	GT-A	Glyco_tranf_GTA_type(211-489)
tr|A0A0D2WUB1|A0A0D2WUB1_CAPO3	GT-A	Glyco_tranf_GTA_type(158-433)
tr|A0A0D3F5E9|A0A0D3F5E9_9ORYZ	GT-A	PLN02523(34-423)
tr|A0A0D3FAF8|A0A0D3FAF8_9ORYZ	GT-A	PLN02523(41-465)
tr|A0A0D3GEG9|A0A0D3GEG9_9ORYZ	GT-A	PLN02523(55-504)
tr|A0A0D9YSK3|A0A0D9YSK3_9ORYZ	GT-A	PLN02523(41-532)
tr|A0A0D9YY70|A0A0D9YY70_9ORYZ	GT-A	PLN02523(38-492)
tr|A0A0E0A731|A0A0E0A731_9ORYZ	GT-A	PLN02523(54-504)
tr|A0A0E0CKV1|A0A0E0CKV1_9ORYZ	GT-A	PLN02523(43-528)
tr|A0A0E0CRG6|A0A0E0CRG6_9ORYZ	GT-A	PLN02523(36-490)
tr|A0A0E0DZD1|A0A0E0DZD1_9ORYZ	GT-A	PLN02523(54-504)
tr|A0A0E0G6W2|A0A0E0G6W2_ORYNI	GT-A	PLN02523(41-532)
tr|A0A0E0HL96|A0A0E0HL96_ORYNI	GT-A	PLN02523(39-493)
tr|A0A0E0HMZ1|A0A0E0HMZ1_ORYNI	GT-A	PLN02523(54-504)
tr|A0A0E0K021|A0A0E0K021_ORYPU	GT-A	PLN02523(46-536)
tr|A0A0E0K576|A0A0E0K576_ORYPU	GT-A	PLN02523(37-491)
tr|A0A0E0L9L3|A0A0E0L9L3_ORYPU	GT-A	PLN02523(58-508)
tr|A0A0E0NF69|A0A0E0NF69_ORYRU	GT-A	PLN02523(41-532)
tr|A0A0E0NKX5|A0A0E0NKX5_ORYRU	GT-A	PLN02523(39-493)
tr|A0A0E0PVD2|A0A0E0PVD2_ORYRU	GT-A	PLN02523(54-504)
tr|A0A0L0FN65|A0A0L0FN65_9EUKA	GT-A	Glyco_tranf_GTA_type(4-245)
tr|A0A0L0FNB5|A0A0L0FNB5_9EUKA	GT-A	Glyco_tranf_GTA_type(106-374)
tr|A0A0N7KLT1|A0A0N7KLT1_ORYSJ	GT-A	PLN02523(54-487)
tr|A0A151U2G4|A0A151U2G4_CAJCA	GT-A	PLN02523(21-553)
tr|A0A166FJN2|A0A166FJN2_DAUCA	GT-A	PLN02523(24-554)
tr|A0A166JER7|A0A166JER7_DAUCA	GT-A	PLN02523(7-557)
tr|A0A176VYQ1|A0A176VYQ1_MARPO	GT-A	Glyco_tranf_GTA_type(161-481)
tr|A0A199V1H2|A0A199V1H2_ANACO	GT-A	PLN02523(53-522)
tr|A0A199VNX4|A0A199VNX4_ANACO	GT-A	PLN02523(1-267)
tr|A0A1D6A5P7|A0A1D6A5P7_WHEAT	GT-A	PLN02523(2-493)
tr|A0A1D6AK92|A0A1D6AK92_WHEAT	GT-A	PLN02523(17-493)
tr|A0A1D6B8U5|A0A1D6B8U5_WHEAT	GT-A	PLN02523(17-493)
tr|A0A1D6C112|A0A1D6C112_WHEAT	GT-A	PLN02523(107-502)
tr|A0A1D6CFG2|A0A1D6CFG2_WHEAT	GT-A	PLN02523(107-502)
tr|A0A1D6CWU9|A0A1D6CWU9_WHEAT	GT-A	PLN02523(44-524)
tr|A0A1D6CXF8|A0A1D6CXF8_WHEAT	GT-A	PLN02523(106-501)
tr|A0A1D6H8R1|A0A1D6H8R1_MAIZE	GT-A	PLN02523(33-520)
tr|A0A1D6SCF3|A0A1D6SCF3_WHEAT	GT-A	PLN02523(35-516)
tr|A0A1D6SE82|A0A1D6SE82_WHEAT	GT-A	PLN02523(41-524)
tr|A0A1E5UZ85|A0A1E5UZ85_9POAL	GT-A	PLN02523(27-418)
tr|A0A1E5V8N3|A0A1E5V8N3_9POAL	GT-A	PLN02523(47-452)
tr|A0A1E5W7U1|A0A1E5W7U1_9POAL	GT-A	PLN02523(39-531)
tr|A0A1L1RTI3|A0A1L1RTI3_CHICK	GT-A	Glyco_tranf_GTA_type(51-336)
tr|A0A1L8GUR5|A0A1L8GUR5_XENLA	GT-A	Glyco_tranf_GTA_type(48-333)
tr|A0A1Q9CJL0|A0A1Q9CJL0_SYMMI	GT-A	Glyco_tranf_GTA_type(55-353)
tr|A0A1Q9CL91|A0A1Q9CL91_SYMMI	GT-A	Glyco_tranf_GTA_type(80-380)
tr|A0A1Q9D498|A0A1Q9D498_SYMMI	GT-A	Glyco_tranf_GTA_type(300-575)
tr|A0A1Q9DTG0|A0A1Q9DTG0_SYMMI	GT-A	Glyco_tranf_GTA_type(66-340)
tr|A0A1S3A1R0|A0A1S3A1R0_ERIEU	GT-A	Glyco_tranf_GTA_type(69-336)
tr|A0A1S3FIA9|A0A1S3FIA9_DIPOR	GT-A	Glyco_tranf_GTA_type(69-336)
tr|A0A1S3GBK1|A0A1S3GBK1_DIPOR	GT-A	GT8_like_1(66-350)
tr|A0A1S3SGW7|A0A1S3SGW7_SALSA	GT-A	Glyco_tranf_GTA_type(63-348)
tr|A0A1S3W6F5|A0A1S3W6F5_ERIEU	GT-A	GT8_like_1(66-351)
tr|A0A1U7QSQ1|A0A1U7QSQ1_MESAU	GT-A	GT8_like_1(65-350)
tr|A0A1U7RQU0|A0A1U7RQU0_ALLSI	GT-A	Glyco_tranf_GTA_type(51-336)
tr|A0A1U7S5E3|A0A1U7S5E3_ALLSI	GT-A	GT8_like_1(67-352)
tr|A0A1U7SZ95|A0A1U7SZ95_TARSY	GT-A	GT8_like_1(66-351)
tr|A0A1U7TQQ4|A0A1U7TQQ4_TARSY	GT-A	Glyco_tranf_GTA_type(69-336)
tr|A0A1U8BJI0|A0A1U8BJI0_MESAU	GT-A	Glyco_tranf_GTA_type(17-302)
tr|A0A1V4K7X3|A0A1V4K7X3_PATFA	GT-A	Glyco_tranf_GTA_type(61-336)
tr|A0A1Y1IHA1|A0A1Y1IHA1_KLENI	GT-A	Glyco_tranf_GTA_type(101-427)
tr|A0A226MZE2|A0A226MZE2_CALSU	GT-A	GT8_like_1(67-361)
tr|A0A226NYE5|A0A226NYE5_COLVI	GT-A	GT8_like_1(67-361)
tr|A0A251UBH4|A0A251UBH4_HELAN	GT-A	PLN02523(32-563)
tr|A0A286XXU8|A0A286XXU8_CAVPO	GT-A	Glyco_tranf_GTA_type(53-338)
tr|A0A286ZY69|A0A286ZY69_PIG	GT-A	Glyco_tranf_GTA_type(51-336)
tr|A0A287W439|A0A287W439_HORVV	GT-A	PLN02523(100-495)
tr|A0A287W4T5|A0A287W4T5_HORVV	GT-A	PLN02523(80-561)
tr|A0A2D0T4C0|A0A2D0T4C0_ICTPU	GT-A	Glyco_tranf_GTA_type(59-345)
tr|A0A2G8KN56|A0A2G8KN56_STIJA	GT-A	Glyco_tranf_GTA_type(120-356)
tr|A0A2H3X4F2|A0A2H3X4F2_PHODC	GT-A	PLN02523(1-558)
tr|A0A2H3XQJ9|A0A2H3XQJ9_PHODC	GT-A	Glyco_tranf_GTA_type(118-392)
tr|A0A2H3YTB7|A0A2H3YTB7_PHODC	GT-A	PLN02523(6-555)
tr|A0A2I4C6H9|A0A2I4C6H9_9TELE	GT-A	Glyco_tranf_GTA_type(63-345)
tr|A0A2I4D176|A0A2I4D176_9TELE	GT-A	Glyco_tranf_GTA_type(65-351)
tr|A0A2J8THN3|A0A2J8THN3_PONAB	GT-A	GT8_like_1(66-351)
tr|A0A2K1K2X1|A0A2K1K2X1_PHYPA	GT-A	Glyco_tranf_GTA_type(139-458)
tr|A0A2K1K3B6|A0A2K1K3B6_PHYPA	GT-A	Glyco_tranf_GTA_type(128-447)
tr|A0A2K1Z9P8|A0A2K1Z9P8_POPTR	GT-A	PLN02523(1-554)
tr|A0A2K5BWT8|A0A2K5BWT8_AOTNA	GT-A	Glyco_tranf_GTA_type(51-336)
tr|A0A2K5D7C1|A0A2K5D7C1_AOTNA	GT-A	GT8_like_1(66-351)
tr|A0A2K5J4X0|A0A2K5J4X0_COLAP	GT-A	GT8_like_1(66-351)
tr|A0A2K5MQA9|A0A2K5MQA9_CERAT	GT-A	GT8_like_1(66-351)
tr|A0A2K5QDJ3|A0A2K5QDJ3_CEBCA	GT-A	GT8_like_1(66-351)
tr|A0A2K5RD76|A0A2K5RD76_CEBCA	GT-A	Glyco_tranf_GTA_type(51-336)
tr|A0A2K5YX86|A0A2K5YX86_MANLE	GT-A	GT8_like_1(66-351)
tr|A0A2K6CT91|A0A2K6CT91_MACNE	GT-A	GT8_like_1(66-351)
tr|A0A2K6GE72|A0A2K6GE72_PROCO	GT-A	GT8_like_1(66-351)
tr|A0A2K6LTM9|A0A2K6LTM9_RHIBE	GT-A	GT8_like_1(66-351)
tr|A0A2K6Q8K8|A0A2K6Q8K8_RHIRO	GT-A	GT8_like_1(66-351)
tr|A0A2K6T5G7|A0A2K6T5G7_SAIBB	GT-A	GT8_like_1(66-351)
tr|A0A2P4HVA3|A0A2P4HVA3_QUESU	GT-A	PLN02523(53-555)
tr|A0A2P4HXW4|A0A2P4HXW4_QUESU	GT-A	PLN02523(48-550)
tr|A0A2P5Q3S7|A0A2P5Q3S7_GOSBA	GT-A	PLN02523(1-490)
tr|A0A2R6P6V2|A0A2R6P6V2_ACTCH	GT-A	PLN02523(42-550)
tr|A0A2R6X0K7|A0A2R6X0K7_MARPO	GT-A	Glyco_tranf_GTA_type(161-481)
tr|A0A2R9CP51|A0A2R9CP51_PANPA	GT-A	GT8_like_1(66-351)
tr|A2X9K6|A2X9K6_ORYSI	GT-A	PLN02523(39-493)
tr|A2YAX4|A2YAX4_ORYSI	GT-A	PLN02523(54-504)
tr|B7PBG6|B7PBG6_IXOSC	GT-A	Glyco_tranf_GTA_type(7-284)
tr|B8AIA4|B8AIA4_ORYSI	GT-A	PLN02523(41-532)
tr|B9GK46|B9GK46_POPTR	GT-A	Glyco_tranf_GTA_type(119-352)
tr|B9GQM0|B9GQM0_POPTR	GT-A	PLN02523(1-554)
tr|C3YRN2|C3YRN2_BRAFL	GT-A	Glyco_tranf_GTA_type(3-289)
tr|C5KMK8|C5KMK8_PERM5	GT-A	Glyco_tranf_GTA_type(46-330)
tr|C5XSH7|C5XSH7_SORBI	GT-A	PLN02523(38-533)
tr|C5XYT1|C5XYT1_SORBI	GT-A	PLN02523(48-492)
tr|C5Z730|C5Z730_SORBI	GT-A	PLN02523(75-504)
tr|E0CTB1|E0CTB1_VITVI	GT-A	Glyco_tranf_GTA_type(110-339)
tr|E1BX23|E1BX23_CHICK	GT-A	GT8_like_1(67-352)
tr|E2RHS9|E2RHS9_CANLF	GT-A	Glyco_tranf_GTA_type(69-336)
tr|E9HM80|E9HM80_DAPPU	GT-A	Glyco_tranf_GTA_type(59-317)
tr|F6RSH4|F6RSH4_ORNAN	GT-A	Glyco_tranf_GTA_type(69-336)
tr|F6S7X0|F6S7X0_MONDO	GT-A	GT8_like_1(66-351)
tr|F6U7E1|F6U7E1_CALJA	GT-A	GT8_like_1(66-351)
tr|F6WXY9|F6WXY9_XENTR	GT-A	Glyco_tranf_GTA_type(48-339)
tr|F7DMZ7|F7DMZ7_HORSE	GT-A	GT8_like_1(66-351)
tr|F7DT45|F7DT45_HORSE	GT-A	Glyco_tranf_GTA_type(51-336)
tr|F7I952|F7I952_CALJA	GT-A	Glyco_tranf_GTA_type(51-336)
tr|G1KGL7|G1KGL7_ANOCA	GT-A	GT8_like_1(67-350)
tr|G1KS63|G1KS63_ANOCA	GT-A	Glyco_tranf_GTA_type(52-337)
tr|G1LJA0|G1LJA0_AILME	GT-A	Glyco_tranf_GTA_type(53-336)
tr|G1LPB1|G1LPB1_AILME	GT-A	GT8_like_1(66-351)
tr|G1MQ81|G1MQ81_MELGA	GT-A	GT8_like_1(31-320)
tr|G1NJY4|G1NJY4_MELGA	GT-A	Glyco_tranf_GTA_type(51-336)
tr|G1NT55|G1NT55_MYOLU	GT-A	Glyco_tranf_GTA_type(64-331)
tr|G1NTZ4|G1NTZ4_MYOLU	GT-A	GT8_like_1(66-351)
tr|G1R6D6|G1R6D6_NOMLE	GT-A	GT8_like_1(66-351)
tr|G1SY15|G1SY15_RABIT	GT-A	GT8_like_1(61-346)
tr|G1TBD8|G1TBD8_RABIT	GT-A	Glyco_tranf_GTA_type(69-336)
tr|G3HQM1|G3HQM1_CRIGR	GT-A	Glyco_tranf_GTA_type(5-290)
tr|G3N525|G3N525_GASAC	GT-A	Glyco_tranf_GTA_type(65-353)
tr|G3Q6T6|G3Q6T6_GASAC	GT-A	Glyco_tranf_GTA_type(61-346)
tr|G3R738|G3R738_GORGO	GT-A	GT8_like_1(66-351)
tr|G3TG95|G3TG95_LOXAF	GT-A	GT8_like_1(66-351)
tr|G3VUZ0|G3VUZ0_SARHA	GT-A	GT8_like_1(65-350)
tr|G5AR41|G5AR41_HETGA	GT-A	Glyco_tranf_GTA_type(83-368)
tr|G5BUM9|G5BUM9_HETGA	GT-A	Glyco_tranf_GTA_type(169-413)
tr|G7L049|G7L049_MEDTR	GT-A	PLN02523(2-433)
tr|G7NZV4|G7NZV4_MACFA	GT-A	GT8_like_1(62-347)
tr|G7PJD3|G7PJD3_MACFA	GT-A	Glyco_tranf_GTA_type(46-331)
tr|H0UTK6|H0UTK6_CAVPO	GT-A	GT8_like_1(66-351)
tr|H0WP67|H0WP67_OTOGA	GT-A	GT8_like_1(66-351)
tr|H0XGM3|H0XGM3_OTOGA	GT-A	Glyco_tranf_GTA_type(69-341)
tr|H0ZLP2|H0ZLP2_TAEGU	GT-A	Glyco_tranf_GTA_type(51-336)
tr|H2MMU9|H2MMU9_ORYLA	GT-A	Glyco_tranf_GTA_type(69-349)
tr|H2QMS3|H2QMS3_PANTR	GT-A	GT8_like_1(66-351)
tr|H2SJ57|H2SJ57_TAKRU	GT-A	GT8_like_1(65-351)
tr|H2V9J1|H2V9J1_TAKRU	GT-A	Glyco_tranf_GTA_type(63-348)
tr|H3C9G0|H3C9G0_TETNG	GT-A	Glyco_tranf_GTA_type(59-345)
tr|H3CCE0|H3CCE0_TETNG	GT-A	Glyco_tranf_GTA_type(13-298)
tr|H3CP85|H3CP85_TETNG	GT-A	Glyco_tranf_GTA_type(65-354)
tr|I1GZK0|I1GZK0_BRADI	GT-A	PLN02523(51-500)
tr|I1I9U3|I1I9U3_BRADI	GT-A	PLN02523(38-522)
tr|I1IFB0|I1IFB0_BRADI	GT-A	PLN02523(2-507)
tr|I1P0L8|I1P0L8_ORYGL	GT-A	PLN02523(41-532)
tr|I1P484|I1P484_ORYGL	GT-A	PLN02523(39-493)
tr|I1Q0V6|I1Q0V6_ORYGL	GT-A	PLN02523(55-504)
tr|I3K1Q1|I3K1Q1_ORENI	GT-A	Glyco_tranf_GTA_type(61-346)
tr|I3KT90|I3KT90_ORENI	GT-A	GT8_like_1(63-349)
tr|I3LWG7|I3LWG7_ICTTR	GT-A	GT8_like_1(66-351)
tr|I3LYE2|I3LYE2_ICTTR	GT-A	Glyco_tranf_GTA_type(53-338)
tr|J3LD15|J3LD15_ORYBR	GT-A	PLN02523(1-312)
tr|J3LH19|J3LH19_ORYBR	GT-A	PLN02523(38-489)
tr|J3MCM7|J3MCM7_ORYBR	GT-A	PLN02523(16-411)
tr|K3XWH7|K3XWH7_SETIT	GT-A	PLN02523(98-502)
tr|K3YRH3|K3YRH3_SETIT	GT-A	PLN02523(38-532)
tr|K3Z0I2|K3Z0I2_SETIT	GT-A	PLN02523(46-490)
tr|K4CAI6|K4CAI6_SOLLC	GT-A	PLN02523(3-557)
tr|K7FPU0|K7FPU0_PELSI	GT-A	Glyco_tranf_GTA_type(70-355)
tr|K7FWK6|K7FWK6_PELSI	GT-A	GT8_like_1(67-354)
tr|K7TW82|K7TW82_MAIZE	GT-A	PLN02523(46-490)
tr|K7VCZ8|K7VCZ8_MAIZE	GT-A	PLN02523(100-501)
tr|M0RIZ0|M0RIZ0_MUSAM	GT-A	PLN02523(10-532)
tr|M0RMK9|M0RMK9_MUSAM	GT-A	PLN02523(3-495)
tr|M0T698|M0T698_MUSAM	GT-A	PLN02523(4-532)
tr|M0TIJ0|M0TIJ0_MUSAM	GT-A	PLN02523(3-497)
tr|M0X9E1|M0X9E1_HORVV	GT-A	PLN02523(2-493)
tr|M1BS80|M1BS80_SOLTU	GT-A	PLN02523(3-557)
tr|M3X085|M3X085_FELCA	GT-A	Glyco_tranf_GTA_type(69-336)
tr|M3YKV0|M3YKV0_MUSPF	GT-A	Glyco_tranf_GTA_type(53-336)
tr|M3YZB4|M3YZB4_MUSPF	GT-A	GT8_like_1(66-351)
tr|M3ZPA6|M3ZPA6_XIPMA	GT-A	GT8_like_1(65-351)
tr|M3ZSF8|M3ZSF8_XIPMA	GT-A	Glyco_tranf_GTA_type(4-289)
tr|M4D9R9|M4D9R9_BRARP	GT-A	PLN02523(1-558)
tr|M7YX77|M7YX77_TRIUA	GT-A	PLN02523(1-268)
tr|M7ZC87|M7ZC87_TRIUA	GT-A	PLN02523(1-250)
tr|M8A0C4|M8A0C4_TRIUA	GT-A	PLN02523(1-252)
tr|Q29RA8|Q29RA8_DANRE	GT-A	Glyco_tranf_GTA_type(57-343)
