tr|A0A0K8P9Y5|A0A0K8P9Y5_9CHLR	Uncharacterized|Uncharacterized|GT-A	DUF4422(126-365)|DUF4422(404-645)|GT8_A4GalT_like(680-939)
tr|A0A1G9WN81|A0A1G9WN81_9FIRM	GT-A	GT8_A4GalT_like(4-259)
tr|A0A1H0YZ22|A0A1H0YZ22_9RHOB	GT-A	Glyco_tranf_GTA_type(79-197)
tr|A0A1H1LL09|A0A1H1LL09_9ACTN	GT-A	GT8_A4GalT_like(21-281)
tr|A0A1H1M920|A0A1H1M920_9ACTN	GT-A	Glyco_tranf_GTA_type(610-747)
tr|A0A1H1PU04|A0A1H1PU04_9FLAO	GT-A	Glyco_tranf_GTA_type(11-251)
tr|A0A1H1QUQ7|A0A1H1QUQ7_9FLAO	GT-A	GT8_A4GalT_like(1-258)
tr|A0A1H2QHE4|A0A1H2QHE4_9BACI	GT-A	GT8_A4GalT_like(13-257)
tr|A0A1H2RK57|A0A1H2RK57_9BACI	GT-A	Glyco_tranf_GTA_type(13-252)
tr|A0A1H2RW96|A0A1H2RW96_9BACI	GT-A	GT8_A4GalT_like(13-255)
tr|A0A1H3EH51|A0A1H3EH51_9PROT	GT-A	Glyco_tranf_GTA_type(4-129)
tr|A0A1H3G5X4|A0A1H3G5X4_9GAMM	GT-A	GT8_A4GalT_like(2-247)
tr|A0A1H3KWC6|A0A1H3KWC6_9RHOB	GT-A	Glyco_tranf_GTA_type(69-205)
tr|A0A1H3X136|A0A1H3X136_9FIRM	GT-A	GT8_A4GalT_like(1-255)
tr|A0A1H4BUH8|A0A1H4BUH8_9BACT	GT-A	GT8_A4GalT_like(7-261)
tr|A0A1H4CEG7|A0A1H4CEG7_9FIRM	GT-A	GT8_A4GalT_like(1-260)
tr|A0A1H4CVT5|A0A1H4CVT5_9RHOB	GT-A	GT8_A4GalT_like(35-269)
tr|A0A1H4GK82|A0A1H4GK82_9SPHI	GT-A	GT8_A4GalT_like(7-238)
tr|A0A1H4UMU8|A0A1H4UMU8_9BACL	GT-A	GT8_A4GalT_like(4-236)
tr|A0A1H4UN53|A0A1H4UN53_9BACL	GT-A	GT8_A4GalT_like(7-242)
tr|A0A1H4UNJ5|A0A1H4UNJ5_9BACL	GT-A	GT8_A4GalT_like(4-234)
tr|A0A1H5RWU6|A0A1H5RWU6_9BACT	GT-A	GT8_A4GalT_like(1-223)
tr|A0A1H5TFV2|A0A1H5TFV2_9FIRM	GT-A	Glyco_tranf_GTA_type(1-247)
tr|A0A1H5THH5|A0A1H5THH5_9FIRM	GT-A	GT8_A4GalT_like(5-246)
tr|A0A1H5WSR4|A0A1H5WSR4_9FIRM	GT-A	GT8_A4GalT_like(1-256)
tr|A0A1H6CL48|A0A1H6CL48_9SPHI	GT-A	GT8_A4GalT_like(5-250)
tr|A0A1H6EVI1|A0A1H6EVI1_9ACTN	GT-A	GT8_A4GalT_like(8-263)
tr|A0A1H6SSW1|A0A1H6SSW1_9LACT	GT-A	GT8_A4GalT_like(2-255)
tr|A0A1H6TAR2|A0A1H6TAR2_9BACT	GT-A	Glyco_tranf_GTA_type(1-254)
tr|A0A1H7CL24|A0A1H7CL24_9FIRM	GT-A	GT8_A4GalT_like(2-239)
tr|A0A1H7F8H6|A0A1H7F8H6_9LACT	GT-A	GT8_A4GalT_like(2-252)
tr|A0A1H7IIZ3|A0A1H7IIZ3_9SPHI	GT-A	GT8_A4GalT_like(7-243)
tr|A0A1H7YHN2|A0A1H7YHN2_9GAMM	GT-A	Glyco_tranf_GTA_type(12-254)
tr|A0A1H7ZYC6|A0A1H7ZYC6_9BACT	GT-A	Glyco_tranf_GTA_type(1-125)
tr|A0A1H8CLR9|A0A1H8CLR9_9RHOB	GT-A	Glyco_tranf_GTA_type(8-271)
tr|A0A1H8HMA5|A0A1H8HMA5_9BACT	GT-A	GT8_A4GalT_like(7-243)
tr|A0A1H8I4I4|A0A1H8I4I4_9RHOB	GT-A	GT8_A4GalT_like(14-266)
tr|A0A1H8IAI5|A0A1H8IAI5_9BACL	GT-A	GT8_A4GalT_like(8-250)
tr|A0A1H8YGS5|A0A1H8YGS5_9PROT	GT-A	GT8_A4GalT_like(26-270)
tr|A0A1H8Z8A4|A0A1H8Z8A4_9RHIZ	GT-A	GT8_A4GalT_like(6-248)
tr|A0A1H9C2R4|A0A1H9C2R4_9FIRM	GT-A	GT8_A4GalT_like(7-261)
tr|A0A1H9EBK8|A0A1H9EBK8_9RHIZ	GT-A	GT8_A4GalT_like(4-245)
tr|A0A1H9EL34|A0A1H9EL34_9LACT	GT-A	GT8_A4GalT_like(1-247)
tr|A0A1H9FRY0|A0A1H9FRY0_9FIRM	GT-A	GT8_A4GalT_like(1-249)
tr|A0A1H9GMZ5|A0A1H9GMZ5_9BACT	GT-A	RfaJ(16-300)
tr|A0A1H9HQQ5|A0A1H9HQQ5_9FIRM	GT-A	Glyco_tranf_GTA_type(4-250)
tr|A0A1H9I4A7|A0A1H9I4A7_9FIRM	GT-A	Glyco_tranf_GTA_type(6-277)
tr|A0A1H9IZ62|A0A1H9IZ62_9SPIO	GT-A	GT8_A4GalT_like(10-240)
tr|A0A1H9PM72|A0A1H9PM72_9BACT	GT-A	GT8_A4GalT_like(11-242)
tr|A0A1H9U3W2|A0A1H9U3W2_9SPHI	GT-A	Glyco_tranf_GTA_type(2-259)
tr|A0A1H9W222|A0A1H9W222_9RHOB	GT-A	Glyco_tranf_GTA_type(11-207)
tr|A0A1H9X6V1|A0A1H9X6V1_9BACI	GT-A	GT8_A4GalT_like(4-234)
tr|A0A1I0DS82|A0A1I0DS82_9BACI	GT-A	GT8_A4GalT_like(1-249)
tr|A0A1I0FYK5|A0A1I0FYK5_9RHOB	GT-A	Glyco_tranf_GTA_type(53-299)
tr|A0A1I0J3T9|A0A1I0J3T9_9RHOB	GT-A	Glyco_tranf_GTA_type(4-265)
tr|A0A1I0NSS8|A0A1I0NSS8_9BACT	GT-A	GT8_A4GalT_like(1-252)
tr|A0A1I0PPK8|A0A1I0PPK8_9BACT	GT-A	GT8_A4GalT_like(5-255)
tr|A0A1I0PPL1|A0A1I0PPL1_9BACT	GT-A	GT8_A4GalT_like(1-252)
tr|A0A1I0Q9F4|A0A1I0Q9F4_9BACT	GT-A	GT8_A4GalT_like(11-260)
tr|A0A1I0RRC4|A0A1I0RRC4_9BACT	GT-A	Glyco_tranf_GTA_type(1-241)
tr|A0A1I0SS10|A0A1I0SS10_9SPHI	GT-A	GT8_A4GalT_like(8-244)
tr|A0A1I0X013|A0A1I0X013_9BACI	GT-A	GT8_A4GalT_like(1-249)
tr|A0A1I0ZZ30|A0A1I0ZZ30_9BACT	GT-A	GT8_A4GalT_like(9-254)
tr|A0A1I1BPP2|A0A1I1BPP2_9RHIZ	GT-A	Glyco_tranf_GTA_type(22-287)
tr|A0A1I1EPB0|A0A1I1EPB0_9FIRM	GT-A	GT8_A4GalT_like(1-259)
tr|A0A1I1HUJ5|A0A1I1HUJ5_9LACT	GT-A	GT8_A4GalT_like(2-254)
tr|A0A1I1HXP1|A0A1I1HXP1_9RHOB	GT-A	GT8_A4GalT_like(4-261)
tr|A0A1I1Q4Q8|A0A1I1Q4Q8_9RHOB	GT-A	Glyco_tranf_GTA_type(27-269)
tr|A0A1I1R7T3|A0A1I1R7T3_9LACO	GT-A	GT8_A4GalT_like(11-259)
tr|A0A1I1WAE4|A0A1I1WAE4_9BACT	GT-A	GT8_A4GalT_like(26-243)
tr|A0A1I1X951|A0A1I1X951_9BACT	GT-A	Glyco_tranf_GTA_type(1-241)
tr|A0A1I2QHS1|A0A1I2QHS1_9FIRM	GT-A	GT8_A4GalT_like(8-263)
tr|A0A1I2RJS0|A0A1I2RJS0_9FIRM	GT-A	GT8_A4GalT_like(6-265)
tr|A0A1I2X0Z0|A0A1I2X0Z0_9BACT	GT-A	GT8_A4GalT_like(1-239)
tr|A0A1I2X366|A0A1I2X366_9RHOB	GT-A	GT8_A4GalT_like(1-233)
tr|A0A1I3CU03|A0A1I3CU03_9LACT	GT-A	GT8_A4GalT_like(1-249)
tr|A0A1I3SDU8|A0A1I3SDU8_9BRAD	GT-A	GT8_A4GalT_like(7-273)
tr|A0A1I4F785|A0A1I4F785_9FIRM	GT-A	GT8_A4GalT_like(3-262)
tr|A0A1I4KFW6|A0A1I4KFW6_9RHOB	GT-A	GT8_A4GalT_like(10-244)
tr|A0A1I5BTW7|A0A1I5BTW7_9FIRM	GT-A	GT8_A4GalT_like(6-252)
tr|A0A1I5HKW4|A0A1I5HKW4_9BACT	GT-A	GT8_A4GalT_like(3-245)
tr|A0A1I5SVX0|A0A1I5SVX0_9FIRM	GT-A	GT8_A4GalT_like(1-246)
tr|A0A1I5UXR0|A0A1I5UXR0_9LACT	GT-A	GT8_A4GalT_like(1-251)
tr|A0A1I5WAR9|A0A1I5WAR9_9FIRM	GT-A	GT8_A4GalT_like(1-249)
tr|A0A1I5Y6I3|A0A1I5Y6I3_9BACT	GT-A	Glyco_tranf_GTA_type(83-247)
tr|A0A1I6KAZ8|A0A1I6KAZ8_9MICO	GT-A	GT8_A4GalT_like(9-269)
tr|A0A1I6MUZ1|A0A1I6MUZ1_9RHOB	GT-A	Glyco_tranf_GTA_type(8-248)
tr|A0A1I6ZUV8|A0A1I6ZUV8_9FLAO	GT-A	GT8_A4GalT_like(3-252)
tr|A0A1I7NW30|A0A1I7NW30_9RHIZ	GT-A	GT8_A4GalT_like(5-247)
tr|A0A1J1LRV1|A0A1J1LRV1_9CYAN	GT-A	Glyco_tranf_GTA_type(6-231)
tr|A0A1J4J5P0|A0A1J4J5P0_9EUKA	GT-A	Glyco_tranf_GTA_type(99-261)
tr|A0A1J4KF47|A0A1J4KF47_9EUKA	GT-A	Glyco_tranf_GTA_type(63-247)
tr|A0A1J4KLE5|A0A1J4KLE5_9EUKA	GT-A	Glyco_tranf_GTA_type(51-266)
tr|A0A1J4NAS5|A0A1J4NAS5_9ACTN	GT-A	Glyco_tranf_GTA_type(546-768)
tr|A0A1K1N8E2|A0A1K1N8E2_SELRU	GT-A	Glyco_tranf_GTA_type(2-246)
tr|A0A1K1N8J2|A0A1K1N8J2_SELRU	GT-A	Glyco_tranf_GTA_type(13-270)
tr|A0A1K2FJ13|A0A1K2FJ13_9ACTN	GT-A	Glyco_tranf_GTA_type(6-258)
tr|A0A1K2HU26|A0A1K2HU26_9RHIZ	GT-A	GT8_A4GalT_like(24-287)
tr|A0A1K2IKL4|A0A1K2IKL4_9FLAO	GT-A	Glyco_tranf_GTA_type(1-251)
tr|A0A1L3GEL7|A0A1L3GEL7_PELAE	GT-A	GT8_A4GalT_like(4-245)
tr|A0A1L3MFP5|A0A1L3MFP5_9MICO	GT-A	Glyco_tranf_GTA_type(681-928)
tr|A0A1L4BY62|A0A1L4BY62_9LACT	GT-A	GT8_A4GalT_like(5-252)
tr|A0A1L8P9I0|A0A1L8P9I0_9LACT	GT-A	GT8_A4GalT_like(2-254)
tr|A0A1L8QPZ3|A0A1L8QPZ3_9ENTE	GT-A	GT8_A4GalT_like(3-251)
tr|A0A1L8STU4|A0A1L8STU4_9ENTE	GT-A	GT8_A4GalT_like(1-251)
tr|A0A1L8SU72|A0A1L8SU72_9ENTE	GT-A	GT8_A4GalT_like(8-258)
tr|A0A1L8TLI6|A0A1L8TLI6_9ENTE	GT-A	GT8_A4GalT_like(2-214)
tr|A0A1L8TLQ1|A0A1L8TLQ1_9ENTE	GT-A	GT8_A4GalT_like(8-258)
tr|A0A1L8WPC9|A0A1L8WPC9_9ENTE	GT-A	GT8_A4GalT_like(2-239)
tr|A0A1L8WPW9|A0A1L8WPW9_9ENTE	GT-A	GT8_A4GalT_like(8-258)
tr|A0A1L9BTD8|A0A1L9BTD8_9RHOB	GT-A	Glyco_tranf_GTA_type(30-240)
tr|A0A1M3KKV3|A0A1M3KKV3_9RHIZ	GT-A	Glyco_tranf_GTA_type(15-192)
tr|A0A1M4NDQ5|A0A1M4NDQ5_9CLOT	GT-A	GT8_A4GalT_like(7-255)
tr|A0A1M4SNW9|A0A1M4SNW9_9FIRM	GT-A	GT8_A4GalT_like(4-248)
tr|A0A1M4URX0|A0A1M4URX0_9RHOB	GT-A	GT8_A4GalT_like(25-275)
tr|A0A1M4US15|A0A1M4US15_9RHOB	GT-A	GT8_A4GalT_like(19-267)
tr|A0A1M4WMI4|A0A1M4WMI4_9LACT	GT-A	GT8_A4GalT_like(1-251)
tr|A0A1M4YY04|A0A1M4YY04_9BACE	GT-A	GT8_A4GalT_like(1-251)
tr|A0A1M5I058|A0A1M5I058_9FLAO	GT-A	Glyco_tranf_GTA_type(1-251)
tr|A0A1M5I0S0|A0A1M5I0S0_9FLAO	GT-A	Glyco_tranf_GTA_type(157-299)
tr|A0A1M5NCS5|A0A1M5NCS5_9BACT	GT-A	GT8_A4GalT_like(4-238)
tr|A0A1M5RPC3|A0A1M5RPC3_9FIRM	GT-A	GT8_A4GalT_like(4-251)
tr|A0A1M5SW73|A0A1M5SW73_9RHOB	GT-A	GT8_A4GalT_like(7-265)
tr|A0A1M5UZ67|A0A1M5UZ67_9CLOT	GT-A	GT8_A4GalT_like(3-258)
tr|A0A1M5WS37|A0A1M5WS37_9BACI	GT-A	GT8_A4GalT_like(1-249)
tr|A0A1M6B4K5|A0A1M6B4K5_9CLOT	GT-A	GT8_A4GalT_like(2-250)
tr|A0A1M6C451|A0A1M6C451_9RHOB	GT-A	Glyco_tranf_GTA_type(58-255)
tr|A0A1M6G3X2|A0A1M6G3X2_9RHOB	GT-A	Glyco_tranf_GTA_type(18-260)
tr|A0A1M6HZG6|A0A1M6HZG6_9RHOB	GT-A	GT8_A4GalT_like(1-253)
tr|A0A1M6PPG0|A0A1M6PPG0_9BACT	GT-A	Glyco_tranf_GTA_type(52-196)
tr|A0A1M6PUM0|A0A1M6PUM0_9BACT	GT-A	Glyco_tranf_GTA_type(16-157)
tr|A0A1M6QK74|A0A1M6QK74_9BACT	GT-A	Glyco_tranf_GTA_type(16-157)
tr|A0A1M6T520|A0A1M6T520_9FIRM	GT-A	Glyco_tranf_GTA_type(3-246)
tr|A0A1M6UL60|A0A1M6UL60_9BACT	GT-A	Glyco_tranf_GTA_type(92-230)
tr|A0A1M6VZF7|A0A1M6VZF7_9ALTE	GT-A	GT8_A4GalT_like(5-249)
tr|A0A1M6VZZ1|A0A1M6VZZ1_9ALTE	GT-A	GT8_A4GalT_like(14-259)
tr|A0A1M7B0H2|A0A1M7B0H2_9BACT	GT-A	Glyco_tranf_GTA_type(14-234)
tr|A0A1M7E8S0|A0A1M7E8S0_9BACT	GT-A	Glyco_tranf_GTA_type(92-237)
tr|A0A1M7EH29|A0A1M7EH29_9RHOB	GT-A	GT8_A4GalT_like(3-225)
tr|A0A1M7T7E4|A0A1M7T7E4_9DELT	GT-A	GT8_A4GalT_like(4-255)
tr|A0A1M7Y828|A0A1M7Y828_9FIRM	GT-A	GT8_A4GalT_like(2-255)
tr|A0A1M7Z3Q5|A0A1M7Z3Q5_9BACT	GT-A	GT8_A4GalT_like(9-254)
tr|A0A1N6FBB8|A0A1N6FBB8_9RHOB	GT-A	Glyco_tranf_GTA_type(15-279)
tr|A0A1N6HMA1|A0A1N6HMA1_9LACT	GT-A	GT8_A4GalT_like(6-255)
tr|A0A1N6I0W1|A0A1N6I0W1_9LACT	GT-A	GT8_A4GalT_like(7-253)
tr|A0A1N6I0Y0|A0A1N6I0Y0_9LACT	GT-A	GT8_A4GalT_like(7-255)
tr|A0A1P8Q2A4|A0A1P8Q2A4_9LACO	GT-A	GT8_A4GalT_like(14-264)
tr|A0A1P9WRE3|A0A1P9WRE3_9BACT	GT-A	GT8_A4GalT_like(9-242)
tr|A0A1Q3KX41|A0A1Q3KX41_9BACT	GT-A	GT8_A4GalT_like(1-249)
tr|A0A1Q3Q8I7|A0A1Q3Q8I7_9BACT	GT-A	Glyco_tranf_GTA_type(30-252)
tr|A0A1Q4AXJ0|A0A1Q4AXJ0_9RHIZ	GT-A	GT8_A4GalT_like(7-263)
tr|A0A1Q4S2A7|A0A1Q4S2A7_9CYAN	GT-A	Glyco_tranf_GTA_type(111-216)
tr|A0A1Q4S2B7|A0A1Q4S2B7_9CYAN	GT-A	GT8_A4GalT_like(7-260)
tr|A0A1Q4S4G2|A0A1Q4S4G2_9CYAN	GT-A	GT8_A4GalT_like(10-264)
tr|A0A1Q4X5V0|A0A1Q4X5V0_9PSEU	GT-A	GT8_A4GalT_like(2-225)
tr|A0A1Q5FFT3|A0A1Q5FFT3_9ACTN	GT-A	Glyco_tranf_GTA_type(6-258)
tr|A0A1Q5NDB4|A0A1Q5NDB4_9ACTN	GT-A	Glyco_tranf_GTA_type(6-258)
tr|A0A1Q6V0W1|A0A1Q6V0W1_9BACT	GT-A	GT8_A4GalT_like(7-260)
tr|A0A1Q6V0W9|A0A1Q6V0W9_9BACT	GT-A	GT8_A4GalT_like(7-272)
tr|A0A1Q7VYJ6|A0A1Q7VYJ6_9ACTN	GT-A	GT8_A4GalT_like(9-269)
tr|A0A1Q8QTH5|A0A1Q8QTH5_9FIRM	GT-A	GT8_A4GalT_like(1-252)
tr|A0A1Q8RI23|A0A1Q8RI23_9STRE	GT-A	GT8_A4GalT_like(9-258)
tr|A0A1Q8Z7V4|A0A1Q8Z7V4_9CYAN	GT-A	GT8_A4GalT_like(24-274)
tr|A0A1Q9A0C2|A0A1Q9A0C2_9RHIZ	GT-A	Glyco_tranf_GTA_type(4-198)
tr|A0A1Q9J117|A0A1Q9J117_9FIRM	GT-A	Glyco_tranf_GTA_type(1-246)
tr|A0A1Q9J129|A0A1Q9J129_9FIRM	GT-A	GT8_A4GalT_like(6-248)
tr|A0A1Q9J402|A0A1Q9J402_9FIRM	GT-A	GT8_A4GalT_like(5-250)
tr|A0A1Q9JZU9|A0A1Q9JZU9_9FIRM	GT-A	Glyco_tranf_GTA_type(2-212)
tr|A0A1R0FBV2|A0A1R0FBV2_9RHIZ	GT-A	Glyco_tranf_GTA_type(96-247)
tr|A0A1R4JA67|A0A1R4JA67_9SPHI	GT-A	GT8_A4GalT_like(7-258)
tr|A0A1R4JA78|A0A1R4JA78_9SPHI	GT-A	GT8_A4GalT_like(8-258)
tr|A0A1S2Q393|A0A1S2Q393_9ACTN	GT-A	Glyco_tranf_GTA_type(6-258)
tr|A0A1S2QVJ1|A0A1S2QVJ1_9BACI	GT-A	GT8_A4GalT_like(1-236)
tr|A0A1S2QXC3|A0A1S2QXC3_9BACI	GT-A	Glyco_tranf_GTA_type(9-121)
tr|A0A1S2VCN1|A0A1S2VCN1_9BACT	GT-A	Glyco_tranf_GTA_type(83-212)
tr|A0A1S2VPT5|A0A1S2VPT5_9BACT	GT-A	Glyco_tranf_GTA_type(1-152)
tr|A0A1S8D1Y2|A0A1S8D1Y2_9PROT	GT-A	GT8_A4GalT_like(4-246)
tr|A0A1S9C048|A0A1S9C048_9FIRM	GT-A	Glyco_tranf_GTA_type(4-188)
tr|A0A1T0A8N5|A0A1T0A8N5_9GAMM	GT-A	GT8_A4GalT_like(40-285)
tr|A0A1T0AZX7|A0A1T0AZX7_9PAST	GT-A	GT8_A4GalT_like(19-251)
tr|A0A1T2KY12|A0A1T2KY12_9GAMM	GT-A	GT8_A4GalT_like(32-277)
tr|A0A1T2XC63|A0A1T2XC63_9BACL	GT-A	GT8_A4GalT_like(11-239)
tr|A0A1T4KFX4|A0A1T4KFX4_9FIRM	GT-A	GT8_A4GalT_like(2-250)
tr|A0A1T4KHT2|A0A1T4KHT2_9ACTN	GT-A	GT8_A4GalT_like(1-256)
tr|A0A1T4KY12|A0A1T4KY12_9SPIO	GT-A	GT8_A4GalT_like(1-255)
tr|A0A1T4MET3|A0A1T4MET3_9SPIO	GT-A	Glyco_tranf_GTA_type(12-236)
tr|A0A1T4NSD7|A0A1T4NSD7_9SPIO	GT-A	GT8_A4GalT_like(9-252)
tr|A0A1T4NT10|A0A1T4NT10_9SPIO	GT-A	Glyco_tranf_GTA_type(2-226)
tr|A0A1T4PAV7|A0A1T4PAV7_9SPIO	GT-A	Glyco_tranf_GTA_type(15-241)
tr|A0A1T4WAB2|A0A1T4WAB2_9CLOT	GT-A	GT8_A4GalT_like(1-248)
tr|A0A1T5ESQ3|A0A1T5ESQ3_9FIRM	GT-A	GT8_A4GalT_like(3-261)
tr|A0A1T5FFV8|A0A1T5FFV8_9BACT	GT-A	Glyco_tranf_GTA_type(1-152)
tr|A0A1T5II56|A0A1T5II56_9BACT	GT-A	GT8_A4GalT_like(2-246)
tr|A0A1T5K949|A0A1T5K949_9BACT	GT-A	GT8_A4GalT_like(3-247)
tr|A0A1U7CMU6|A0A1U7CMU6_9BACT	GT-A	Glyco_tranf_GTA_type(1-113)
tr|A0A1U9K7P5|A0A1U9K7P5_9BACL	GT-A	GT8_A4GalT_like(1-249)
tr|A0A1V0DHH7|A0A1V0DHH7_9BACT	GT-A	GT8_A4GalT_like(1-239)
tr|A0A1V0GS59|A0A1V0GS59_9RHOB	GT-A	Glyco_tranf_GTA_type(82-341)
tr|A0A1V1PIL4|A0A1V1PIL4_9PROT	GT-A	GT8_A4GalT_like(5-241)
tr|A0A1V2M0M8|A0A1V2M0M8_9FIRM	GT-A	Glyco_tranf_GTA_type(4-271)
tr|A0A1V2RTP9|A0A1V2RTP9_9ACTN	GT-A	GT8_A4GalT_like(8-252)
tr|A0A1V2YF43|A0A1V2YF43_9FIRM	GT-A	Glyco_tranf_GTA_type(11-270)
tr|A0A1V2YFB5|A0A1V2YFB5_9FIRM	GT-A	Glyco_tranf_GTA_type(2-233)
tr|A0A1V2YIZ2|A0A1V2YIZ2_9FIRM	GT-A	GT8_A4GalT_like(6-259)
tr|A0A1V2YKL4|A0A1V2YKL4_9FIRM	GT-A	GT8_A4GalT_like(16-276)
tr|A0A1V2YKL6|A0A1V2YKL6_9FIRM	GT-A	GT8_A4GalT_like(18-271)
tr|A0A1V2YKL7|A0A1V2YKL7_9FIRM	GT-A	GT8_A4GalT_like(17-273)
tr|A0A1V3J193|A0A1V3J193_9PAST	GT-A	GT8_A4GalT_like(7-238)
tr|A0A1V3N406|A0A1V3N406_9SPHI	GT-A	Glyco_tranf_GTA_type(8-258)
tr|A0A1V4AYH4|A0A1V4AYH4_9PAST	GT-A	GT8_A4GalT_like(25-257)
tr|A0A1V4AZ42|A0A1V4AZ42_9PAST	GT-A	GT8_A4GalT_like(1-244)
tr|A0A1V4B0U4|A0A1V4B0U4_9PAST	GT-A	GT8_A4GalT_like(1-245)
tr|A0A1V4K3W9|A0A1V4K3W9_PATFA	GT-A	Glyco_tranf_GTA_type(17-279)
tr|A0A1V4SQ48|A0A1V4SQ48_CLOHU	GT-A	Glyco_tranf_GTA_type(15-117)
tr|A0A1W1VAU6|A0A1W1VAU6_9DEIO	GT-A	Glyco_tranf_GTA_type(6-247)
tr|A0A1W1XYJ1|A0A1W1XYJ1_9NEIS	GT-A	Glyco_tranf_GTA_type(5-120)
tr|A0A1W2CEJ8|A0A1W2CEJ8_9FIRM	GT-A	GT8_A4GalT_like(17-248)
tr|A0A1W2CGD3|A0A1W2CGD3_9FIRM	GT-A	GT8_A4GalT_like(15-250)
tr|A0A1W2DFX7|A0A1W2DFX7_9SPHI	GT-A	GT8_A4GalT_like(6-237)
tr|A0A1W2F8S8|A0A1W2F8S8_9PSEU	GT-A	GT8_A4GalT_like(8-267)
tr|A0A1W2F8X5|A0A1W2F8X5_9PSEU	GT-A	GT8_A4GalT_like(7-263)
tr|A0A1W6BXT1|A0A1W6BXT1_9PROT	GT-A	GT8_A4GalT_like(2-301)
tr|A0A1W6CU46|A0A1W6CU46_9RHOB	GT-A	Glyco_tranf_GTA_type(16-246)
tr|A0A1W6CYP8|A0A1W6CYP8_9RHOB	GT-A	GT8_A4GalT_like(13-246)
tr|A0A1W6L7Z7|A0A1W6L7Z7_9BURK	GT-A	GT8_A4GalT_like(6-274)
tr|A0A1W6WFD0|A0A1W6WFD0_9FIRM	GT-A	GT8_A4GalT_like(24-285)
tr|A0A1W9J7H8|A0A1W9J7H8_9PROT	GT-A	GT8_A4GalT_like(3-243)
tr|A0A1X4IZ79|A0A1X4IZ79_9RHOB	GT-A	Glyco_tranf_GTA_type(16-259)
tr|A0A1X6YCD2|A0A1X6YCD2_9RHOB	GT-A	Glyco_tranf_GTA_type(3-219)
tr|A0A1X6YN18|A0A1X6YN18_9RHOB	GT-A	Glyco_tranf_GTA_type(16-258)
tr|A0A1X6YQ62|A0A1X6YQ62_9RHOB	GT-A	GT8_A4GalT_like(16-251)
tr|A0A1X6Z222|A0A1X6Z222_9RHOB	GT-A	Glyco_tranf_GTA_type(69-210)
tr|A0A1X6ZV59|A0A1X6ZV59_9RHOB	GT-A	GT8_A4GalT_like(13-268)
tr|A0A1X7EIY9|A0A1X7EIY9_9DELT	GT-A	GT8_A4GalT_like(11-272)
tr|A0A1X7N326|A0A1X7N326_9LACT	GT-A	GT8_A4GalT_like(7-253)
tr|A0A1X7N373|A0A1X7N373_9LACT	GT-A	GT8_A4GalT_like(7-255)
tr|A0A1X7N7J8|A0A1X7N7J8_9LACT	GT-A	GT8_A4GalT_like(7-256)
tr|A0A1X9SQD5|A0A1X9SQD5_9PROT	GT-A	Glyco_tranf_GTA_type(9-219)
tr|A0A1X9SQE5|A0A1X9SQE5_9PROT	GT-A	GT8_A4GalT_like(2-302)
tr|A0A1X9YZM8|A0A1X9YZM8_9SPHI	GT-A	Glyco_tranf_GTA_type(80-261)
tr|A0A1Y0ED24|A0A1Y0ED24_9RHOB	GT-A	GT8_A4GalT_like(2-231)
tr|A0A1Y0RGQ8|A0A1Y0RGQ8_9CYAN	GT-A	GT8_A4GalT_like(12-262)
tr|A0A1Y1SHK1|A0A1Y1SHK1_9GAMM	GT-A	GT8_A4GalT_like(9-256)
tr|A0A1Y2AKJ8|A0A1Y2AKJ8_9FUNG	GT-A	Glyco_tranf_GTA_type(332-586)
tr|A0A1Y2B4F1|A0A1Y2B4F1_9FUNG	GT-A	Glyco_tranf_GTA_type(369-601)
tr|A0A1Y2DWH0|A0A1Y2DWH0_9FUNG	GT-A	Glyco_tranf_GTA_type(170-403)
tr|A0A1Y2F9H8|A0A1Y2F9H8_9FUNG	GT-A	Glyco_tranf_GTA_type(327-567)
tr|A0A1Y3TJ91|A0A1Y3TJ91_9FIRM	GT-A	GT8_A4GalT_like(1-248)
tr|A0A1Y3TQ94|A0A1Y3TQ94_9FIRM	GT-A	GT8_A4GalT_like(21-281)
tr|A0A1Y4AA99|A0A1Y4AA99_9BACE	GT-A	GT8_A4GalT_like(2-249)
tr|A0A1Y4BE91|A0A1Y4BE91_9FIRM	GT-A	GT8_A4GalT_like(22-270)
tr|A0A1Y4BSI1|A0A1Y4BSI1_9ACTN	GT-A	GT8_A4GalT_like(18-276)
tr|A0A1Y4BT83|A0A1Y4BT83_9FIRM	GT-A	GT8_A4GalT_like(4-252)
tr|A0A1Y4CU86|A0A1Y4CU86_9DELT	GT-A	GT8_A4GalT_like(15-280)
tr|A0A1Y4CXJ7|A0A1Y4CXJ7_9ACTN	GT-A	GT8_A4GalT_like(18-276)
tr|A0A1Y4D4Q3|A0A1Y4D4Q3_9DELT	GT-A	GT8_A4GalT_like(43-305)
tr|A0A1Y4DLP1|A0A1Y4DLP1_9BACT	GT-A	Glyco_tranf_GTA_type(19-268)
tr|A0A1Y4DR38|A0A1Y4DR38_9ACTN	GT-A	GT8_A4GalT_like(18-276)
tr|A0A1Y4FKY2|A0A1Y4FKY2_9FIRM	GT-A	GT8_A4GalT_like(27-275)
tr|A0A1Y4GGL6|A0A1Y4GGL6_9BACT	GT-A	Glyco_tranf_GTA_type(30-287)
