tr|A0A1S3Y3Q1|A0A1S3Y3Q1_TOBAC	TMhelix|Voltage_gated_ClC|GT-A	TMhelix(89-111)|Voltage_gated_ClC(77-138)|GlcAT-I(192-423)
tr|A8X676|A8X676_CAEBR	GT-A	Glyco_transf_43(29-236)
tr|A9UPY6|A9UPY6_MONBE	GT-A	Glyco_transf_43(21-224)
tr|A9UWL9|A9UWL9_MONBE	GT-A	Glyco_transf_43(74-286)
tr|A9V505|A9V505_MONBE	GT-A	Glyco_transf_43(57-261)
tr|B0WK46|B0WK46_CULQU	GT-A	GlcAT-I(30-250)
tr|B0WPV1|B0WPV1_CULQU	GT-A	GlcAT-I(99-318)
tr|B2GV35|B2GV35_RAT	GT-A	GlcAT-I(75-313)
tr|B3MSL0|B3MSL0_DROAN	GT-A	GlcAT-I(52-286)
tr|B3RKX0|B3RKX0_TRIAD	GT-A	GlcAT-I(3-230)
tr|B4FRL7|B4FRL7_MAIZE	GT-A	Glyco_tranf_GTA_type(12-365)
tr|B4JNG3|B4JNG3_DROGR	GT-A	GlcAT-I(52-285)
tr|B4L6N5|B4L6N5_DROMO	GT-A	GlcAT-I(52-285)
tr|B4M7M8|B4M7M8_DROVI	GT-A	GlcAT-I(52-285)
tr|B4Q7U6|B4Q7U6_DROSI	GT-A	GlcAT-I(36-255)
tr|B4R4F3|B4R4F3_DROSI	GT-A	GlcAT-I(50-284)
tr|B6STW3|B6STW3_MAIZE	GT-A	Glyco_tranf_GTA_type(1-336)
tr|B7PTI6|B7PTI6_IXOSC	GT-A	Glyco_transf_43(57-253)
tr|B7PW72|B7PW72_IXOSC	GT-A	GlcAT-I(82-311)
tr|B8ALK3|B8ALK3_ORYSI	GT-A	Glyco_tranf_GTA_type(21-342)
tr|B8AVK4|B8AVK4_ORYSI	GT-A	Glyco_tranf_GTA_type(170-402)
tr|B9MT92|B9MT92_POPTR	GT-A	PLN02458(1-340)
tr|B9SGQ5|B9SGQ5_RICCO	GT-A	PLN02458(1-348)
tr|C5WNK7|C5WNK7_SORBI	GT-A	Glyco_tranf_GTA_type(9-345)
tr|C5X6H1|C5X6H1_SORBI	GT-A	Glyco_tranf_GTA_type(40-372)
tr|C5Y942|C5Y942_SORBI	GT-A	Glyco_tranf_GTA_type(178-409)
tr|D6W689|D6W689_TRICA	GT-A	GlcAT-I(68-289)
tr|D7LJP1|D7LJP1_ARALL	GT-A	PLN02458(1-350)
tr|D8QW45|D8QW45_SELML	GT-A	GlcAT-I(105-335)
tr|D8RYS5|D8RYS5_SELML	GT-A	Glyco_tranf_GTA_type(192-393)
tr|D8S0C7|D8S0C7_SELML	GT-A	Glyco_transf_43(182-454)
tr|D8SAS5|D8SAS5_SELML	GT-A	GlcAT-I(105-335)
tr|D8SB14|D8SB14_SELML	GT-A	Glyco_transf_43(182-451)
tr|D8SUZ3|D8SUZ3_SELML	GT-A	Glyco_tranf_GTA_type(192-395)
tr|E0VA90|E0VA90_PEDHC	GT-A	GlcAT-I(104-321)
tr|E0VR40|E0VR40_PEDHC	GT-A	GlcAT-I(31-258)
tr|E2AJY7|E2AJY7_CAMFO	GT-A	GlcAT-I(139-359)
tr|E2ATZ4|E2ATZ4_CAMFO	GT-A	GlcAT-I(134-363)
tr|E2C162|E2C162_HARSA	GT-A	Glyco_transf_43(209-408)
tr|E3L5L0|E3L5L0_PUCGT	GT-A	Glyco_tranf_GTA_type(19-206)
tr|E3LNC2|E3LNC2_CAERE	GT-A	Glyco_transf_43(87-291)
tr|E3M5S6|E3M5S6_CAERE	GT-A	Glyco_transf_43(25-230)
tr|E3NM27|E3NM27_CAERE	GT-A	Glyco_transf_43(1-211)
tr|E3NSX7|E3NSX7_CAERE	GT-A	Glyco_transf_43(25-230)
tr|E5S7S6|E5S7S6_TRISP	GT-A	GlcAT-I(28-252)
tr|E9GEJ3|E9GEJ3_DAPPU	GT-A	Glyco_transf_43(27-226)
tr|E9GEM1|E9GEM1_DAPPU	GT-A	Glyco_transf_43(22-220)
tr|E9HHG8|E9HHG8_DAPPU	GT-A	GlcAT-I(195-412)
tr|E9IBS1|E9IBS1_SOLIN	GT-A	GlcAT-I(140-365)
tr|F1MQ60|F1MQ60_BOVIN	GT-A	Glyco_transf_43(105-313)
tr|F1NQ32|F1NQ32_CHICK	GT-A	Glyco_transf_43(115-325)
tr|F1PDW1|F1PDW1_CANLF	GT-A	Glyco_transf_43(132-342)
tr|F1Q4I9|F1Q4I9_CANLF	GT-A	GlcAT-I(75-313)
tr|F4W8P6|F4W8P6_ACREC	GT-A	GlcAT-I(140-359)
tr|F6UN48|F6UN48_HORSE	GT-A	Glyco_transf_43(105-315)
tr|F6WN57|F6WN57_XENTR	GT-A	GlcAT-I(5-225)
tr|F6ZIQ5|F6ZIQ5_MONDO	GT-A	GlcAT-I(75-313)
tr|F6ZVY0|F6ZVY0_CIOIN	GT-A	GlcAT-I(67-284)
tr|F7AG73|F7AG73_HORSE	GT-A	GlcAT-I(75-313)
tr|F7EZN6|F7EZN6_ORNAN	GT-A	Glyco_tranf_GTA_type(54-263)
tr|F7IBB7|F7IBB7_CALJA	GT-A	GlcAT-I(75-313)
tr|F8W289|F8W289_DANRE	GT-A	GlcAT-I(72-308)
tr|G0N2G3|G0N2G3_CAEBE	GT-A	Glyco_transf_43(96-301)
tr|G1KCZ6|G1KCZ6_ANOCA	GT-A	Glyco_transf_43(114-324)
tr|G1KHW1|G1KHW1_ANOCA	GT-A	GlcAT-I(53-282)
tr|G1LJ88|G1LJ88_AILME	GT-A	GlcAT-I(70-308)
tr|G1NNC4|G1NNC4_MELGA	GT-A	Glyco_transf_43(115-325)
tr|G1NT64|G1NT64_MYOLU	GT-A	GlcAT-I(75-311)
tr|G1TDA9|G1TDA9_RABIT	GT-A	GlcAT-I(77-315)
tr|G3T4M9|G3T4M9_LOXAF	GT-A	Glyco_tranf_GTA_type(54-281)
tr|G3T882|G3T882_LOXAF	GT-A	Glyco_transf_43(72-282)
tr|G3VNI0|G3VNI0_SARHA	GT-A	GlcAT-I(75-313)
tr|G4V7E4|G4V7E4_SCHMA	GT-A	Glyco_transf_43(1-212)
tr|G5AYH7|G5AYH7_HETGA	GT-A	GlcAT-I(75-313)
tr|G7PPU0|G7PPU0_MACFA	GT-A	GlcAT-I(48-286)
tr|G7Y7G2|G7Y7G2_CLOSI	GT-A	GlcAT-I(39-264)
tr|H0W372|H0W372_CAVPO	GT-A	GlcAT-I(75-313)
tr|H0X4R4|H0X4R4_OTOGA	GT-A	GlcAT-I(77-315)
tr|H0ZT48|H0ZT48_TAEGU	GT-A	GlcAT-I(14-245)
tr|H2MHW0|H2MHW0_ORYLA	GT-A	Glyco_transf_43(104-317)
tr|H2MYZ7|H2MYZ7_ORYLA	GT-A	Glyco_transf_43(25-230)
tr|H2N1Z2|H2N1Z2_ORYLA	GT-A	Glyco_transf_43(25-230)
tr|H2NG16|H2NG16_PONAB	GT-A	Glyco_transf_43(48-258)
tr|H2PXP0|H2PXP0_PONAB	GT-A	GlcAT-I(68-306)
tr|H2SIS1|H2SIS1_TAKRU	GT-A	GlcAT-I(79-312)
tr|H2SRH4|H2SRH4_TAKRU	GT-A	Glyco_transf_43(109-319)
tr|H2XK38|H2XK38_CIOIN	GT-A	GlcAT-I(86-303)
tr|H2XWV8|H2XWV8_CIOIN	GT-A	GlcAT-I(5-220)
tr|H2Y656|H2Y656_CIOSA	GT-A	GlcAT-I(92-322)
tr|H3CY82|H3CY82_TETNG	GT-A	Glyco_transf_43(108-318)
tr|H3D8J2|H3D8J2_TETNG	GT-A	GlcAT-I(77-310)
tr|H3DX16|H3DX16_PRIPA	GT-A	Glyco_transf_43(20-206)
tr|H3FFK0|H3FFK0_PRIPA	GT-A	Glyco_transf_43(8-182)
tr|H3FFK5|H3FFK5_PRIPA	GT-A	GlcAT-I(92-332)
tr|H9JG82|H9JG82_BOMMO	GT-A	Glyco_transf_43(4-204)
tr|H9JRV6|H9JRV6_BOMMO	GT-A	GlcAT-I(51-267)
tr|I1H6N1|I1H6N1_BRADI	GT-A	Glyco_tranf_GTA_type(15-348)
tr|I1HB18|I1HB18_BRADI	GT-A	Glyco_tranf_GTA_type(1-320)
tr|I1J2P9|I1J2P9_BRADI	GT-A	Glyco_tranf_GTA_type(164-396)
tr|I1JPJ7|I1JPJ7_SOYBN	GT-A	Glyco_tranf_GTA_type(1-341)
tr|I1L8S9|I1L8S9_SOYBN	GT-A	Glyco_tranf_GTA_type(1-333)
tr|I1MVT8|I1MVT8_SOYBN	GT-A	Glyco_transf_43(177-415)
tr|I1NA65|I1NA65_SOYBN	GT-A	Glyco_tranf_GTA_type(1-340)
tr|I1PA89|I1PA89_ORYGL	GT-A	Glyco_tranf_GTA_type(21-338)
tr|I1PQB9|I1PQB9_ORYGL	GT-A	Glyco_tranf_GTA_type(170-402)
tr|I1QDJ1|I1QDJ1_ORYGL	GT-A	Glyco_tranf_GTA_type(14-335)
tr|I3JCS2|I3JCS2_ORENI	GT-A	Glyco_transf_43(130-340)
tr|I3LK23|I3LK23_PIG	GT-A	GlcAT-I(75-313)
tr|I3M1D2|I3M1D2_ICTTR	GT-A	GlcAT-I(75-313)
tr|J3LMQ3|J3LMQ3_ORYBR	GT-A	Glyco_tranf_GTA_type(5-189)
tr|J3M229|J3M229_ORYBR	GT-A	Glyco_transf_43(1-208)
tr|J3MH13|J3MH13_ORYBR	GT-A	Glyco_transf_43(45-283)
tr|J3MPF8|J3MPF8_ORYBR	GT-A	Glyco_tranf_GTA_type(17-278)
tr|J9JIZ6|J9JIZ6_ACYPI	GT-A	GlcAT-I(118-338)
tr|K1RF19|K1RF19_CRAGI	GT-A	GlcAT-I(14-244)
tr|K3XT72|K3XT72_SETIT	GT-A	Glyco_tranf_GTA_type(1-328)
tr|K3Y797|K3Y797_SETIT	GT-A	Glyco_tranf_GTA_type(173-404)
tr|K3Y7Y8|K3Y7Y8_SETIT	GT-A	Glyco_transf_43(148-359)
tr|K3ZUV0|K3ZUV0_SETIT	GT-A	Glyco_tranf_GTA_type(15-338)
tr|K4ABZ4|K4ABZ4_SETIT	GT-A	Glyco_tranf_GTA_type(9-339)
tr|K4BUC9|K4BUC9_SOLLC	GT-A	GlcAT-I(66-297)
tr|K4CM67|K4CM67_SOLLC	GT-A	GlcAT-I(148-378)
tr|K7LZM1|K7LZM1_SOYBN	GT-A	Glyco_tranf_GTA_type(1-331)
tr|K7VJ83|K7VJ83_MAIZE	GT-A	Glyco_tranf_GTA_type(1-335)
tr|L5KR63|L5KR63_PTEAL	GT-A	GlcAT-I(75-313)
tr|L5L2I5|L5L2I5_PTEAL	GT-A	Glyco_transf_43(214-424)
tr|L5LBQ7|L5LBQ7_MYODS	GT-A	GlcAT-I(71-299)
tr|M0RV45|M0RV45_MUSAM	GT-A	Glyco_tranf_GTA_type(1-304)
tr|M0SE82|M0SE82_MUSAM	GT-A	Glyco_transf_43(193-434)
tr|M0SEE6|M0SEE6_MUSAM	GT-A	Glyco_tranf_GTA_type(1-302)
tr|M0TLU8|M0TLU8_MUSAM	GT-A	Glyco_tranf_GTA_type(1-300)
tr|M0TP24|M0TP24_MUSAM	GT-A	Glyco_tranf_GTA_type(1-322)
tr|M0TSA8|M0TSA8_MUSAM	GT-A	Glyco_tranf_GTA_type(1-333)
tr|M0TXE3|M0TXE3_MUSAM	GT-A	Glyco_tranf_GTA_type(1-298)
tr|M1A7G6|M1A7G6_SOLTU	GT-A	GlcAT-I(65-296)
tr|M3WAD0|M3WAD0_FELCA	GT-A	GlcAT-I(75-313)
tr|M3YD74|M3YD74_MUSPF	GT-A	Glyco_transf_43(204-414)
tr|M3YQZ8|M3YQZ8_MUSPF	GT-A	GlcAT-I(53-291)
tr|M5EDW0|M5EDW0_WHEAT	GT-A	Glyco_tranf_GTA_type(14-335)
tr|M5EF78|M5EF78_WHEAT	GT-A	Glyco_tranf_GTA_type(14-335)
tr|M5VYT6|M5VYT6_PRUPE	GT-A	Glyco_tranf_GTA_type(1-346)
tr|O02304|O02304_CAEEL	GT-A	Glyco_transf_43(60-266)
tr|Q176U6|Q176U6_AEDAE	GT-A	GlcAT-I(18-238)
tr|Q17BE2|Q17BE2_AEDAE	GT-A	GlcAT-I(88-307)
tr|Q3SZB0|Q3SZB0_BOVIN	GT-A	GlcAT-I(75-313)
tr|Q5CAS0|Q5CAS0_CAEBR	GT-A	GlcAT-I(97-327)
tr|Q63ZM6|Q63ZM6_XENLA	GT-A	GlcAT-I(92-323)
tr|Q7PXE6|Q7PXE6_ANOGA	GT-A	GlcAT-I(180-397)
tr|Q7Q847|Q7Q847_ANOGA	GT-A	GlcAT-I(48-274)
tr|Q9XU73|Q9XU73_CAEEL	GT-A	Glyco_transf_43(79-285)
tr|R1E1Q9|R1E1Q9_EMIHU	GT-A	Glyco_tranf_GTA_type(279-516)
tr|R1G7N0|R1G7N0_EMIHU	GT-A	Glyco_tranf_GTA_type(62-272)
tr|T1FYK9|T1FYK9_HELRO	GT-A	GlcAT-I(6-237)
tr|T1HLC9|T1HLC9_RHOPR	GT-A	GlcAT-I(6-236)
tr|T1J0L0|T1J0L0_STRMM	GT-A	GlcAT-I(62-291)
tr|T1JS18|T1JS18_TETUR	GT-A	Glyco_transf_43(140-343)
tr|T1KY59|T1KY59_TETUR	GT-A	GlcAT-I(62-300)
tr|T1N350|T1N350_TRIUA	GT-A	Glyco_transf_43(79-317)
tr|T1NL43|T1NL43_TRIUA	GT-A	Glyco_tranf_GTA_type(1-192)
tr|T1NMS5|T1NMS5_TRIUA	GT-A	Glyco_tranf_GTA_type(107-373)
tr|T1PBR6|T1PBR6_MUSDO	GT-A	GlcAT-I(52-286)
tr|U3DLU8|U3DLU8_CALJA	GT-A	Glyco_transf_43(105-315)
tr|U3JU73|U3JU73_FICAL	GT-A	Glyco_transf_43(115-325)
tr|U3JWY1|U3JWY1_FICAL	GT-A	GlcAT-I(40-266)
tr|U6PI43|U6PI43_HAECO	GT-A	Glyco_transf_43(6-192)
tr|U6PVK3|U6PVK3_HAECO	GT-A	Glyco_transf_43(1-209)
tr|V7BI13|V7BI13_PHAVU	GT-A	Glyco_tranf_GTA_type(1-323)
tr|V7CZP0|V7CZP0_PHAVU	GT-A	Glyco_tranf_GTA_type(1-341)
tr|W1PBI0|W1PBI0_AMBTC	GT-A	Glyco_tranf_GTA_type(1-314)
tr|W4XBK7|W4XBK7_STRPU	GT-A	GlcAT-I(53-283)
tr|W4XL12|W4XL12_STRPU	GT-A	GlcAT-I(44-266)
tr|W4ZEQ2|W4ZEQ2_STRPU	GT-A	GlcAT-I(7-225)
tr|W4ZEQ3|W4ZEQ3_STRPU	GT-A	GlcAT-I(30-248)
tr|W5J9C7|W5J9C7_ANODA	GT-A	GlcAT-I(59-301)
tr|W5JQI6|W5JQI6_ANODA	GT-A	GlcAT-I(149-366)
tr|W5KB24|W5KB24_ASTMX	GT-A	Glyco_transf_43(104-314)
tr|W5KG54|W5KG54_ASTMX	GT-A	Glyco_transf_43(106-316)
tr|W5KW43|W5KW43_ASTMX	GT-A	GlcAT-I(73-308)
tr|W5M5A7|W5M5A7_LEPOC	GT-A	Glyco_transf_43(129-339)
tr|W5PNH7|W5PNH7_SHEEP	GT-A	GlcAT-I(19-238)
tr|W5Q2D4|W5Q2D4_SHEEP	GT-A	GlcAT-I(77-315)
tr|W6NBS8|W6NBS8_HAECO	GT-A	Glyco_transf_43(1-209)
tr|W6U3L4|W6U3L4_ECHGR	GT-A	Glyco_transf_43(48-249)
tr|W6U4W6|W6U4W6_ECHGR	GT-A	Glyco_transf_43(76-352)
tr|W6U6X7|W6U6X7_ECHGR	GT-A	Glyco_transf_43(48-250)
tr|W6UQ25|W6UQ25_ECHGR	GT-A	Glyco_transf_43(34-247)
tr|W6UQ66|W6UQ66_ECHGR	GT-A	GlcAT-I(34-248)
tr|L9JS92|L9JS92_TUPCH	GH31_N|GH31_GANC_GANAB_alpha|DUF5110|GT-A	GH31_N(224-366)|GH31_GANC_GANAB_alpha(366-833)|DUF5110(809-878)|GlcAT-I(988-1226)
tr|A0A0E0E5J8|A0A0E0E5J8_9ORYZ	EH|EHD_N|EHD|GT-A	EH(19-85)|EHD_N(163-194)|EHD(198-442)|Glyco_transf_43(688-926)
tr|A0A1I7UFK0|A0A1I7UFK0_9PELO	DivIC|GT-A	DivIC(15-78)|GlcAT-I(97-327)
tr|E3NB15|E3NB15_CAERE	DivIC|GT-A	DivIC(87-150)|GlcAT-I(169-399)
tr|G0N3Q2|G0N3Q2_CAEBE	DivIC|GT-A	DivIC(15-78)|GlcAT-I(97-327)
tr|G0PFU8|G0PFU8_CAEBE	DivIC|GT-A	DivIC(15-78)|GlcAT-I(97-330)
tr|A0A1J1J935|A0A1J1J935_9DIPT	BAR_ASAPs|Localization|ArfGap_ASAP|Ankyrin|SH3|GT-A|Cym1|UBA_p47|SEP|UBX_UBXN2	BAR_ASAPs(34-248)|PH_ASAP(297-404)|ArfGap_ASAP(422-539)|Ank_2(588-686)|SH3(1076-1129)|GlcAT-I(1131-1351)|Cym1(1375-2222)|UBA_p47(2249-2288)|SEP(2438-2511)|UBX_UBXN2(2558-2628)
