tr|B9S7N5|B9S7N5_RICCO	WRN_exo|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	WRN_exo(39-220)|GT8_Glycogenin(271-517)|TMhelix(534-556)|TMhelix(605-627)|TMhelix(642-664)|TMhelix(702-724)|TMhelix(728-750)
tr|A0A1J7ILD2|A0A1J7ILD2_LUPAN	TMhelix|GT-A	TMhelix(19-38)|Glyco_tranf_GTA_type(259-488)
tr|A0A1J9QXZ9|A0A1J9QXZ9_9PEZI	TMhelix|GT-A	TMhelix(13-35)|Glyco_tranf_GTA_type(79-341)
tr|A0A1J9RIP4|A0A1J9RIP4_9PEZI	TMhelix|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(78-360)
tr|A0A1L9SUG4|A0A1L9SUG4_9EURO	TMhelix|GT-A	TMhelix(9-28)|Glyco_tranf_GTA_type(74-289)
tr|A0A1M2VDV0|A0A1M2VDV0_TRAPU	TMhelix|GT-A	TMhelix(35-57)|Glyco_tranf_GTA_type(89-344)
tr|A0A1N6HAU5|A0A1N6HAU5_9RHOB	TMhelix|GT-A	TMhelix(15-37)|Glyco_tranf_GTA_type(4-276)
tr|A0A1Q3AT29|A0A1Q3AT29_CEPFO	TMhelix|GT-A	TMhelix(53-72)|GT8_Glycogenin(312-557)
tr|A0A1Q3B1H2|A0A1Q3B1H2_CEPFO	TMhelix|GT-A	TMhelix(59-81)|GT8_Glycogenin(313-558)
tr|A0A1Q3D2R4|A0A1Q3D2R4_CEPFO	TMhelix|GT-A	TMhelix(20-39)|GT8_Glycogenin(301-545)
tr|A0A1Q5T5M9|A0A1Q5T5M9_9EURO	TMhelix|GT-A	TMhelix(43-65)|Glyco_tranf_GTA_type(112-361)
tr|A0A1Q9C4S1|A0A1Q9C4S1_SYMMI	TMhelix|GT-A	TMhelix(61-83)|Glyco_tranf_GTA_type(144-378)
tr|A0A1R3GKD7|A0A1R3GKD7_COCAP	TMhelix|GT-A	TMhelix(53-72)|GT8_Glycogenin(312-557)
tr|A0A1R3I8L3|A0A1R3I8L3_COCAP	TMhelix|GT-A	TMhelix(20-39)|GT8_Glycogenin(298-542)
tr|A0A1R3JWC3|A0A1R3JWC3_9ROSI	TMhelix|GT-A	TMhelix(12-31)|GT8_Glycogenin(281-516)
tr|A0A1R3KD62|A0A1R3KD62_COCAP	TMhelix|GT-A	TMhelix(12-31)|GT8_Glycogenin(281-516)
tr|A0A1R3KI04|A0A1R3KI04_9ROSI	TMhelix|GT-A	TMhelix(36-55)|GT8_Glycogenin(295-540)
tr|A0A1S2Y2Q0|A0A1S2Y2Q0_CICAR	TMhelix|GT-A	TMhelix(58-77)|GT8_Glycogenin(312-557)
tr|A0A1S2Y5Z1|A0A1S2Y5Z1_CICAR	TMhelix|GT-A	TMhelix(17-39)|GT8_Glycogenin(302-546)
tr|A0A1S2YDS0|A0A1S2YDS0_CICAR	TMhelix|GT-A	TMhelix(113-135)|GT8_Glycogenin(363-608)
tr|A0A1S3BAQ6|A0A1S3BAQ6_CUCME	TMhelix|GT-A	TMhelix(20-37)|GT8_Glycogenin(293-537)
tr|A0A1S3BZB2|A0A1S3BZB2_CUCME	TMhelix|GT-A	TMhelix(54-76)|GT8_Glycogenin(325-560)
tr|A0A1S3U389|A0A1S3U389_VIGRR	TMhelix|GT-A	TMhelix(17-39)|GT8_Glycogenin(288-532)
tr|A0A1S3U958|A0A1S3U958_VIGRR	TMhelix|GT-A	TMhelix(58-80)|GT8_Glycogenin(313-558)
tr|A0A1S3UC36|A0A1S3UC36_VIGRR	TMhelix|GT-A	TMhelix(17-39)|GT8_Glycogenin(299-543)
tr|A0A1S3VGK4|A0A1S3VGK4_VIGRR	TMhelix|GT-A	TMhelix(19-36)|GT8_Glycogenin(248-483)
tr|A0A1S3W1T4|A0A1S3W1T4_VIGRR	TMhelix|GT-A	TMhelix(55-77)|GT8_Glycogenin(305-550)
tr|A0A1S3XVE7|A0A1S3XVE7_TOBAC	TMhelix|GT-A	TMhelix(12-29)|GT8_Glycogenin(263-497)
tr|A0A1S3YGU0|A0A1S3YGU0_TOBAC	TMhelix|GT-A	TMhelix(46-65)|GT8_Glycogenin(296-541)
tr|A0A1S3ZKR8|A0A1S3ZKR8_TOBAC	TMhelix|GT-A	TMhelix(12-29)|GT8_Glycogenin(263-497)
tr|A0A1S4D6A6|A0A1S4D6A6_TOBAC	TMhelix|GT-A	TMhelix(63-85)|GT8_Glycogenin(345-587)
tr|A0A1U7URF7|A0A1U7URF7_NICSY	TMhelix|GT-A	TMhelix(13-32)|GT8_Glycogenin(290-533)
tr|A0A1U7W969|A0A1U7W969_NICSY	TMhelix|GT-A	TMhelix(12-29)|GT8_Glycogenin(263-497)
tr|A0A1U7W9N1|A0A1U7W9N1_NICSY	TMhelix|GT-A	TMhelix(46-65)|GT8_Glycogenin(296-541)
tr|A0A1U7YX41|A0A1U7YX41_NELNU	TMhelix|GT-A	TMhelix(57-76)|GT8_Glycogenin(316-561)
tr|A0A1U7ZEE8|A0A1U7ZEE8_NELNU	TMhelix|GT-A	TMhelix(56-75)|GT8_Glycogenin(314-559)
tr|A0A1U8A8A6|A0A1U8A8A6_NELNU	TMhelix|GT-A	TMhelix(9-31)|GT8_Glycogenin(289-533)
tr|A0A1U8GF82|A0A1U8GF82_CAPAN	TMhelix|GT-A	TMhelix(12-31)|GT8_Glycogenin(289-533)
tr|A0A1U8IAV7|A0A1U8IAV7_GOSHI	TMhelix|GT-A	TMhelix(12-31)|GT8_Glycogenin(267-504)
tr|A0A1U8JHE0|A0A1U8JHE0_GOSHI	TMhelix|GT-A	TMhelix(19-41)|GT8_Glycogenin(298-542)
tr|A0A1U8JXK5|A0A1U8JXK5_GOSHI	TMhelix|GT-A	TMhelix(20-39)|GT8_Glycogenin(287-531)
tr|A0A1U8KP78|A0A1U8KP78_GOSHI	TMhelix|GT-A	TMhelix(12-31)|GT8_Glycogenin(267-504)
tr|A0A1U8NQ12|A0A1U8NQ12_GOSHI	TMhelix|GT-A	TMhelix(58-80)|GT8_Glycogenin(312-557)
tr|A0A1U8P752|A0A1U8P752_GOSHI	TMhelix|GT-A	TMhelix(12-31)|GT8_Glycogenin(267-504)
tr|A0A1U8PDK9|A0A1U8PDK9_GOSHI	TMhelix|GT-A	TMhelix(19-41)|GT8_Glycogenin(298-542)
tr|A0A1U8PFI8|A0A1U8PFI8_GOSHI	TMhelix|GT-A	TMhelix(12-31)|GT8_Glycogenin(265-502)
tr|A0A1V6N8S3|A0A1V6N8S3_9EURO	TMhelix|GT-A	TMhelix(17-39)|Glyco_tranf_GTA_type(111-376)
tr|A0A1V6QRP3|A0A1V6QRP3_9EURO	TMhelix|GT-A	TMhelix(7-24)|Glyco_tranf_GTA_type(66-292)
tr|A0A1V6R1H0|A0A1V6R1H0_9EURO	TMhelix|GT-A	TMhelix(17-39)|Glyco_tranf_GTA_type(113-378)
tr|A0A1V6XB57|A0A1V6XB57_PENNA	TMhelix|GT-A	TMhelix(16-33)|Glyco_tranf_GTA_type(109-375)
tr|A0A1V8SZ16|A0A1V8SZ16_9PEZI	TMhelix|GT-A	TMhelix(13-32)|Glyco_tranf_GTA_type(72-322)
tr|A0A1V8T456|A0A1V8T456_9PEZI	TMhelix|GT-A	TMhelix(13-32)|Glyco_tranf_GTA_type(72-322)
tr|A0A1V8TZ19|A0A1V8TZ19_9PEZI	TMhelix|GT-A	TMhelix(13-32)|Glyco_tranf_GTA_type(72-322)
tr|A0A1V8UJW2|A0A1V8UJW2_9PEZI	TMhelix|GT-A	TMhelix(13-32)|Glyco_tranf_GTA_type(72-322)
tr|A0A1X0P9J6|A0A1X0P9J6_9TRYP	TMhelix|GT-A	TMhelix(20-42)|Glyco_tranf_GTA_type(255-514)
tr|A0A1X7REV0|A0A1X7REV0_ZYMTR	TMhelix|GT-A	TMhelix(13-32)|Glyco_tranf_GTA_type(66-305)
tr|A0A1Y1V903|A0A1Y1V903_9FUNG	TMhelix|GT-A	TMhelix(62-84)|Glyco_tranf_GTA_type(119-353)
tr|A0A1Y1XJB1|A0A1Y1XJB1_9FUNG	TMhelix|GT-A	TMhelix(71-93)|Glyco_tranf_GTA_type(127-361)
tr|A0A1Y1ZIQ7|A0A1Y1ZIQ7_9PLEO	TMhelix|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(82-320)
tr|A0A1Y1ZK69|A0A1Y1ZK69_9PLEO	TMhelix|GT-A	TMhelix(12-34)|Glyco_tranf_GTA_type(63-304)
tr|A0A1Y2F9E5|A0A1Y2F9E5_9ASCO	TMhelix|GT-A	TMhelix(12-34)|Glyco_tranf_GTA_type(139-388)
tr|A0A1Y3MRF3|A0A1Y3MRF3_PIRSE	TMhelix|GT-A	TMhelix(64-83)|Glyco_tranf_GTA_type(170-352)
tr|A0A1Y3NSZ5|A0A1Y3NSZ5_PIRSE	TMhelix|GT-A	TMhelix(71-93)|Glyco_tranf_GTA_type(137-371)
tr|A0A1Z5J9D5|A0A1Z5J9D5_FISSO	TMhelix|GT-A	TMhelix(20-42)|Glyco_tranf_GTA_type(112-412)
tr|A0A1Z5JAC3|A0A1Z5JAC3_FISSO	TMhelix|GT-A	TMhelix(20-42)|Glyco_tranf_GTA_type(128-420)
tr|A0A1Z5JG47|A0A1Z5JG47_FISSO	TMhelix|GT-A	TMhelix(20-42)|Glyco_tranf_GTA_type(127-419)
tr|A0A1Z5K858|A0A1Z5K858_FISSO	TMhelix|GT-A	TMhelix(20-42)|Glyco_tranf_GTA_type(105-405)
tr|A0A200Q4S9|A0A200Q4S9_9MAGN	TMhelix|GT-A	TMhelix(12-34)|GT8_Glycogenin(281-518)
tr|A0A218WEV0|A0A218WEV0_PUNGR	TMhelix|GT-A	TMhelix(28-50)|GT8_Glycogenin(319-563)
tr|A0A218XJE3|A0A218XJE3_PUNGR	TMhelix|GT-A	TMhelix(32-51)|GT8_Glycogenin(290-535)
tr|A0A218XVL4|A0A218XVL4_PUNGR	TMhelix|GT-A	TMhelix(47-69)|GT8_Glycogenin(306-551)
tr|A0A251P0G7|A0A251P0G7_PRUPE	TMhelix|GT-A	TMhelix(13-35)|GT8_Glycogenin(273-509)
tr|A0A251USA8|A0A251USA8_HELAN	TMhelix|GT-A	TMhelix(9-31)|GT8_Glycogenin(297-539)
tr|A0A251UUX1|A0A251UUX1_HELAN	TMhelix|GT-A	TMhelix(59-81)|GT8_Glycogenin(316-561)
tr|A0A251V0Y8|A0A251V0Y8_HELAN	TMhelix|GT-A	TMhelix(49-66)|GT8_Glycogenin(298-543)
tr|A0A286UQ13|A0A286UQ13_9HOMO	TMhelix|GT-A	TMhelix(21-40)|Glyco_tranf_GTA_type(84-332)
tr|A0A287DTU4|A0A287DTU4_HORVV	TMhelix|GT-A	TMhelix(49-71)|GT8_Glycogenin(303-548)
tr|A0A2B4SL62|A0A2B4SL62_STYPI	TMhelix|GT-A	TMhelix(13-35)|Glyco_tranf_GTA_type(97-353)
tr|A0A2C5ZLE9|A0A2C5ZLE9_9HYPO	TMhelix|GT-A	TMhelix(29-51)|Glyco_tranf_GTA_type(68-295)
tr|A0A2G2W7Y4|A0A2G2W7Y4_CAPBA	TMhelix|GT-A	TMhelix(12-31)|GT8_Glycogenin(270-504)
tr|A0A2G2Y0Q5|A0A2G2Y0Q5_CAPAN	TMhelix|GT-A	TMhelix(12-31)|GT8_Glycogenin(270-504)
tr|A0A2G2Y7Z0|A0A2G2Y7Z0_CAPAN	TMhelix|GT-A	TMhelix(47-66)|GT8_Glycogenin(298-543)
tr|A0A2G3BUG7|A0A2G3BUG7_CAPCH	TMhelix|GT-A	TMhelix(12-31)|GT8_Glycogenin(270-504)
tr|A0A2G3CJF7|A0A2G3CJF7_CAPCH	TMhelix|GT-A	TMhelix(12-31)|GT8_Glycogenin(289-533)
tr|A0A2G5HFR6|A0A2G5HFR6_CERBT	TMhelix|GT-A	TMhelix(5-27)|Glyco_tranf_GTA_type(295-558)
tr|A0A2G8RS79|A0A2G8RS79_9APHY	TMhelix|GT-A	TMhelix(20-42)|Glyco_tranf_GTA_type(87-317)
tr|A0A2G9HLA7|A0A2G9HLA7_9LAMI	TMhelix|GT-A	TMhelix(12-34)|GT8_Glycogenin(265-502)
tr|A0A2H3EL06|A0A2H3EL06_9HELO	TMhelix|GT-A	TMhelix(12-34)|Glyco_tranf_GTA_type(52-324)
tr|A0A2H3J038|A0A2H3J038_WOLCO	TMhelix|GT-A	TMhelix(32-54)|Glyco_tranf_GTA_type(92-307)
tr|A0A2H3J0M0|A0A2H3J0M0_WOLCO	TMhelix|GT-A	TMhelix(29-48)|Glyco_tranf_GTA_type(86-302)
tr|A0A2H3J1H4|A0A2H3J1H4_WOLCO	TMhelix|GT-A	TMhelix(34-56)|Glyco_tranf_GTA_type(88-310)
tr|A0A2H3J7Q4|A0A2H3J7Q4_WOLCO	TMhelix|GT-A	TMhelix(39-61)|Glyco_tranf_GTA_type(99-315)
tr|A0A2H3XE56|A0A2H3XE56_PHODC	TMhelix|GT-A	TMhelix(20-42)|GT8_Glycogenin(284-513)
tr|A0A2H3YHS4|A0A2H3YHS4_PHODC	TMhelix|GT-A	TMhelix(79-101)|GT8_Glycogenin(337-582)
tr|A0A2H5NHY0|A0A2H5NHY0_CITUN	TMhelix|GT-A	TMhelix(25-47)|GT8_Glycogenin(304-548)
tr|A0A2H5NI52|A0A2H5NI52_CITUN	TMhelix|GT-A	TMhelix(61-83)|GT8_Glycogenin(318-563)
tr|A0A2H5Q1E1|A0A2H5Q1E1_CITUN	TMhelix|GT-A	TMhelix(54-76)|GT8_Glycogenin(310-555)
tr|A0A2H5Q612|A0A2H5Q612_CITUN	TMhelix|GT-A	TMhelix(40-59)|GT8_Glycogenin(300-536)
tr|A0A2I0ANK6|A0A2I0ANK6_9ASPA	TMhelix|GT-A	TMhelix(48-70)|GT8_Glycogenin(313-558)
tr|A0A2I4E2Z1|A0A2I4E2Z1_9ROSI	TMhelix|GT-A	TMhelix(20-39)|GT8_Glycogenin(300-544)
tr|A0A2I4EAG7|A0A2I4EAG7_9ROSI	TMhelix|GT-A	TMhelix(51-73)|GT8_Glycogenin(301-546)
tr|A0A2I4GI28|A0A2I4GI28_9ROSI	TMhelix|GT-A	TMhelix(38-55)|GT8_Glycogenin(316-557)
tr|A0A2I4GZ81|A0A2I4GZ81_9ROSI	TMhelix|GT-A	TMhelix(59-78)|GT8_Glycogenin(313-558)
tr|A0A2I4HB28|A0A2I4HB28_9ROSI	TMhelix|GT-A	TMhelix(38-55)|GT8_Glycogenin(316-557)
tr|A0A2J6M0W3|A0A2J6M0W3_LACSA	TMhelix|GT-A	TMhelix(48-70)|GT8_Glycogenin(304-549)
tr|A0A2J6QMD7|A0A2J6QMD7_9HELO	TMhelix|GT-A	TMhelix(15-37)|Glyco_tranf_GTA_type(15-240)
tr|A0A2J6RQ00|A0A2J6RQ00_9HELO	TMhelix|GT-A	TMhelix(13-30)|Glyco_tranf_GTA_type(53-321)
tr|A0A2J6S8V8|A0A2J6S8V8_9HELO	TMhelix|GT-A	TMhelix(21-40)|Glyco_tranf_GTA_type(81-305)
tr|A0A2J6SAZ4|A0A2J6SAZ4_9HELO	TMhelix|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(116-372)
tr|A0A2J6TMR7|A0A2J6TMR7_9HELO	TMhelix|GT-A	TMhelix(12-28)|Glyco_tranf_GTA_type(67-293)
tr|A0A2K1KW49|A0A2K1KW49_PHYPA	TMhelix|GT-A	TMhelix(100-119)|GT8_Glycogenin(759-973)
tr|A0A2K1XPP6|A0A2K1XPP6_POPTR	TMhelix|GT-A	TMhelix(20-42)|GT8_Glycogenin(294-538)
tr|A0A2P4GXG1|A0A2P4GXG1_QUESU	TMhelix|GT-A	TMhelix(55-77)|Glyco_tranf_GTA_type(279-528)
tr|A0A2P4HH02|A0A2P4HH02_QUESU	TMhelix|GT-A	TMhelix(51-73)|GT8_Glycogenin(186-431)
tr|A0A2P4HPL7|A0A2P4HPL7_QUESU	TMhelix|GT-A	TMhelix(12-31)|GT8_Glycogenin(261-497)
tr|A0A2P4JHT5|A0A2P4JHT5_QUESU	TMhelix|GT-A	TMhelix(57-76)|GT8_Glycogenin(309-554)
tr|A0A2P4KV30|A0A2P4KV30_QUESU	TMhelix|GT-A	TMhelix(63-85)|Glyco_tranf_GTA_type(289-538)
tr|A0A2P5B0P9|A0A2P5B0P9_PARAD	TMhelix|GT-A	TMhelix(19-41)|GT8_Glycogenin(315-560)
tr|A0A2P5DGT0|A0A2P5DGT0_PARAD	TMhelix|GT-A	TMhelix(53-75)|GT8_Glycogenin(311-556)
tr|A0A2P5DSN7|A0A2P5DSN7_PARAD	TMhelix|GT-A	TMhelix(56-78)|GT8_Glycogenin(312-557)
tr|A0A2P5E9I6|A0A2P5E9I6_9ROSA	TMhelix|GT-A	TMhelix(49-71)|GT8_Glycogenin(307-552)
tr|A0A2P5F8S3|A0A2P5F8S3_9ROSA	TMhelix|GT-A	TMhelix(19-41)|GT8_Glycogenin(315-560)
tr|A0A2P5FPF9|A0A2P5FPF9_9ROSA	TMhelix|GT-A	TMhelix(56-78)|GT8_Glycogenin(312-557)
tr|A0A2P5QX71|A0A2P5QX71_GOSBA	TMhelix|GT-A	TMhelix(19-41)|GT8_Glycogenin(298-542)
tr|A0A2P5RGA1|A0A2P5RGA1_GOSBA	TMhelix|GT-A	TMhelix(20-39)|Glyco_tranf_GTA_type(288-500)
tr|A0A2P6PSH0|A0A2P6PSH0_ROSCH	TMhelix|GT-A	TMhelix(58-80)|GT8_Glycogenin(312-557)
tr|A0A2P6Q0M8|A0A2P6Q0M8_ROSCH	TMhelix|GT-A	TMhelix(20-39)|GT8_Glycogenin(306-550)
tr|A0A2P6R6X3|A0A2P6R6X3_ROSCH	TMhelix|GT-A	TMhelix(27-49)|GT8_Glycogenin(289-525)
tr|A0A2P6RS81|A0A2P6RS81_ROSCH	TMhelix|GT-A	TMhelix(55-77)|GT8_Glycogenin(306-551)
tr|A0A2P6UZ24|A0A2P6UZ24_9CHLO	TMhelix|GT-A	TMhelix(45-67)|Glyco_tranf_GTA_type(80-239)
tr|A0A2P6VGZ4|A0A2P6VGZ4_9CHLO	TMhelix|GT-A	TMhelix(98-120)|Glyco_tranf_GTA_type(165-375)
tr|A0A2R6NKG1|A0A2R6NKG1_9APHY	TMhelix|GT-A	TMhelix(34-56)|Glyco_tranf_GTA_type(89-305)
tr|A0A2R6Q053|A0A2R6Q053_ACTCH	TMhelix|GT-A	TMhelix(13-32)|GT8_Glycogenin(292-536)
tr|A0A2R6QYL0|A0A2R6QYL0_ACTCH	TMhelix|GT-A	TMhelix(75-97)|GT8_Glycogenin(332-577)
tr|A0A2R6R2Q0|A0A2R6R2Q0_ACTCH	TMhelix|GT-A	TMhelix(61-83)|GT8_Glycogenin(318-563)
tr|A0A2R6RDP2|A0A2R6RDP2_ACTCH	TMhelix|GT-A	TMhelix(44-66)|GT8_Glycogenin(292-537)
tr|A0A2R6RN11|A0A2R6RN11_ACTCH	TMhelix|GT-A	TMhelix(13-32)|GT8_Glycogenin(292-536)
tr|A0A2R6WA71|A0A2R6WA71_MARPO	TMhelix|GT-A	TMhelix(69-88)|GT8_Glycogenin(363-607)
tr|A2XDA4|A2XDA4_ORYSI	TMhelix|GT-A	TMhelix(28-50)|GT8_Glycogenin(323-567)
tr|B0DJR4|B0DJR4_LACBS	TMhelix|GT-A	TMhelix(36-58)|Glyco_tranf_GTA_type(92-352)
tr|B0DPF7|B0DPF7_LACBS	TMhelix|GT-A	TMhelix(26-45)|Glyco_tranf_GTA_type(80-302)
tr|B0DY59|B0DY59_LACBS	TMhelix|GT-A	TMhelix(25-44)|Glyco_tranf_GTA_type(80-339)
tr|B3RME8|B3RME8_TRIAD	TMhelix|GT-A	TMhelix(13-35)|Glyco_tranf_GTA_type(92-339)
tr|B4FAR2|B4FAR2_MAIZE	TMhelix|GT-A	TMhelix(20-42)|GT8_Glycogenin(303-547)
tr|B6K3G5|B6K3G5_SCHJY	TMhelix|GT-A	TMhelix(21-43)|Glyco_tranf_GTA_type(54-371)
tr|B6K3G6|B6K3G6_SCHJY	TMhelix|GT-A	TMhelix(17-36)|Glyco_tranf_GTA_type(54-369)
tr|B8A7E1|B8A7E1_ORYSI	TMhelix|GT-A	TMhelix(53-75)|GT8_Glycogenin(306-551)
tr|B8AYH5|B8AYH5_ORYSI	TMhelix|GT-A	TMhelix(94-116)|GT8_Glycogenin(347-592)
tr|B8P178|B8P178_POSPM	TMhelix|GT-A	TMhelix(28-50)|Glyco_tranf_GTA_type(90-319)
tr|B9H7N7|B9H7N7_POPTR	TMhelix|GT-A	TMhelix(65-87)|GT8_Glycogenin(319-564)
tr|B9R7D0|B9R7D0_RICCO	TMhelix|GT-A	TMhelix(20-39)|GT8_Glycogenin(297-541)
tr|B9SJI8|B9SJI8_RICCO	TMhelix|GT-A	TMhelix(70-92)|GT8_Glycogenin(321-566)
tr|C4J490|C4J490_MAIZE	TMhelix|GT-A	TMhelix(49-71)|GT8_Glycogenin(307-552)
tr|C5DV14|C5DV14_ZYGRC	TMhelix|GT-A	TMhelix(7-26)|GT8_Glycogenin(7-264)
tr|C5WVP9|C5WVP9_SORBI	TMhelix|GT-A	TMhelix(20-42)|GT8_Glycogenin(315-559)
tr|C5XQF4|C5XQF4_SORBI	TMhelix|GT-A	TMhelix(13-32)|GT8_Glycogenin(331-573)
tr|C5XRE4|C5XRE4_SORBI	TMhelix|GT-A	TMhelix(50-72)|GT8_Glycogenin(303-548)
tr|C5YY87|C5YY87_SORBI	TMhelix|GT-A	TMhelix(49-71)|GT8_Glycogenin(303-548)
tr|C7ZHC1|C7ZHC1_NECH7	TMhelix|GT-A	TMhelix(12-31)|Glyco_tranf_GTA_type(56-299)
tr|D0N6A9|D0N6A9_PHYIT	TMhelix|GT-A	TMhelix(37-59)|Glyco_tranf_GTA_type(162-393)
tr|D7KQ11|D7KQ11_ARALL	TMhelix|GT-A	TMhelix(12-31)|GT8_Glycogenin(274-510)
tr|E0CP69|E0CP69_VITVI	TMhelix|GT-A	TMhelix(20-42)|GT8_Glycogenin(300-544)
tr|E4ZWV5|E4ZWV5_LEPMJ	TMhelix|GT-A	TMhelix(9-31)|Glyco_tranf_GTA_type(69-334)
tr|E5ADH2|E5ADH2_LEPMJ	TMhelix|GT-A	TMhelix(12-34)|Glyco_tranf_GTA_type(59-323)
tr|E6R5V3|E6R5V3_CRYGW	TMhelix|GT-A	TMhelix(45-64)|Glyco_tranf_GTA_type(84-337)
tr|E6R5V6|E6R5V6_CRYGW	TMhelix|GT-A	TMhelix(12-34)|Glyco_tranf_GTA_type(62-288)
tr|E6REM7|E6REM7_CRYGW	TMhelix|GT-A	TMhelix(40-62)|Glyco_tranf_GTA_type(100-352)
tr|E9EXN7|E9EXN7_METRA	TMhelix|GT-A	TMhelix(10-32)|Glyco_tranf_GTA_type(43-302)
tr|F2CQU2|F2CQU2_HORVV	TMhelix|GT-A	TMhelix(46-68)|GT8_Glycogenin(300-545)
tr|F2CXV6|F2CXV6_HORVV	TMhelix|GT-A	TMhelix(50-72)|GT8_Glycogenin(304-549)
tr|F4PL24|F4PL24_CAVFA	TMhelix|GT-A	TMhelix(13-35)|Glyco_tranf_GTA_type(127-396)
tr|F4Q2P1|F4Q2P1_CAVFA	TMhelix|GT-A	TMhelix(7-26)|Glyco_tranf_GTA_type(123-347)
tr|F6I0G5|F6I0G5_VITVI	TMhelix|GT-A	TMhelix(52-74)|GT8_Glycogenin(305-550)
tr|F9X101|F9X101_ZYMTI	TMhelix|GT-A	TMhelix(13-32)|Glyco_tranf_GTA_type(66-305)
tr|G1X5E1|G1X5E1_ARTOA	TMhelix|GT-A	TMhelix(29-51)|Glyco_tranf_GTA_type(82-361)
tr|G5BQS2|G5BQS2_HETGA	TMhelix|GT-A	TMhelix(48-70)|GT8_Glycogenin(164-414)
tr|G7I3L2|G7I3L2_MEDTR	TMhelix|GT-A	TMhelix(20-39)|GT8_Glycogenin(297-541)
tr|G7I837|G7I837_MEDTR	TMhelix|GT-A	TMhelix(7-26)|GT8_Glycogenin(267-505)
tr|G7JBH4|G7JBH4_MEDTR	TMhelix|GT-A	TMhelix(55-77)|GT8_Glycogenin(305-550)
tr|G7KYP8|G7KYP8_MEDTR	TMhelix|GT-A	TMhelix(20-38)|GT8_Glycogenin(270-512)
tr|I1H8X7|I1H8X7_BRADI	TMhelix|GT-A	TMhelix(21-43)|GT8_Glycogenin(317-561)
tr|I1HJ71|I1HJ71_BRADI	TMhelix|GT-A	TMhelix(46-68)|GT8_Glycogenin(300-545)
tr|I1HTZ0|I1HTZ0_BRADI	TMhelix|GT-A	TMhelix(50-72)|GT8_Glycogenin(304-549)
tr|I1J3W3|I1J3W3_BRADI	TMhelix|GT-A	TMhelix(27-46)|GT8_Glycogenin(290-529)
tr|I1JHP2|I1JHP2_SOYBN	TMhelix|GT-A	TMhelix(58-77)|GT8_Glycogenin(312-557)
tr|I1K4X8|I1K4X8_SOYBN	TMhelix|GT-A	TMhelix(51-73)|GT8_Glycogenin(308-553)
tr|I1M8L8|I1M8L8_SOYBN	TMhelix|GT-A	TMhelix(17-39)|GT8_Glycogenin(299-543)
tr|I1MXP3|I1MXP3_SOYBN	TMhelix|GT-A	TMhelix(17-39)|GT8_Glycogenin(297-541)
tr|I1NTY3|I1NTY3_ORYGL	TMhelix|GT-A	TMhelix(53-75)|GT8_Glycogenin(306-551)
tr|I1P8A2|I1P8A2_ORYGL	TMhelix|GT-A	TMhelix(28-50)|GT8_Glycogenin(322-566)
tr|I1PVU0|I1PVU0_ORYGL	TMhelix|GT-A	TMhelix(50-72)|GT8_Glycogenin(303-548)
tr|J3L6F2|J3L6F2_ORYBR	TMhelix|GT-A	TMhelix(53-75)|GT8_Glycogenin(313-558)
tr|J4GAM4|J4GAM4_9APHY	TMhelix|GT-A	TMhelix(28-47)|Glyco_tranf_GTA_type(85-301)
tr|J4GS56|J4GS56_9APHY	TMhelix|GT-A	TMhelix(29-48)|Glyco_tranf_GTA_type(84-316)
tr|J4H3W0|J4H3W0_9APHY	TMhelix|GT-A	TMhelix(28-50)|Glyco_tranf_GTA_type(88-304)
tr|K0SJE5|K0SJE5_THAOC	TMhelix|GT-A	TMhelix(150-172)|Glyco_tranf_GTA_type(266-521)
tr|K3XFK0|K3XFK0_SETIT	TMhelix|GT-A	TMhelix(50-72)|GT8_Glycogenin(303-548)
tr|K3XRC6|K3XRC6_SETIT	TMhelix|GT-A	TMhelix(9-31)|GT8_Glycogenin(325-567)
tr|K3Z4J3|K3Z4J3_SETIT	TMhelix|GT-A	TMhelix(49-71)|GT8_Glycogenin(303-548)
tr|K4A7G1|K4A7G1_SETIT	TMhelix|GT-A	TMhelix(17-39)|GT8_Glycogenin(301-545)
tr|K4B0T4|K4B0T4_SOLLC	TMhelix|GT-A	TMhelix(12-31)|GT8_Glycogenin(266-500)
tr|K4BUY2|K4BUY2_SOLLC	TMhelix|GT-A	TMhelix(9-31)|GT8_Glycogenin(276-518)
tr|K4BUY3|K4BUY3_SOLLC	TMhelix|GT-A	TMhelix(12-31)|GT8_Glycogenin(286-530)
tr|K5ULM1|K5ULM1_PHACS	TMhelix|GT-A	TMhelix(33-55)|Glyco_tranf_GTA_type(94-311)
tr|K5VVG9|K5VVG9_PHACS	TMhelix|GT-A	TMhelix(30-52)|Glyco_tranf_GTA_type(91-299)
tr|K5WJY7|K5WJY7_PHACS	TMhelix|GT-A	TMhelix(39-61)|Glyco_tranf_GTA_type(100-322)
tr|K7KLI3|K7KLI3_SOYBN	TMhelix|GT-A	TMhelix(57-79)|GT8_Glycogenin(307-552)
