tr|A0A1Q9EN20|A0A1Q9EN20_SYMMI	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|MFS|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Peptidase_C14|NK|GT-A	TMhelix(100-122)|TMhelix(132-154)|TMhelix(167-184)|TMhelix(219-241)|TMhelix(262-284)|MFS(104-477)|TMhelix(294-316)|TMhelix(342-364)|TMhelix(379-397)|TMhelix(410-432)|TMhelix(519-541)|TMhelix(562-584)|Peptidase_C14(1287-1373)|NK(1476-1685)|Glyco_transf_25(1723-1778)
tr|A0A1V3IZP3|A0A1V3IZP3_9PAST	GT-A	COG3306(13-219)
tr|A0A1V3J6G8|A0A1V3J6G8_9PAST	GT-A	COG3306(3-253)
tr|A0A1V3JY24|A0A1V3JY24_9PAST	GT-A	COG3306(3-260)
tr|A0A1V3K4A4|A0A1V3K4A4_9PAST	GT-A	Glyco_transf_25(6-191)
tr|A0A1V3TQM7|A0A1V3TQM7_9PAST	GT-A	Glyco_transf_25(2-199)
tr|A0A1V3YSM6|A0A1V3YSM6_9RHIZ	GT-A	Glyco_transf_25(10-183)
tr|A0A1V3YUH6|A0A1V3YUH6_9RHIZ	GT-A	Glyco_transf_25(6-181)
tr|A0A1V4AZ16|A0A1V4AZ16_9PAST	GT-A	Glyco_transf_25(4-181)
tr|A0A1V4AZ44|A0A1V4AZ44_9PAST	GT-A	Glyco_transf_25(3-172)
tr|A0A1V8M1T3|A0A1V8M1T3_9GAMM	GT-A	Glyco_transf_25(7-191)
tr|A0A1V8RVE2|A0A1V8RVE2_9RHIZ	GT-A	Glyco_transf_25(60-246)
tr|A0A1W2A026|A0A1W2A026_9RHIZ	GT-A	Glyco_transf_25(4-178)
tr|A0A1W2E723|A0A1W2E723_9RHIZ	GT-A	Glyco_transf_25(11-180)
tr|A0A1W2EK64|A0A1W2EK64_9RHIZ	GT-A	Glyco_transf_25(6-180)
tr|A0A1W4WTM7|A0A1W4WTM7_AGRPL	GT-A	Glyco_transf_25(1-175)
tr|A0A1W9J7M1|A0A1W9J7M1_9BACT	GT-A	Glyco_transf_25(17-103)
tr|A0A1X0NN04|A0A1X0NN04_9TRYP	GT-A	Glyco_transf_25(15-209)
tr|A0A1X0P3F1|A0A1X0P3F1_9TRYP	GT-A	Glyco_transf_25(44-231)
tr|A0A1X0T1U9|A0A1X0T1U9_9RHIZ	GT-A	Glyco_transf_25(7-176)
tr|A0A1X0Y1L8|A0A1X0Y1L8_9DELT	GT-A	Glyco_transf_25(132-309)
tr|A0A1X0Y1T8|A0A1X0Y1T8_9DELT	GT-A	Glyco_transf_25(4-178)
tr|A0A1X3CHE1|A0A1X3CHE1_9NEIS	GT-A	COG3306(4-270)
tr|A0A1X4IXX4|A0A1X4IXX4_9RHOB	GT-A	Glyco_transf_25(2-85)
tr|A0A1X4NBE1|A0A1X4NBE1_9RHOB	GT-A	Glyco_transf_25(5-105)
tr|A0A1X6Z2A8|A0A1X6Z2A8_9RHOB	GT-A	COG3306(14-208)
tr|A0A1X6ZBB6|A0A1X6ZBB6_9RHOB	GT-A	Glyco_transf_25(6-182)
tr|A0A1X7A2Z1|A0A1X7A2Z1_9RHOB	GT-A	Glyco_transf_25(12-102)
tr|A0A1X7A4A7|A0A1X7A4A7_9RHOB	GT-A	Glyco_transf_25(4-180)
tr|A0A1X7BVI7|A0A1X7BVI7_9RHOB	GT-A	Glyco_transf_25(5-180)
tr|A0A1X7FNQ8|A0A1X7FNQ8_PARCY	GT-A	Glyco_transf_25(11-99)
tr|A0A1Y0EAG1|A0A1Y0EAG1_9RHOB	GT-A	Glyco_transf_25(6-180)
tr|A0A1Y0ED22|A0A1Y0ED22_9RHOB	GT-A	Glyco_transf_25(11-184)
tr|A0A1Y0FV08|A0A1Y0FV08_9GAMM	GT-A	Glyco_transf_25(5-180)
tr|A0A1Y0M4H3|A0A1Y0M4H3_9FLAO	GT-A	Glyco_transf_25(9-178)
tr|A0A1Y1IPY4|A0A1Y1IPY4_KLENI	GT-A	Glyco_transf_25(181-365)
tr|A0A1Y1IZ48|A0A1Y1IZ48_KLENI	GT-A	Glyco_transf_25(7-196)
tr|A0A1Y1VYZ4|A0A1Y1VYZ4_9FUNG	GT-A	Glyco_transf_25(71-238)
tr|A0A1Y3FZ01|A0A1Y3FZ01_9PROT	GT-A	Glyco_transf_25(2-183)
tr|A0A1Y5HF60|A0A1Y5HF60_9RHOB	GT-A	Glyco_transf_25(2-178)
tr|A0A1Y5K8C0|A0A1Y5K8C0_9GAMM	GT-A	Glyco_transf_25(4-181)
tr|A0A1Y5S3Y5|A0A1Y5S3Y5_9RHOB	GT-A	Glyco_transf_25(4-180)
tr|A0A1Y5SF72|A0A1Y5SF72_9RHOB	GT-A	Glyco_transf_25(4-177)
tr|A0A1Y5TCL2|A0A1Y5TCL2_9RHOB	GT-A	Glyco_transf_25(11-187)
tr|A0A1Y5TVC3|A0A1Y5TVC3_9RHOB	GT-A	Glyco_transf_25(6-188)
tr|A0A1Y6EZN3|A0A1Y6EZN3_9RHIZ	GT-A	Glyco_transf_25(3-160)
tr|A0A1Y6F0L4|A0A1Y6F0L4_9GAMM	GT-A	Glyco_transf_25(4-180)
tr|A0A1Y6IV63|A0A1Y6IV63_9VIBR	GT-A	Glyco_transf_25(2-178)
tr|A0A1Z4C268|A0A1Z4C268_9GAMM	GT-A	COG3306(27-199)
tr|A0A1Z5KDD3|A0A1Z5KDD3_FISSO	GT-A	Glyco_transf_25(59-267)
tr|A0A1Z5KQK5|A0A1Z5KQK5_FISSO	GT-A	Glyco_transf_25(59-265)
tr|A0A1Z8T1X5|A0A1Z8T1X5_9PROT	GT-A	Glyco_transf_25(9-105)
tr|A0A1Z8V1G2|A0A1Z8V1G2_9PROT	GT-A	Glyco_transf_25(21-113)
tr|A0A1Z8XJU3|A0A1Z8XJU3_9PROT	GT-A	Glyco_transf_25(41-206)
tr|A0A1Z9AJ16|A0A1Z9AJ16_9GAMM	GT-A	Glyco_transf_25(29-168)
tr|A0A1Z9AJ47|A0A1Z9AJ47_9GAMM	GT-A	COG3306(1-215)
tr|A0A1Z9F4K8|A0A1Z9F4K8_9RICK	GT-A	COG3306(20-159)
tr|A0A1Z9JY49|A0A1Z9JY49_9PROT	GT-A	Glyco_transf_25(7-182)
tr|A0A1Z9SG39|A0A1Z9SG39_9RICK	GT-A	Glyco_transf_25(1-172)
tr|A0A1Z9T9G8|A0A1Z9T9G8_9PROT	GT-A	Glyco_transf_25(23-115)
tr|A0A1Z9WWG3|A0A1Z9WWG3_9GAMM	GT-A	Glyco_transf_25(8-93)
tr|A0A1Z9Z2G9|A0A1Z9Z2G9_9GAMM	GT-A	Glyco_transf_25(5-183)
tr|A0A208XJZ1|A0A208XJZ1_9BURK	GT-A	Glyco_transf_25(3-179)
tr|A0A212KWP1|A0A212KWP1_9CHLA	GT-A	Glyco_transf_25(233-337)
tr|A0A212Q815|A0A212Q815_RHOAC	GT-A	Glyco_transf_25(4-180)
tr|A0A212Q850|A0A212Q850_RHOAC	GT-A	Glyco_transf_25(5-178)
tr|A0A212R8P0|A0A212R8P0_RHOAC	GT-A	Glyco_transf_25(3-182)
tr|A0A212S590|A0A212S590_RHOAC	GT-A	Glyco_transf_25(3-87)
tr|A0A212T7Q9|A0A212T7Q9_9BURK	GT-A	Glyco_transf_25(9-181)
tr|A0A212T7S7|A0A212T7S7_9BURK	GT-A	Glyco_transf_25(7-100)
tr|A0A218UUD1|A0A218UUD1_9PASE	GT-A	Glyco_transf_25(231-416)
tr|A0A218V227|A0A218V227_9PASE	GT-A	Glyco_transf_25(267-449)
tr|A0A221KAY1|A0A221KAY1_VITFI	GT-A	Glyco_transf_25(4-178)
tr|A0A222MW42|A0A222MW42_9PROT	GT-A	Glyco_transf_25(3-180)
tr|A0A225LZF2|A0A225LZF2_9BURK	GT-A	Glyco_transf_25(4-96)
tr|A0A225NFW0|A0A225NFW0_9RHOB	GT-A	Glyco_transf_25(1-157)
tr|A0A226NMZ3|A0A226NMZ3_CALSU	GT-A	Glyco_transf_25(280-462)
tr|A0A229GRM4|A0A229GRM4_9GAMM	GT-A	Glyco_transf_25(2-161)
tr|A0A229GSP2|A0A229GSP2_9GAMM	GT-A	Glyco_transf_25(2-179)
tr|A0A231HIH4|A0A231HIH4_9BURK	GT-A	Glyco_transf_25(18-108)
tr|A0A231MWQ6|A0A231MWQ6_9GAMM	GT-A	Glyco_transf_25(2-176)
tr|A0A238FN65|A0A238FN65_9BASI	GT-A	Glyco_transf_25(106-140)
tr|A0A238L2J5|A0A238L2J5_9RHOB	GT-A	Glyco_transf_25(14-123)
tr|A0A238TC79|A0A238TC79_9NEIS	GT-A	Glyco_transf_25(6-106)
tr|A0A238Y529|A0A238Y529_9RHOB	GT-A	Glyco_transf_25(9-191)
tr|A0A239SWX6|A0A239SWX6_9BURK	GT-A	Glyco_transf_25(12-184)
tr|A0A240E3J8|A0A240E3J8_9BURK	GT-A	Glyco_transf_25(5-177)
tr|A0A241VTF5|A0A241VTF5_9GAMM	GT-A	Glyco_transf_25(4-101)
tr|A0A241VTH0|A0A241VTH0_9GAMM	GT-A	Glyco_transf_25(3-162)
tr|A0A241WPS5|A0A241WPS5_9GAMM	GT-A	COG3306(1-193)
tr|A0A246TNV2|A0A246TNV2_9RHIZ	GT-A	Glyco_transf_25(3-175)
tr|A0A246U9I2|A0A246U9I2_9RHIZ	GT-A	Glyco_transf_25(19-191)
tr|A0A248JX01|A0A248JX01_9PROT	GT-A	Glyco_transf_25(12-196)
tr|A0A252B195|A0A252B195_9PROT	GT-A	Glyco_transf_25(2-93)
tr|A0A252BNC3|A0A252BNC3_9PROT	GT-A	Glyco_transf_25(2-94)
tr|A0A254QY54|A0A254QY54_9RHOB	GT-A	Glyco_transf_25(2-178)
tr|A0A255M8I1|A0A255M8I1_KOCVA	GT-A	Glyco_transf_25(16-111)
tr|A0A256FXL0|A0A256FXL0_9RHIZ	GT-A	Glyco_transf_25(14-189)
tr|A0A256FZE8|A0A256FZE8_9RHIZ	GT-A	COG3306(1-239)
tr|A0A257C5X9|A0A257C5X9_9BURK	GT-A	Glyco_transf_25(6-182)
tr|A0A257EHJ4|A0A257EHJ4_9BURK	GT-A	Glyco_transf_25(15-187)
tr|A0A257EZF8|A0A257EZF8_9RHOB	GT-A	Glyco_transf_25(6-180)
tr|A0A257F295|A0A257F295_9RHOB	GT-A	Glyco_transf_25(39-122)
tr|A0A257FHL6|A0A257FHL6_9BURK	GT-A	Glyco_transf_25(3-183)
tr|A0A257HHB9|A0A257HHB9_9RHIZ	GT-A	Glyco_transf_25(9-103)
tr|A0A257LZ93|A0A257LZ93_9BACT	GT-A	Glyco_transf_25(12-181)
tr|A0A258GLW3|A0A258GLW3_9PROT	GT-A	Glyco_transf_25(8-192)
tr|A0A258Z0Y8|A0A258Z0Y8_9PROT	GT-A	Glyco_transf_25(10-187)
tr|A0A263HBX4|A0A263HBX4_9PAST	GT-A	Glyco_transf_25(7-191)
tr|A0A263HBZ6|A0A263HBZ6_9PAST	GT-A	COG3306(1-258)
tr|A0A263HD50|A0A263HD50_9PAST	GT-A	COG3306(1-252)
tr|A0A263HEA8|A0A263HEA8_9PAST	GT-A	Glyco_transf_25(6-103)
tr|A0A268TGU1|A0A268TGU1_9HELI	GT-A	Glyco_transf_25(2-192)
tr|A0A268U0B9|A0A268U0B9_9HELI	GT-A	Glyco_transf_25(1-178)
tr|A0A268U1B4|A0A268U1B4_9HELI	GT-A	Glyco_transf_25(3-177)
tr|A0A268U5F7|A0A268U5F7_9HELI	GT-A	Glyco_transf_25(2-177)
tr|A0A268U907|A0A268U907_9HELI	GT-A	Glyco_transf_25(2-173)
tr|A0A268UAZ9|A0A268UAZ9_9HELI	GT-A	Glyco_transf_25(2-173)
tr|A0A269PUJ2|A0A269PUJ2_9GAMM	GT-A	Glyco_transf_25(9-186)
tr|A0A285CU84|A0A285CU84_9RHOB	GT-A	Glyco_transf_25(10-175)
tr|A0A285CVE4|A0A285CVE4_9RHOB	GT-A	Glyco_transf_25(7-180)
tr|A0A285JFE7|A0A285JFE7_9RHOB	GT-A	Glyco_transf_25(7-186)
tr|A0A285JIX1|A0A285JIX1_9RHOB	GT-A	COG3306(10-246)
tr|A0A285LZ09|A0A285LZ09_9RHIZ	GT-A	Glyco_transf_25(6-87)
tr|A0A285M3G2|A0A285M3G2_9RHIZ	GT-A	Glyco_transf_25(2-176)
tr|A0A286E3S6|A0A286E3S6_9NEIS	GT-A	Glyco_transf_25(3-183)
tr|A0A292EAJ0|A0A292EAJ0_9RHIZ	GT-A	Glyco_transf_25(5-180)
tr|A0A2A2GRE4|A0A2A2GRE4_9HELI	GT-A	Glyco_transf_25(1-182)
tr|A0A2A2I3J2|A0A2A2I3J2_9ALTE	GT-A	Glyco_transf_25(35-210)
tr|A0A2A2LL15|A0A2A2LL15_9BILA	GT-A	Glyco_transf_25(427-608)
tr|A0A2A3CC56|A0A2A3CC56_9RHIZ	GT-A	COG3306(1-248)
tr|A0A2A5YPF5|A0A2A5YPF5_9PROT	GT-A	Glyco_transf_25(27-119)
tr|A0A2A6F7W5|A0A2A6F7W5_9RHIZ	GT-A	COG3306(1-204)
tr|A0A2C6IZZ4|A0A2C6IZZ4_9PROT	GT-A	Glyco_transf_25(4-93)
tr|A0A2C6L7S1|A0A2C6L7S1_9VIBR	GT-A	Glyco_transf_25(2-176)
tr|A0A2C6MKT2|A0A2C6MKT2_9VIBR	GT-A	Glyco_transf_25(7-176)
tr|A0A2C6MQ72|A0A2C6MQ72_9VIBR	GT-A	Glyco_transf_25(2-180)
tr|A0A2C7A7Z9|A0A2C7A7Z9_9PROT	GT-A	Glyco_transf_25(258-362)
tr|A0A2C9KWA3|A0A2C9KWA3_BIOGL	GT-A	Glyco_transf_25(259-385)
tr|A0A2C9ZQW0|A0A2C9ZQW0_9GAMM	GT-A	Glyco_transf_25(5-188)
tr|A0A2D0KAZ7|A0A2D0KAZ7_9GAMM	GT-A	Glyco_transf_25(3-175)
tr|A0A2D2B1Y8|A0A2D2B1Y8_9CAUL	GT-A	Glyco_transf_25(5-184)
tr|A0A2D5GBH2|A0A2D5GBH2_9GAMM	GT-A	Glyco_transf_25(6-184)
tr|A0A2D8PCG2|A0A2D8PCG2_9RHOB	GT-A	Glyco_transf_25(8-102)
tr|A0A2D8R9J4|A0A2D8R9J4_9GAMM	GT-A	Glyco_transf_25(15-195)
tr|A0A2D9ES52|A0A2D9ES52_9BURK	GT-A	Glyco_transf_25(86-268)
tr|A0A2E2P473|A0A2E2P473_9RHOB	GT-A	Glyco_transf_25(2-178)
tr|A0A2E3BYB9|A0A2E3BYB9_9PROT	GT-A	Glyco_transf_25(2-90)
tr|A0A2E3BZA2|A0A2E3BZA2_9PROT	GT-A	Glyco_transf_25(192-303)
tr|A0A2E6XZ11|A0A2E6XZ11_9RHOB	GT-A	Glyco_transf_25(5-179)
tr|A0A2E6ZJB4|A0A2E6ZJB4_9GAMM	GT-A	Glyco_transf_25(53-192)
tr|A0A2E9KUW0|A0A2E9KUW0_9SPIR	GT-A	Glyco_transf_25(4-113)
tr|A0A2E9KUW3|A0A2E9KUW3_9SPIR	GT-A	Glyco_transf_25(5-114)
tr|A0A2E9YRI4|A0A2E9YRI4_9RHOB	GT-A	Glyco_transf_25(2-92)
tr|A0A2E9YYR0|A0A2E9YYR0_9RHOB	GT-A	Glyco_transf_25(4-178)
tr|A0A2G1QHC9|A0A2G1QHC9_9RHIZ	GT-A	Glyco_transf_25(2-158)
tr|A0A2G1W6R3|A0A2G1W6R3_9PLAN	GT-A	Glyco_transf_25(8-182)
tr|A0A2G1W8X8|A0A2G1W8X8_9PLAN	GT-A	Glyco_transf_25(56-232)
tr|A0A2G1YZT7|A0A2G1YZT7_9PROT	GT-A	Glyco_transf_25(11-187)
tr|A0A2G1ZX85|A0A2G1ZX85_9COXI	GT-A	Glyco_transf_25(3-177)
tr|A0A2G5USN2|A0A2G5USN2_9PELO	GT-A	Glyco_transf_25(293-475)
tr|A0A2G6YDK2|A0A2G6YDK2_9BURK	GT-A	Glyco_transf_25(4-180)
tr|A0A2G6YUJ5|A0A2G6YUJ5_9BURK	GT-A	Glyco_transf_25(5-184)
tr|A0A2G9QGF9|A0A2G9QGF9_LITCT	GT-A	Glyco_transf_25(1-147)
tr|A0A2G9S1G5|A0A2G9S1G5_LITCT	GT-A	Glyco_transf_25(275-437)
tr|A0A2H2HW11|A0A2H2HW11_CAEJA	GT-A	Glyco_transf_25(292-474)
tr|A0A2H2JL57|A0A2H2JL57_CAEJA	GT-A	Glyco_transf_25(1-153)
tr|A0A2H3J6A8|A0A2H3J6A8_WOLCO	GT-A	Glyco_transf_25(168-304)
tr|A0A2H5F1K0|A0A2H5F1K0_9RHOB	GT-A	Glyco_transf_25(13-186)
tr|A0A2H9U8H2|A0A2H9U8H2_9GAMM	GT-A	Glyco_transf_25(1-184)
tr|A0A2H9X199|A0A2H9X199_9NEIS	GT-A	COG3306(1-254)
tr|A0A2I0FW15|A0A2I0FW15_9GAMM	GT-A	Glyco_transf_25(2-169)
tr|A0A2I0S5Q2|A0A2I0S5Q2_9PEZI	GT-A	Glyco_transf_25(58-146)
tr|A0A2I3HV34|A0A2I3HV34_NOMLE	GT-A	Glyco_transf_25(322-507)
tr|A0A2I7N5W4|A0A2I7N5W4_9NEIS	GT-A	Glyco_transf_25(2-173)
tr|A0A2I8DMX5|A0A2I8DMX5_9BURK	GT-A	Glyco_transf_25(59-243)
tr|A0A2J9DVC3|A0A2J9DVC3_9GAMM	GT-A	COG3306(1-254)
tr|A0A2J9DVD4|A0A2J9DVD4_9GAMM	GT-A	Glyco_transf_25(5-183)
tr|A0A2K5HYE2|A0A2K5HYE2_COLAP	GT-A	Glyco_transf_25(348-533)
tr|A0A2K6FGZ0|A0A2K6FGZ0_PROCO	GT-A	Glyco_transf_25(243-425)
tr|A0A2K9LMD7|A0A2K9LMD7_9GAMM	GT-A	Glyco_transf_25(2-179)
tr|A0A2K9MF02|A0A2K9MF02_9RHOB	GT-A	Glyco_transf_25(7-184)
tr|A0A2L0W5W7|A0A2L0W5W7_9RHIZ	GT-A	Glyco_transf_25(26-202)
tr|A0A2L0WDM1|A0A2L0WDM1_9RHIZ	GT-A	Glyco_transf_25(18-193)
tr|A0A2L1S688|A0A2L1S688_9RHIZ	GT-A	Glyco_transf_25(2-172)
tr|A0A2M8IX36|A0A2M8IX36_9RHOB	GT-A	Glyco_transf_25(2-100)
tr|A0A2M8KQC8|A0A2M8KQC8_9BACT	GT-A	Glyco_transf_25(9-106)
tr|A0A2M8MYQ5|A0A2M8MYQ5_9RHOB	GT-A	Glyco_transf_25(9-183)
tr|A0A2M8MZI8|A0A2M8MZI8_9RHOB	GT-A	Glyco_transf_25(6-96)
tr|A0A2M8N4F5|A0A2M8N4F5_9RHOB	GT-A	Glyco_transf_25(1-169)
tr|A0A2M8RTJ2|A0A2M8RTJ2_9PAST	GT-A	COG3306(1-255)
tr|A0A2M8S266|A0A2M8S266_9PAST	GT-A	Glyco_transf_25(2-182)
tr|A0A2M8WKE3|A0A2M8WKE3_9RHOB	GT-A	COG3306(8-254)
tr|A0A2M9PGY8|A0A2M9PGY8_9RHOB	GT-A	Glyco_transf_25(15-193)
tr|A0A2N3BPB4|A0A2N3BPB4_9PROT	GT-A	Glyco_transf_25(10-198)
tr|A0A2N3BS79|A0A2N3BS79_9PROT	GT-A	Glyco_transf_25(8-185)
tr|A0A2N3BVJ6|A0A2N3BVJ6_9PROT	GT-A	Glyco_transf_25(8-181)
tr|A0A2N3Q074|A0A2N3Q074_9PROT	GT-A	Glyco_transf_25(1-182)
tr|A0A2N5III7|A0A2N5III7_9RHOB	GT-A	Glyco_transf_25(6-182)
tr|A0A2N5RZR4|A0A2N5RZR4_9BASI	GT-A	Glyco_transf_25(80-329)
tr|A0A2N7DUQ9|A0A2N7DUQ9_9GAMM	GT-A	Glyco_transf_25(4-181)
tr|A0A2N7GHS3|A0A2N7GHS3_9VIBR	GT-A	Glyco_transf_25(3-94)
tr|A0A2N7GHT9|A0A2N7GHT9_9VIBR	GT-A	Glyco_transf_25(7-177)
tr|A0A2N7GI01|A0A2N7GI01_9VIBR	GT-A	Glyco_transf_25(2-177)
tr|A0A2N7SMZ0|A0A2N7SMZ0_9RHIZ	GT-A	COG3306(1-254)
tr|A0A2N7TY41|A0A2N7TY41_9GAMM	GT-A	Glyco_transf_25(1-185)
tr|A0A2N9VQT4|A0A2N9VQT4_9RHIZ	GT-A	Glyco_transf_25(60-234)
tr|A0A2N9VZA1|A0A2N9VZA1_9RHIZ	GT-A	Glyco_transf_25(5-181)
tr|A0A2P4S4X3|A0A2P4S4X3_BAMTH	GT-A	Glyco_transf_25(3-188)
tr|A0A2P4SCP8|A0A2P4SCP8_BAMTH	GT-A	Glyco_transf_25(1-147)
tr|A0A2P4SIB5|A0A2P4SIB5_BAMTH	GT-A	Glyco_transf_25(255-437)
tr|A0A2P6L9T9|A0A2P6L9T9_NEPCL	GT-A	COG3306(1-243)
tr|A0A2P6VHF9|A0A2P6VHF9_9CHLO	GT-A	Glyco_transf_25(348-532)
tr|A0A2P7AGV1|A0A2P7AGV1_9MICO	GT-A	COG3306(208-394)
tr|A0A2P7APF5|A0A2P7APF5_9RHIZ	GT-A	Glyco_transf_25(4-180)
tr|A0A2P7RQS9|A0A2P7RQS9_9RHIZ	GT-A	Glyco_transf_25(17-187)
tr|A0A2P7S6Z4|A0A2P7S6Z4_9RHIZ	GT-A	Glyco_transf_25(9-186)
tr|A0A2P7S6Z7|A0A2P7S6Z7_9RHIZ	GT-A	COG3306(1-239)
tr|A0A2P7SLS8|A0A2P7SLS8_9RHIZ	GT-A	Glyco_transf_25(19-193)
tr|A0A2P8NF32|A0A2P8NF32_9RHIZ	GT-A	Glyco_transf_25(3-177)
tr|A0A2R7SE09|A0A2R7SE09_9BURK	GT-A	COG3306(18-190)
tr|A0A2R8AP73|A0A2R8AP73_9RHOB	GT-A	Glyco_transf_25(8-119)
tr|A0A2R8B3X8|A0A2R8B3X8_9RHOB	GT-A	Glyco_transf_25(1-187)
tr|A0A2R8BII6|A0A2R8BII6_9RHOB	GT-A	Glyco_transf_25(4-172)
tr|A0A2R8BMX0|A0A2R8BMX0_9RHOB	GT-A	Glyco_transf_25(2-90)
tr|A0A2R8BN41|A0A2R8BN41_9RHOB	GT-A	Glyco_transf_25(3-179)
tr|A0A2R8M871|A0A2R8M871_CALJA	GT-A	Glyco_transf_25(368-550)
tr|A0A2S0II54|A0A2S0II54_9GAMM	GT-A	Glyco_transf_25(4-181)
tr|A0A2S0MPI1|A0A2S0MPI1_9RHOB	GT-A	Glyco_transf_25(4-178)
tr|A0A2S0MTH5|A0A2S0MTH5_9RHOB	GT-A	Glyco_transf_25(2-175)
tr|A0A2S0N6Q3|A0A2S0N6Q3_9PROT	GT-A	Glyco_transf_25(9-103)
tr|A0A2S0UJ07|A0A2S0UJ07_9RHOB	GT-A	COG3306(1-231)
tr|A0A2S0UM68|A0A2S0UM68_9RHOB	GT-A	Glyco_transf_25(9-186)
tr|A0A2S0URU5|A0A2S0URU5_9RHOB	GT-A	Glyco_transf_25(23-130)
tr|A0A2S0URV9|A0A2S0URV9_9RHOB	GT-A	Glyco_transf_25(19-192)
tr|A0A2S0US13|A0A2S0US13_9RHOB	GT-A	Glyco_transf_25(84-178)
tr|A0A2S1JPB5|A0A2S1JPB5_9GAMM	GT-A	COG3306(70-288)
tr|A0A2S4HG16|A0A2S4HG16_9GAMM	GT-A	Glyco_transf_25(1-178)
tr|A0A2S4HG47|A0A2S4HG47_9GAMM	GT-A	Glyco_transf_25(18-182)
tr|A0A2S5AHY1|A0A2S5AHY1_9PAST	GT-A	Glyco_transf_25(2-196)
tr|A0A2S5JK78|A0A2S5JK78_9RHOB	GT-A	Glyco_transf_25(4-184)
tr|A0A2S5R7N0|A0A2S5R7N0_9PROT	GT-A	Glyco_transf_25(17-192)
tr|A0A2S5R8U0|A0A2S5R8U0_9PROT	GT-A	Glyco_transf_25(57-237)
tr|A0A2S5REQ2|A0A2S5REQ2_9PROT	GT-A	Glyco_transf_25(4-188)
tr|A0A2S5TNE9|A0A2S5TNE9_9RHIZ	GT-A	Glyco_transf_25(2-90)
tr|A0A2S5TRZ6|A0A2S5TRZ6_9RHIZ	GT-A	Glyco_transf_25(28-121)
tr|A0A2S6N9B4|A0A2S6N9B4_9RHIZ	GT-A	Glyco_transf_25(4-180)
tr|A0A2S6N9D9|A0A2S6N9D9_9RHIZ	GT-A	Glyco_transf_25(31-128)
tr|A0A2S7L156|A0A2S7L156_9FLAO	GT-A	Glyco_transf_25(9-178)
tr|A0A2S7USE8|A0A2S7USE8_9GAMM	GT-A	Glyco_transf_25(4-180)
tr|A0A2S7W8P4|A0A2S7W8P4_9FLAO	GT-A	Glyco_transf_25(5-174)
tr|A0A2S7WJA7|A0A2S7WJA7_9FLAO	GT-A	Glyco_transf_25(9-178)
tr|A0A2S7WUY7|A0A2S7WUY7_9FLAO	GT-A	Glyco_transf_25(9-178)
tr|A0A2S8SA45|A0A2S8SA45_9RHOB	GT-A	Glyco_transf_25(6-192)
tr|A0A2S9IXI5|A0A2S9IXI5_9RHIZ	GT-A	Glyco_transf_25(4-179)
tr|A0A2S9IZ06|A0A2S9IZ06_9RHIZ	GT-A	Glyco_transf_25(4-179)
tr|A0A2S9VEW8|A0A2S9VEW8_9ALTE	GT-A	Glyco_transf_25(2-177)
tr|A0A2T0JRZ5|A0A2T0JRZ5_9RHIZ	GT-A	Glyco_transf_25(12-183)
tr|A0A2T0JSI8|A0A2T0JSI8_9RHIZ	GT-A	COG3306(1-263)
tr|A0A2T0W3A4|A0A2T0W3A4_9RHOB	GT-A	Glyco_transf_25(1-159)
tr|A0A2T1K630|A0A2T1K630_9ALTE	GT-A	Glyco_transf_25(5-182)
tr|A0A2T1LYR6|A0A2T1LYR6_9CHRO	GT-A	Glyco_transf_25(11-93)
tr|A0A2T3MY75|A0A2T3MY75_9GAMM	GT-A	Glyco_transf_25(2-175)
tr|A0A2T4DHK8|A0A2T4DHK8_9ALTE	GT-A	Glyco_transf_25(5-181)
tr|A0A2T4J8U7|A0A2T4J8U7_RHOBL	GT-A	Glyco_transf_25(12-184)
tr|A0A2T4JA95|A0A2T4JA95_RHOBL	GT-A	Glyco_transf_25(17-118)
tr|A0A2T4JKK6|A0A2T4JKK6_9RHOB	GT-A	Glyco_transf_25(8-179)
tr|A0A2T4JQE1|A0A2T4JQE1_9RHOB	GT-A	Glyco_transf_25(22-183)
tr|A0A2T4JUZ7|A0A2T4JUZ7_9RHOB	GT-A	Glyco_transf_25(17-115)
tr|A0A2T5FV75|A0A2T5FV75_9SPHN	GT-A	Glyco_transf_25(27-195)
tr|A0A2T5XV38|A0A2T5XV38_9SPHI	GT-A	Glyco_transf_25(6-80)
tr|A0A2T6BKM9|A0A2T6BKM9_9RHOB	GT-A	Glyco_transf_25(2-99)
tr|A0A2T6BPK7|A0A2T6BPK7_9RHOB	GT-A	Glyco_transf_25(4-177)
tr|A0A2T7G5T8|A0A2T7G5T8_9RHOB	GT-A	Glyco_transf_25(5-180)
tr|A0A2U2AHA8|A0A2U2AHA8_9GAMM	GT-A	Glyco_transf_25(7-90)
tr|A0A2U2CK04|A0A2U2CK04_9RHOB	GT-A	Glyco_transf_25(3-104)
tr|A0A2U2CKD8|A0A2U2CKD8_9RHOB	GT-A	Glyco_transf_25(2-155)
tr|A0A2U2CVP5|A0A2U2CVP5_9RHOB	GT-A	Glyco_transf_25(19-194)
tr|A0A2U2DYJ2|A0A2U2DYJ2_9RHIZ	GT-A	Glyco_transf_25(7-183)
