tr|H5UNQ6|H5UNQ6_9MICO	YjiC|GT-A|GT-A	YjiC(1-119)|Glyco_tranf_GTA_type(347-478)|Glyco_tranf_GTA_type(509-553)
tr|A0A1B9E3F3|A0A1B9E3F3_9FLAO	GT-A	Glyco_tranf_GTA_type(3-167)
tr|A0A1B9E3M6|A0A1B9E3M6_9FLAO	GT-A	Glyco_tranf_GTA_type(241-412)
tr|A0A1B9E9R7|A0A1B9E9R7_9FLAO	GT-A	GT2_Chondriotin_Pol_N(7-236)
tr|A0A1C0A606|A0A1C0A606_9FIRM	GT-A	Glyco_tranf_GTA_type(9-232)
tr|A0A1C0A646|A0A1C0A646_9FIRM	GT-A	Glyco_tranf_GTA_type(10-232)
tr|A0A1C0B506|A0A1C0B506_9PROT	GT-A	Glyco_tranf_GTA_type(5-239)
tr|A0A1C0SGL9|A0A1C0SGL9_9RHIZ	GT-A	GT2(1-280)
tr|A0A1C0V7B2|A0A1C0V7B2_9CYAN	GT-A	Glyco_tranf_GTA_type(12-201)
tr|A0A1C0VCH3|A0A1C0VCH3_9CYAN	GT-A	Glyco_tranf_GTA_type(12-191)
tr|A0A1C3FH23|A0A1C3FH23_9BACT	GT-A	GT2_Chondriotin_Pol_N(3-209)
tr|A0A1C4D1N9|A0A1C4D1N9_9BACT	GT-A	GT2_Chondriotin_Pol_N(10-230)
tr|A0A1C4U3H7|A0A1C4U3H7_9ACTN	GT-A	Glyco_tranf_GTA_type(5-216)
tr|A0A1C5H2F6|A0A1C5H2F6_9ACTN	GT-A	Glyco_tranf_GTA_type(12-236)
tr|A0A1C6R806|A0A1C6R806_9ACTN	GT-A	Glyco_tranf_GTA_type(11-179)
tr|A0A1C6S896|A0A1C6S896_9ACTN	GT-A	Glyco_tranf_GTA_type(12-236)
tr|A0A1C7GVP0|A0A1C7GVP0_9FIRM	GT-A	Glyco_tranf_GTA_type(6-235)
tr|A0A1C7H650|A0A1C7H650_9BACE	GT-A	GT2_Chondriotin_Pol_N(5-227)
tr|A0A1C7H7D3|A0A1C7H7D3_9BACE	GT-A	GT2_Chondriotin_Pol_N(9-232)
tr|A0A1C7HHD8|A0A1C7HHD8_9BURK	GT-A	GT2_Chondriotin_Pol_N(67-296)
tr|A0A1D2PBB3|A0A1D2PBB3_9CYAN	GT-A	Glyco_tranf_GTA_type(14-229)
tr|A0A1D2RUU1|A0A1D2RUU1_9GAMM	GT-A	GT2_Chondriotin_Pol_N(3-232)
tr|A0A1D7QPX6|A0A1D7QPX6_9SPHI	GT-A	GT2_Chondriotin_Pol_N(5-226)
tr|A0A1D7XVF4|A0A1D7XVF4_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A1D7XVV7|A0A1D7XVV7_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A1D7Y0P2|A0A1D7Y0P2_9FLAO	GT-A	Glyco_tranf_GTA_type(4-190)
tr|A0A1D8UQG1|A0A1D8UQG1_9PROT	GT-A	Glyco_tranf_GTA_type(7-181)
tr|A0A1D8USC9|A0A1D8USC9_9PROT	GT-A	Glyco_tranf_GTA_type(6-195)
tr|A0A1D9P7J6|A0A1D9P7J6_9FLAO	GT-A	GT2(1-328)
tr|A0A1D9P8Q3|A0A1D9P8Q3_9FLAO	GT-A	Glyco_tranf_GTA_type(242-418)
tr|A0A1E3GD09|A0A1E3GD09_9GAMM	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A1E4A9S0|A0A1E4A9S0_9FLAO	GT-A	Glyco_tranf_GTA_type(241-412)
tr|A0A1E4HJA5|A0A1E4HJA5_9GAMM	GT-A	GT2_Chondriotin_Pol_N(5-226)
tr|A0A1E4PCY2|A0A1E4PCY2_9PSEU	GT-A	Glyco_tranf_GTA_type(22-231)
tr|A0A1E5BMX5|A0A1E5BMX5_9GAMM	GT-A	Glyco_tranf_GTA_type(9-239)
tr|A0A1E5BPV8|A0A1E5BPV8_9GAMM	GT-A	Glyco_tranf_GTA_type(6-220)
tr|A0A1E5QG35|A0A1E5QG35_9CYAN	GT-A	Glycos_transf_2(4-166)
tr|A0A1E5SI78|A0A1E5SI78_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A1E5UD39|A0A1E5UD39_9FLAO	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A1E5UD88|A0A1E5UD88_9FLAO	GT-A	Glyco_tranf_GTA_type(5-236)
tr|A0A1E8CFJ4|A0A1E8CFJ4_9GAMM	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A1E8CRG2|A0A1E8CRG2_9MICO	GT-A	Glyco_tranf_GTA_type(12-216)
tr|A0A1E8Q0F2|A0A1E8Q0F2_9MYCO	GT-A	Glyco_tranf_GTA_type(64-252)
tr|A0A1F1IC67|A0A1F1IC67_9MICC	GT-A	Glyco_tranf_GTA_type(6-218)
tr|A0A1F1JU45|A0A1F1JU45_9MICO	GT-A	mycofact_glyco(4-228)
tr|A0A1F1ZTQ1|A0A1F1ZTQ1_9CORY	GT-A	Glyco_tranf_GTA_type(2-203)
tr|A0A1F3M9K0|A0A1F3M9K0_9BACT	GT-A	Glyco_tranf_GTA_type(4-200)
tr|A0A1F3RUK9|A0A1F3RUK9_9PROT	GT-A	Glyco_tranf_GTA_type(11-239)
tr|A0A1F3SU02|A0A1F3SU02_9PROT	GT-A	Glyco_tranf_GTA_type(3-218)
tr|A0A1F3XZK6|A0A1F3XZK6_9PROT	GT-A	Glyco_tranf_GTA_type(8-240)
tr|A0A1F4H0M0|A0A1F4H0M0_9BURK	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A1F4H623|A0A1F4H623_9BURK	GT-A	Glyco_tranf_GTA_type(9-240)
tr|A0A1F4JI16|A0A1F4JI16_9BURK	GT-A	GT2_Chondriotin_Pol_N(9-238)
tr|A0A1F4JRK6|A0A1F4JRK6_9BURK	GT-A	GT2_Chondriotin_Pol_N(5-240)
tr|A0A1F4KLM9|A0A1F4KLM9_9BURK	GT-A	GT2_Chondriotin_Pol_N(9-238)
tr|A0A1F4YRX0|A0A1F4YRX0_9BACT	GT-A	Glyco_tranf_GTA_type(6-209)
tr|A0A1F5T0E7|A0A1F5T0E7_9BACT	GT-A	Glyco_tranf_GTA_type(7-218)
tr|A0A1F6HNC1|A0A1F6HNC1_9BACT	GT-A	Glyco_tranf_GTA_type(7-222)
tr|A0A1F6QF00|A0A1F6QF00_9BACT	GT-A	Glyco_tranf_GTA_type(9-215)
tr|A0A1F6QG16|A0A1F6QG16_9BACT	GT-A	Glyco_tranf_GTA_type(5-230)
tr|A0A1F8C1M5|A0A1F8C1M5_9BACT	GT-A	Glyco_tranf_GTA_type(18-246)
tr|A0A1F9U4N4|A0A1F9U4N4_9BACT	GT-A	Glyco_tranf_GTA_type(18-250)
tr|A0A1G0CWS7|A0A1G0CWS7_9PROT	GT-A	GT2_Chondriotin_Pol_N(5-235)
tr|A0A1G0XAQ5|A0A1G0XAQ5_9BACT	GT-A	Glyco_tranf_GTA_type(6-238)
tr|A0A1G2VSG7|A0A1G2VSG7_9BACT	GT-A	Glyco_tranf_GTA_type(5-211)
tr|A0A1G3JY59|A0A1G3JY59_9SPHN	GT-A	mycofact_glyco(7-206)
tr|A0A1G4XXC9|A0A1G4XXC9_9ACTN	GT-A	Glyco_tranf_GTA_type(33-243)
tr|A0A1G4XXF1|A0A1G4XXF1_9ACTN	GT-A	GT2(1-208)
tr|A0A1G5AID9|A0A1G5AID9_9DELT	GT-A	Glyco_tranf_GTA_type(5-226)
tr|A0A1G5K517|A0A1G5K517_9RHOB	GT-A	mycofact_glyco(7-237)
tr|A0A1G6BIQ3|A0A1G6BIQ3_9FLAO	GT-A	GT2_Chondriotin_Pol_N(5-226)
tr|A0A1G6BJ14|A0A1G6BJ14_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A1G6F5H6|A0A1G6F5H6_9FLAO	GT-A	Glyco_tranf_GTA_type(7-206)
tr|A0A1G6GJW1|A0A1G6GJW1_9BURK	GT-A	GT2(12-249)
tr|A0A1G6GPZ6|A0A1G6GPZ6_9BURK	GT-A	GT2(22-244)
tr|A0A1G6RZK0|A0A1G6RZK0_9BURK	GT-A	GT2_Chondriotin_Pol_N(11-241)
tr|A0A1G7A056|A0A1G7A056_9BACT	GT-A	GT2_Chondriotin_Pol_N(12-234)
tr|A0A1G7DM18|A0A1G7DM18_9ACTN	GT-A	BcsA(2-232)
tr|A0A1G7E6H4|A0A1G7E6H4_9FLAO	GT-A	GT2_Chondriotin_Pol_N(11-236)
tr|A0A1G7EP42|A0A1G7EP42_9FLAO	GT-A	GT2_Chondriotin_Pol_N(7-236)
tr|A0A1G7F7H6|A0A1G7F7H6_9PROT	GT-A	Glyco_tranf_GTA_type(21-217)
tr|A0A1G7I6K2|A0A1G7I6K2_9FLAO	GT-A	Glyco_tranf_GTA_type(6-209)
tr|A0A1G7J417|A0A1G7J417_9RHOB	GT-A	Glyco_tranf_GTA_type(16-211)
tr|A0A1G7PBG1|A0A1G7PBG1_9FLAO	GT-A	Glycos_transf_2(4-169)
tr|A0A1G7Q5H1|A0A1G7Q5H1_9BURK	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A1G7QKA6|A0A1G7QKA6_9ACTN	GT-A	Glyco_tranf_GTA_type(83-210)
tr|A0A1G7QKM9|A0A1G7QKM9_9ACTN	GT-A	Glyco_tranf_GTA_type(35-245)
tr|A0A1G7U4S0|A0A1G7U4S0_9RHOB	GT-A	Glyco_tranf_GTA_type(27-223)
tr|A0A1G7VD39|A0A1G7VD39_9FLAO	GT-A	Glyco_tranf_GTA_type(3-165)
tr|A0A1G7WWT2|A0A1G7WWT2_9FLAO	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A1G7X2J0|A0A1G7X2J0_9PSEU	GT-A	Glyco_tranf_GTA_type(48-233)
tr|A0A1G8DGS5|A0A1G8DGS5_9MICO	GT-A	Glyco_tranf_GTA_type(30-223)
tr|A0A1G8EV20|A0A1G8EV20_9FLAO	GT-A	GT2_Chondriotin_Pol_N(9-238)
tr|A0A1G8QIF6|A0A1G8QIF6_9SPHI	GT-A	Glyco_tranf_GTA_type(14-175)
tr|A0A1G8VAR6|A0A1G8VAR6_9FLAO	GT-A	Glyco_tranf_GTA_type(242-414)
tr|A0A1G8VAV2|A0A1G8VAV2_9FLAO	GT-A	Glycos_transf_2(4-158)
tr|A0A1G8VYB5|A0A1G8VYB5_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-229)
tr|A0A1G9FMI8|A0A1G9FMI8_9RHOB	GT-A	Glyco_tranf_GTA_type(9-201)
tr|A0A1G9HU05|A0A1G9HU05_9RHOB	GT-A	GT2(21-252)
tr|A0A1G9YGY0|A0A1G9YGY0_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A1H0CPM9|A0A1H0CPM9_9BACL	GT-A	GT2(3-168)
tr|A0A1H0ERR9|A0A1H0ERR9_9RHIZ	GT-A	Glyco_tranf_GTA_type(16-214)
tr|A0A1H0FV86|A0A1H0FV86_9BURK	GT-A	Glyco_tranf_GTA_type(7-236)
tr|A0A1H0IBS7|A0A1H0IBS7_9RHIZ	GT-A	Glyco_tranf_GTA_type(160-220)
tr|A0A1H0IBZ6|A0A1H0IBZ6_9RHIZ	GT-A	Glyco_tranf_GTA_type(13-212)
tr|A0A1H0RXD1|A0A1H0RXD1_9RALS	GT-A	Glyco_tranf_GTA_type(10-187)
tr|A0A1H0SAS7|A0A1H0SAS7_9ACTN	GT-A	mycofact_glyco(36-273)
tr|A0A1H0TDQ8|A0A1H0TDQ8_9ACTN	GT-A	GT2(1-208)
tr|A0A1H0TF03|A0A1H0TF03_9ACTN	GT-A	Glyco_tranf_GTA_type(47-253)
tr|A0A1H1ASD1|A0A1H1ASD1_9FLAO	GT-A	Glycos_transf_2(4-134)
tr|A0A1H1GN54|A0A1H1GN54_9EURY	GT-A	Glyco_tranf_GTA_type(36-230)
tr|A0A1H1LDV3|A0A1H1LDV3_9FLAO	GT-A	Glyco_tranf_GTA_type(4-192)
tr|A0A1H1LL29|A0A1H1LL29_9CORY	GT-A	Glyco_tranf_GTA_type(14-206)
tr|A0A1H1MU04|A0A1H1MU04_9CELL	GT-A	Glyco_tranf_GTA_type(8-220)
tr|A0A1H1NKV5|A0A1H1NKV5_9FLAO	GT-A	GT2_Chondriotin_Pol_N(9-238)
tr|A0A1H1NML7|A0A1H1NML7_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A1H1QLS0|A0A1H1QLS0_9FLAO	GT-A	Glyco_tranf_GTA_type(241-413)
tr|A0A1H1S1R9|A0A1H1S1R9_9FLAO	GT-A	GT2_Chondriotin_Pol_N(5-226)
tr|A0A1H1TGB1|A0A1H1TGB1_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A1H1TGW1|A0A1H1TGW1_9FLAO	GT-A	GT2_Chondriotin_Pol_N(7-228)
tr|A0A1H1V8F5|A0A1H1V8F5_9ACTN	GT-A	Glyco_tranf_GTA_type(29-227)
tr|A0A1H2QZ32|A0A1H2QZ32_9FLAO	GT-A	GT2_Chondriotin_Pol_N(13-242)
tr|A0A1H2WZV7|A0A1H2WZV7_9FLAO	GT-A	Glyco_tranf_GTA_type(4-185)
tr|A0A1H2X192|A0A1H2X192_9FLAO	GT-A	Glyco_tranf_GTA_type(239-423)
tr|A0A1H3J4E6|A0A1H3J4E6_ALLWA	GT-A	Glyco_tranf_GTA_type(61-258)
tr|A0A1H3VG73|A0A1H3VG73_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-229)
tr|A0A1H3VUX6|A0A1H3VUX6_9GAMM	GT-A	GT2_Chondriotin_Pol_N(7-232)
tr|A0A1H3X4Y8|A0A1H3X4Y8_9FLAO	GT-A	GT2_Chondriotin_Pol_N(9-230)
tr|A0A1H3X546|A0A1H3X546_9FLAO	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A1H3X927|A0A1H3X927_9BACT	GT-A	Glyco_tranf_GTA_type(5-231)
tr|A0A1H3ZCU4|A0A1H3ZCU4_9BACT	GT-A	GT2_Chondriotin_Pol_N(9-230)
tr|A0A1H3ZPI0|A0A1H3ZPI0_9SPHI	GT-A	GT2_Chondriotin_Pol_N(10-233)
tr|A0A1H3ZPT7|A0A1H3ZPT7_9SPHI	GT-A	GT2_Chondriotin_Pol_N(6-226)
tr|A0A1H4BMV8|A0A1H4BMV8_9BACT	GT-A	Glycos_transf_2(5-165)
tr|A0A1H4CDN7|A0A1H4CDN7_9BACT	GT-A	GT2_Chondriotin_Pol_N(5-225)
tr|A0A1H4GLS8|A0A1H4GLS8_9SPHI	GT-A	Glyco_tranf_GTA_type(14-184)
tr|A0A1H4VQP9|A0A1H4VQP9_9FLAO	GT-A	Glycos_transf_2(3-161)
tr|A0A1H4Y4J0|A0A1H4Y4J0_9ACTN	GT-A	Glyco_tranf_GTA_type(5-198)
tr|A0A1H4YUN3|A0A1H4YUN3_9PSEU	GT-A	Glyco_tranf_GTA_type(12-211)
tr|A0A1H5J3R8|A0A1H5J3R8_9FLAO	GT-A	GT2_Chondriotin_Pol_N(9-234)
tr|A0A1H5J4K4|A0A1H5J4K4_9FLAO	GT-A	GT2_Chondriotin_Pol_N(5-226)
tr|A0A1H5NAP9|A0A1H5NAP9_9FLAO	GT-A	Glyco_tranf_GTA_type(20-201)
tr|A0A1H5UEY3|A0A1H5UEY3_9BACT	GT-A	GT2_Chondriotin_Pol_N(5-229)
tr|A0A1H5XW04|A0A1H5XW04_9FLAO	GT-A	Glyco_tranf_GTA_type(4-170)
tr|A0A1H6C9U8|A0A1H6C9U8_9SPHI	GT-A	GT2_Chondriotin_Pol_N(15-234)
tr|A0A1H6CAH2|A0A1H6CAH2_9SPHI	GT-A	GT2_Chondriotin_Pol_N(8-232)
tr|A0A1H6CBJ9|A0A1H6CBJ9_9SPHI	GT-A	GT2_Chondriotin_Pol_N(11-235)
tr|A0A1H6I1K3|A0A1H6I1K3_9FLAO	GT-A	Glycos_transf_2(4-168)
tr|A0A1H6IUM3|A0A1H6IUM3_9MYCO	GT-A	Glyco_tranf_GTA_type(5-207)
tr|A0A1H6JXA0|A0A1H6JXA0_9FLAO	GT-A	GT2_Chondriotin_Pol_N(5-226)
tr|A0A1H6QP18|A0A1H6QP18_9FLAO	GT-A	GT2_Chondriotin_Pol_N(6-234)
tr|A0A1H6RNJ1|A0A1H6RNJ1_9BACT	GT-A	GT2_Chondriotin_Pol_N(9-232)
tr|A0A1H6RV44|A0A1H6RV44_9BACT	GT-A	GT2_Chondriotin_Pol_N(9-230)
tr|A0A1H6XC64|A0A1H6XC64_9BACT	GT-A	Glyco_tranf_GTA_type(15-208)
tr|A0A1H6YFA0|A0A1H6YFA0_9BACT	GT-A	GT2_Chondriotin_Pol_N(11-234)
tr|A0A1H6YPB5|A0A1H6YPB5_9BACT	GT-A	GT2_Chondriotin_Pol_N(9-230)
tr|A0A1H7DR98|A0A1H7DR98_9ACTN	GT-A	Glyco_tranf_GTA_type(5-229)
tr|A0A1H7GCE4|A0A1H7GCE4_9SPHI	GT-A	GT2_Chondriotin_Pol_N(7-228)
tr|A0A1H7GDD7|A0A1H7GDD7_9SPHI	GT-A	Glyco_tranf_GTA_type(5-236)
tr|A0A1H7PSF5|A0A1H7PSF5_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A1H7PSY9|A0A1H7PSY9_9FLAO	GT-A	GT2_Chondriotin_Pol_N(9-230)
tr|A0A1H7TIX0|A0A1H7TIX0_9BURK	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A1H7WB53|A0A1H7WB53_9FLAO	GT-A	Glyco_tranf_GTA_type(4-184)
tr|A0A1H7YFT5|A0A1H7YFT5_9SPHI	GT-A	GT2_Chondriotin_Pol_N(11-234)
tr|A0A1H7YG24|A0A1H7YG24_9SPHI	GT-A	GT2_Chondriotin_Pol_N(10-234)
tr|A0A1H7YHY6|A0A1H7YHY6_9SPHI	GT-A	GT2_Chondriotin_Pol_N(10-234)
tr|A0A1H7YI18|A0A1H7YI18_9SPHI	GT-A	Glyco_tranf_GTA_type(1-202)
tr|A0A1H7ZVG4|A0A1H7ZVG4_9BACT	GT-A	GT2_Chondriotin_Pol_N(10-231)
tr|A0A1H8H8B7|A0A1H8H8B7_9RHOB	GT-A	Glyco_tranf_GTA_type(28-221)
tr|A0A1H8HLD3|A0A1H8HLD3_9FLAO	GT-A	Glyco_tranf_GTA_type(3-167)
tr|A0A1H8K9I3|A0A1H8K9I3_9BACT	GT-A	GT2_Chondriotin_Pol_N(9-232)
tr|A0A1H8K9X8|A0A1H8K9X8_9BACT	GT-A	GT2_Chondriotin_Pol_N(11-235)
tr|A0A1H8KAS6|A0A1H8KAS6_9BACT	GT-A	GT2_Chondriotin_Pol_N(8-229)
tr|A0A1H8KSP0|A0A1H8KSP0_9FLAO	GT-A	GT2_Chondriotin_Pol_N(7-236)
tr|A0A1H8MTQ5|A0A1H8MTQ5_9BURK	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A1H8YRT9|A0A1H8YRT9_9FLAO	GT-A	Glyco_tranf_GTA_type(272-398)
tr|A0A1H8YZK5|A0A1H8YZK5_9FLAO	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A1H9D8V3|A0A1H9D8V3_9FLAO	GT-A	Glyco_tranf_GTA_type(244-420)
tr|A0A1H9FUS7|A0A1H9FUS7_9SPIO	GT-A	Glyco_tranf_GTA_type(14-232)
tr|A0A1H9GKH0|A0A1H9GKH0_9FLAO	GT-A	GT2_Chondriotin_Pol_N(17-246)
tr|A0A1H9IY12|A0A1H9IY12_FLAFI	GT-A	GT2_Chondriotin_Pol_N(5-226)
tr|A0A1H9ME26|A0A1H9ME26_9GAMM	GT-A	Glycos_transf_2(22-188)
tr|A0A1H9Q8Z7|A0A1H9Q8Z7_9SPHN	GT-A	GT2(1-278)
tr|A0A1H9V747|A0A1H9V747_9SPHN	GT-A	mycofact_glyco(2-217)
tr|A0A1H9XHU7|A0A1H9XHU7_9PSEU	GT-A	BcsA(23-236)
tr|A0A1I0DWB2|A0A1I0DWB2_9ALTE	GT-A	GT2_Chondriotin_Pol_N(13-242)
tr|A0A1I0MEW7|A0A1I0MEW7_9BACT	GT-A	Glycos_transf_2(9-171)
tr|A0A1I0RM32|A0A1I0RM32_9BACT	GT-A	GT2_Chondriotin_Pol_N(9-231)
tr|A0A1I0RUL3|A0A1I0RUL3_9RHOB	GT-A	Glyco_tranf_GTA_type(5-237)
tr|A0A1I0W4H9|A0A1I0W4H9_9ACTN	GT-A	GT2(1-235)
tr|A0A1I0Y3E8|A0A1I0Y3E8_9ACTN	GT-A	Glyco_tranf_GTA_type(29-238)
tr|A0A1I0Z6D8|A0A1I0Z6D8_9BACT	GT-A	Glyco_tranf_GTA_type(6-186)
tr|A0A1I1HB01|A0A1I1HB01_9RHOB	GT-A	Glyco_tranf_GTA_type(81-215)
tr|A0A1I1IHP5|A0A1I1IHP5_9BURK	GT-A	GT2_Chondriotin_Pol_N(9-238)
tr|A0A1I1IPE4|A0A1I1IPE4_9BURK	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A1I1PY16|A0A1I1PY16_9BACT	GT-A	GT2_Chondriotin_Pol_N(8-249)
tr|A0A1I1RDQ5|A0A1I1RDQ5_9FLAO	GT-A	GT2_Chondriotin_Pol_N(6-235)
tr|A0A1I2CT76|A0A1I2CT76_9BACT	GT-A	GT2_Chondriotin_Pol_N(7-236)
tr|A0A1I2DBD2|A0A1I2DBD2_9BACT	GT-A	Glyco_tranf_GTA_type(6-206)
tr|A0A1I2FMZ3|A0A1I2FMZ3_9BACT	GT-A	GT2_Chondriotin_Pol_N(10-235)
tr|A0A1I2MUC9|A0A1I2MUC9_9BACT	GT-A	Glycos_transf_2(6-167)
tr|A0A1I2SYR2|A0A1I2SYR2_9RHIZ	GT-A	GT2(82-250)
tr|A0A1I2SYU2|A0A1I2SYU2_9RHIZ	GT-A	Glyco_tranf_GTA_type(13-212)
tr|A0A1I3DLL1|A0A1I3DLL1_9FLAO	GT-A	GT2(1-248)
tr|A0A1I3N8X0|A0A1I3N8X0_9FLAO	GT-A	GT2_Chondriotin_Pol_N(5-226)
tr|A0A1I3NLU0|A0A1I3NLU0_9FLAO	GT-A	Glyco_tranf_GTA_type(238-414)
tr|A0A1I3PQB5|A0A1I3PQB5_9SPHI	GT-A	GT2_Chondriotin_Pol_N(5-224)
tr|A0A1I3PQJ9|A0A1I3PQJ9_9SPHI	GT-A	Glyco_tranf_GTA_type(5-236)
tr|A0A1I3RQK3|A0A1I3RQK3_9FLAO	GT-A	Glyco_tranf_GTA_type(3-155)
tr|A0A1I4I462|A0A1I4I462_9GAMM	GT-A	GT2_Chondriotin_Pol_N(9-238)
tr|A0A1I4JQC5|A0A1I4JQC5_9RHOB	GT-A	Glyco_tranf_GTA_type(28-221)
tr|A0A1I4U845|A0A1I4U845_9DELT	GT-A	Glyco_tranf_GTA_type(10-204)
tr|A0A1I4YD16|A0A1I4YD16_9FLAO	GT-A	GT2_Chondriotin_Pol_N(5-226)
tr|A0A1I5B9K8|A0A1I5B9K8_9SPHN	GT-A	Glyco_tranf_GTA_type(24-215)
tr|A0A1I5C7K6|A0A1I5C7K6_9PROT	GT-A	Glyco_tranf_GTA_type(19-217)
tr|A0A1I5G5W8|A0A1I5G5W8_9SPHN	GT-A	Glyco_tranf_GTA_type(13-212)
tr|A0A1I5HD89|A0A1I5HD89_9SPHN	GT-A	Glyco_tranf_GTA_type(13-212)
tr|A0A1I5I5M2|A0A1I5I5M2_9BACT	GT-A	Glycos_transf_2(5-163)
tr|A0A1I5PC24|A0A1I5PC24_9SPHN	GT-A	Glyco_tranf_GTA_type(12-211)
tr|A0A1I5PK38|A0A1I5PK38_9SPHN	GT-A	GT2(12-245)
tr|A0A1I5XL62|A0A1I5XL62_9BACT	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A1I6K2H2|A0A1I6K2H2_9ALTE	GT-A	GT2_Chondriotin_Pol_N(14-243)
tr|A0A1I6P5J0|A0A1I6P5J0_9FLAO	GT-A	Glyco_tranf_GTA_type(205-395)
tr|A0A1I6R618|A0A1I6R618_9FLAO	GT-A	Glyco_tranf_GTA_type(3-166)
tr|A0A1I6Y1X0|A0A1I6Y1X0_9FLAO	GT-A	Glyco_tranf_GTA_type(5-227)
tr|A0A1I7ETW6|A0A1I7ETW6_9BURK	GT-A	Glyco_tranf_GTA_type(5-233)
tr|A0A1I7FR85|A0A1I7FR85_9BURK	GT-A	GT2_Chondriotin_Pol_N(9-238)
tr|A0A1I7FW71|A0A1I7FW71_9FLAO	GT-A	Glyco_tranf_GTA_type(35-198)
tr|A0A1I7GKL8|A0A1I7GKL8_9BURK	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A1I7HMU5|A0A1I7HMU5_9FLAO	GT-A	Glyco_tranf_GTA_type(241-354)
tr|A0A1I7HVW6|A0A1I7HVW6_9FLAO	GT-A	GT2_Chondriotin_Pol_N(15-244)
tr|A0A1I7HZR4|A0A1I7HZR4_9CLOT	GT-A	Glyco_tranf_GTA_type(9-234)
tr|A0A1I7MR91|A0A1I7MR91_9MICC	GT-A	Glyco_tranf_GTA_type(73-248)
tr|A0A1J0AH90|A0A1J0AH90_9CYAN	GT-A	Glyco_tranf_GTA_type(5-184)
tr|A0A1J0WNS2|A0A1J0WNS2_9RHOB	GT-A	Glyco_tranf_GTA_type(17-213)
tr|A0A1J1KC71|A0A1J1KC71_9CYAN	GT-A	Glycos_transf_2(4-163)
tr|A0A1J4V9U0|A0A1J4V9U0_9BACT	GT-A	Glyco_tranf_GTA_type(8-233)
tr|A0A1J4X6L6|A0A1J4X6L6_9BACT	GT-A	GT2(1-268)
tr|A0A1J5CER4|A0A1J5CER4_9BURK	GT-A	Glyco_tranf_GTA_type(7-236)
tr|A0A1J5FG75|A0A1J5FG75_9BACT	GT-A	Glyco_tranf_GTA_type(6-237)
tr|A0A1J5H331|A0A1J5H331_9CYAN	GT-A	Glyco_tranf_GTA_type(4-183)
tr|A0A1J5HA47|A0A1J5HA47_9CYAN	GT-A	Glyco_tranf_GTA_type(5-196)
tr|A0A1J5L6Y5|A0A1J5L6Y5_9BACT	GT-A	GT2_Chondriotin_Pol_N(5-226)
tr|A0A1J6XCV5|A0A1J6XCV5_9MICO	GT-A	Glyco_tranf_GTA_type(45-246)
tr|A0A1J8NJ45|A0A1J8NJ45_9COXI	GT-A	GT2_Chondriotin_Pol_N(10-239)
tr|A0A1K1LPG6|A0A1K1LPG6_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A1K1U8C4|A0A1K1U8C4_9GAMM	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A1K2INJ9|A0A1K2INJ9_9FLAO	GT-A	Glyco_tranf_GTA_type(5-194)
tr|A0A1K2IP12|A0A1K2IP12_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A1K2IQK7|A0A1K2IQK7_9FLAO	GT-A	GT2_Chondriotin_Pol_N(9-238)
tr|A0A1L3J4F4|A0A1L3J4F4_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A1L3J4P9|A0A1L3J4P9_9FLAO	GT-A	Glyco_tranf_GTA_type(240-415)
tr|A0A1L3MES9|A0A1L3MES9_9MICO	GT-A	GT2(5-245)
tr|A0A1L7I0S3|A0A1L7I0S3_9FLAO	GT-A	Glyco_tranf_GTA_type(6-204)
